transform,depth,residual_k,n_alleles,pds_S,pds_B,pds_S_lo,pds_S_hi,pds_B_lo,pds_B_hi,top1_S,top1_B,delta,delta_lo,delta_hi,signflip_p,alleles_delta_gt0,sib_margin_S,sib_margin_B,sib_delta_exact_p,sib_exact_p_floor
shifted_log_count,20000,1,18,0.8224673202614379,0.6883442265795207,0.7477941176470586,0.8945261437908497,0.5815359477124182,0.7993743191721132,0.3861111111111111,0.24166666666666664,0.1341230936819172,0.08553921568627455,0.184995234204793,9.999000099990002e-05,17,0.021520380064688698,0.012318795641733972,0.0625,0.0625
shifted_log_count,50000,1,18,0.8495915032679738,0.6773420479302833,0.7776940359477125,0.9173202614379085,0.5619212962962963,0.7974986383442266,0.48749999999999993,0.2662037037037037,0.17224945533769062,0.10947576252723311,0.23657475490196075,9.999000099990002e-05,17,0.030599118390859898,0.01663529281985992,0.0625,0.0625
shifted_log_count,100000,1,18,0.8848039215686274,0.6658224400871461,0.8146241830065359,0.9477124183006536,0.5418246187363835,0.7934735838779955,0.575,0.2884259259259259,0.2189814814814815,0.137281454248366,0.3019342320261437,9.999000099990002e-05,17,0.0417632969191067,0.02049711516449399,0.0625,0.0625
shifted_log_count,200000,1,18,0.9316176470588236,0.6625544662309368,0.8727920751633986,0.9803104575163398,0.532298474945534,0.7956440631808278,0.7402777777777777,0.30185185185185187,0.2690631808278867,0.167781862745098,0.3694172113289759,9.999000099990002e-05,16,0.05563530284041065,0.024907021664109623,0.0625,0.0625
shifted_log_count,400000,1,18,0.9730392156862746,0.6634259259259259,0.9384783496732025,0.9979575163398694,0.5300068082788671,0.7989957788671023,0.8875,0.31527777777777777,0.3096132897603486,0.18804193899782137,0.42739651416122004,0.00019998000199980003,15,0.07166201868648203,0.02830272108651553,0.0625,0.0625
shifted_log_count,250,5,18,0.6249183006535948,0.6043028322440086,0.5890522875816993,0.6610294117647058,0.5773141339869279,0.6325442538126361,0.10416666666666669,0.10092592592592592,0.020615468409586057,0.00329520697167756,0.03711873638344225,0.031596840315968405,14,0.0044172553457251795,0.002329769862787995,0.25,0.0625
shifted_log_count,500,5,18,0.6861111111111111,0.6586328976034859,0.6374142156862745,0.732843137254902,0.6194165305010895,0.699022331154684,0.15555555555555556,0.13333333333333333,0.027478213507625297,0.00400326797385625,0.05008374183006537,0.0400959904009599,13,0.006530341735943651,0.003836517224810264,0.0625,0.0625
shifted_log_count,1000,5,18,0.740359477124183,0.6950435729847495,0.6917483660130718,0.790359477124183,0.6449332788671023,0.7469240196078432,0.20833333333333334,0.16203703703703703,0.045315904139433504,0.023283632897603428,0.06841026688453157,0.0011998800119988001,14,0.006561355544320568,0.004578491631500552,0.125,0.0625
shifted_log_count,2000,5,18,0.7848039215686273,0.7360838779956427,0.7335784313725491,0.835702614379085,0.672354302832244,0.8017980664488018,0.25416666666666665,0.1986111111111111,0.04872004357298477,0.023393246187363857,0.0787037037037037,0.0008999100089991,15,0.009223223291440766,0.006694081677726063,0.125,0.0625
shifted_log_count,5000,5,18,0.8145424836601306,0.7487745098039215,0.758578431372549,0.8711601307189542,0.676386165577342,0.8233946078431371,0.325,0.2310185185185185,0.06576797385620914,0.03818082788671025,0.09591571350762529,0.00019998000199980003,17,0.01128823890848345,0.008220094000290131,0.0625,0.0625
shifted_log_count,10000,5,18,0.857843137254902,0.7544934640522876,0.8078431372549019,0.9062111928104575,0.6745091230936818,0.8337724673202613,0.43333333333333335,0.25648148148148153,0.10334967320261439,0.0669921023965142,0.14352260348583876,9.999000099990002e-05,16,0.015550673655963812,0.009555805419540504,0.0625,0.0625
shifted_log_count,20000,5,18,0.8860294117647058,0.7551198257080609,0.8384803921568627,0.9307189542483658,0.6677559912854031,0.8416176470588236,0.4972222222222222,0.2861111111111111,0.13090958605664488,0.08139910130718948,0.18458673747276688,9.999000099990002e-05,17,0.019383323727645837,0.011650192943200646,0.0625,0.0625
shifted_log_count,50000,5,18,0.9395424836601306,0.7612745098039215,0.8987745098039217,0.9745098039215687,0.6667184095860567,0.8535409858387799,0.7013888888888888,0.3337962962962963,0.17826797385620916,0.11015659041394334,0.2507380174291939,9.999000099990002e-05,17,0.030282362884139897,0.014906721324507512,0.0625,0.0625
shifted_log_count,100000,5,18,0.979248366013072,0.7669934640522875,0.9590686274509803,0.9952614379084967,0.6701776960784313,0.8605392156862745,0.8555555555555555,0.35740740740740745,0.21225490196078425,0.1282407407407407,0.29934980936819167,9.999000099990002e-05,17,0.04320937295246097,0.01848573229311844,0.0625,0.0625
shifted_log_count,200000,5,18,0.9967320261437909,0.7869553376906318,0.9919934640522876,1.0,0.6923188997821351,0.8767735566448801,0.9680555555555556,0.40648148148148155,0.209776688453159,0.12167551742919383,0.3021541394335512,9.999000099990002e-05,16,0.06259157736166912,0.0230046271590729,0.0625,0.0625
shifted_log_count,400000,5,18,1.0,0.8047385620915033,1.0,1.0,0.7154377723311546,0.8879942810457517,1.0,0.4291666666666667,0.19526143790849673,0.11200571895424835,0.2845622276688453,9.999000099990002e-05,17,0.08919806644669956,0.027426754959765563,0.0625,0.0625
