perturbation,detectable,identifiable,jointly_evaluable,separation,spread
"Roxadustat (FG-4592) | 10.0",False,False,False,-892.951,1358.46
"Roxadustat (FG-4592) | 1000.0",False,False,False,532.338,4420.56
"Roxadustat (FG-4592) | 10000.0",False,False,False,230.525,5108.83
"Rucaparib (AG-014699,PF-01367338) phosphate | 10.0",False,False,False,-672.858,1471.4
"Rucaparib (AG-014699,PF-01367338) phosphate | 100.0",False,False,False,-305.939,3170.74
"Rucaparib (AG-014699,PF-01367338) phosphate | 1000.0",False,False,False,-108.346,2300.32
"Rucaparib (AG-014699,PF-01367338) phosphate | 10000.0",False,False,False,-114.478,3085.5
"Ruxolitinib (INCB018424) | 10.0",False,False,False,-825.898,1348.31
"Ruxolitinib (INCB018424) | 100.0",False,False,False,-170.108,3881.14
"Ruxolitinib (INCB018424) | 1000.0",False,False,False,283.041,4102.57
"Ruxolitinib (INCB018424) | 10000.0",False,False,False,-103.429,4915.28
"S-Ruxolitinib (INCB018424) | 10.0",False,False,False,347.948,4988.75
"S-Ruxolitinib (INCB018424) | 100.0",False,False,False,425.619,3965.73
"S-Ruxolitinib (INCB018424) | 1000.0",False,False,False,-118.586,3056.38
"S-Ruxolitinib (INCB018424) | 10000.0",False,False,False,-794.884,1565.91
"S3I-201 | 10.0",False,False,False,225.827,3327.27
"S3I-201 | 100.0",False,False,False,54.0558,3104.54
"S3I-201 | 1000.0",False,False,False,-228.219,3124.26
"S3I-201 | 10000.0",False,False,False,1659.17,5668.1
"SB431542 | 10.0",False,False,False,523.72,5073.02
"SB431542 | 100.0",False,False,False,302.695,3765.16
"SB431542 | 1000.0",False,False,False,4108.42,18658.1
"SB431542 | 10000.0",False,False,False,-197.469,2611.6
"SGI-1776 free base | 10.0",False,False,False,639.429,6300.35
"SGI-1776 free base | 100.0",False,False,False,835.51,5294.84
"SGI-1776 free base | 1000.0",False,False,False,462.158,3068.53
"SL-327 | 10.0",False,False,False,-4.39537,4055.7
"SL-327 | 100.0",False,False,False,-535.592,1821.3
"SL-327 | 1000.0",False,False,False,-553.725,1483.71
"SL-327 | 10000.0",False,False,False,-516.843,2096.28
"SNS-314 | 1000.0",False,False,False,4490.75,9528.52
"SRT1720 HCl | 10.0",False,False,False,-525.874,1469.16
"SRT1720 HCl | 100.0",False,False,False,1605.81,7373.28
"SRT1720 HCl | 1000.0",False,False,False,-187.614,3702.29
"SRT2104 (GSK2245840) | 10.0",False,False,False,116.746,3264
"SRT2104 (GSK2245840) | 100.0",False,False,False,508.593,3448.84
"SRT2104 (GSK2245840) | 1000.0",False,False,False,77.2816,4517.09
"SRT2104 (GSK2245840) | 10000.0",False,False,False,-413.551,2328.34
"SRT3025 HCl | 10.0",False,False,False,1236.14,8836.84
"SRT3025 HCl | 100.0",False,False,False,-469.782,2041.19
"SRT3025 HCl | 1000.0",False,False,False,-613.378,1423.67
"SRT3025 HCl | 10000.0",False,False,False,-640.119,1761.33
"Selisistat (EX 527) | 10.0",False,False,False,2788.19,7904.06
"Selisistat (EX 527) | 100.0",False,False,False,603.655,6095.85
"Selisistat (EX 527) | 1000.0",False,False,False,690.862,10791.3
"Selisistat (EX 527) | 10000.0",False,False,False,97.9209,3418.2
"Sirtinol | 10.0",False,False,False,-798.508,1203.85
"Sirtinol | 100.0",False,False,False,369.607,3330.3
"Sirtinol | 1000.0",False,False,False,15.3905,2535.1
"Sirtinol | 10000.0",False,False,False,1616.9,5102.51
"Sodium Phenylbutyrate | 10.0",False,False,False,415.217,5703.77
"Sodium Phenylbutyrate | 100.0",False,False,False,-707.513,524.741
"Sodium Phenylbutyrate | 1000.0",False,False,False,687.503,6734.28
"Sodium Phenylbutyrate | 10000.0",False,False,False,194.024,3662.37
"Sorafenib Tosylate | 10.0",False,False,False,-748.256,830.067
"Sorafenib Tosylate | 100.0",False,False,False,207.179,4425.13
"Sorafenib Tosylate | 1000.0",False,False,False,902.778,4342.75
"Streptozotocin (STZ) | 10.0",False,False,False,-604.775,1638.67
"Streptozotocin (STZ) | 100.0",False,False,False,640.367,6967.87
"Streptozotocin (STZ) | 1000.0",False,False,False,-283.936,1718.01
"Streptozotocin (STZ) | 10000.0",False,False,False,-62.0966,2179.26
"TAK-901 | 10.0",False,False,False,-540.231,1674.15
"TAK-901 | 100.0",True,False,False,5993.63,12914.2
"TG101209 | 10.0",True,False,False,178.367,4553.53
"TG101209 | 100.0",False,False,False,-378.312,1434.42
"TGX-221 | 10.0",False,False,False,-384.771,2694.76
"TGX-221 | 100.0",False,False,False,160.174,3670.17
"TGX-221 | 1000.0",False,False,False,-134.897,3119.13
"TGX-221 | 10000.0",False,False,False,-147.565,3060.02
"TMP195 | 10.0",False,False,False,6144.64,21531.1
"TMP195 | 100.0",False,False,False,-465.607,2295.54
"TMP195 | 1000.0",False,False,False,1733.05,15003.2
"TMP195 | 10000.0",False,False,False,503.189,2881.83
"Tacedinaline (CI994) | 10.0",False,False,False,-105.429,2616.3
"Tacedinaline (CI994) | 100.0",False,False,False,762.61,6031.27
"Tacedinaline (CI994) | 1000.0",False,False,False,918.639,7657.76
"Tanespimycin (17-AAG) | 10.0",False,False,False,31.8788,3629.47
"Tazemetostat (EPZ-6438) | 10.0",False,False,False,1005.83,4963.12
"Tazemetostat (EPZ-6438) | 100.0",False,False,False,-26.7313,3050.86
"Tazemetostat (EPZ-6438) | 1000.0",False,False,False,92.5989,5532.8
"Tazemetostat (EPZ-6438) | 10000.0",False,False,False,-739.609,1019.65
"Temsirolimus (CCI-779, NSC 683864) | 10.0",True,False,False,209.406,4421.19
"Temsirolimus (CCI-779, NSC 683864) | 100.0",False,False,False,554.234,6249.1
"Temsirolimus (CCI-779, NSC 683864) | 1000.0",False,False,False,35.8724,3181.2
"Thalidomide | 10.0",False,False,False,-117.885,3880.18
"Thalidomide | 100.0",True,False,False,671.378,4706.64
"Thalidomide | 1000.0",False,False,False,-32.1354,1597.45
"Thalidomide | 10000.0",False,False,False,486.714,4926.45
"Thiotepa | 10.0",False,False,False,-418.533,2956.9
"Thiotepa | 100.0",False,False,False,-291.392,2547.5
"Thiotepa | 1000.0",True,False,False,632.059,4854.47
"Thiotepa | 10000.0",False,False,False,1540.99,10424.4
"Tie2 kinase inhibitor | 10.0",False,False,False,2198.79,7985.92
"Tie2 kinase inhibitor | 100.0",False,False,False,3278.42,15519.1
"Tie2 kinase inhibitor | 1000.0",False,False,False,-399.444,1503.64
"Tie2 kinase inhibitor | 10000.0",False,False,False,-134.353,2411.81
"Tofacitinib (CP-690550) Citrate | 10.0",False,False,False,-148.752,4708.52
"Tofacitinib (CP-690550) Citrate | 100.0",False,False,False,-960.249,815.493
"Tofacitinib (CP-690550) Citrate | 1000.0",False,False,False,-426.307,2743.86
"Tofacitinib (CP-690550) Citrate | 10000.0",False,False,False,-441.635,1191.39
"Toremifene Citrate | 10.0",False,False,False,645.568,6551.46
"Toremifene Citrate | 100.0",True,False,False,1009.65,8330.86
"Toremifene Citrate | 1000.0",True,False,False,2629.46,9134.66
"Tozasertib (VX-680, MK-0457) | 10.0",False,False,False,-353.801,2405.87
"Tranylcypromine (2-PCPA) HCl | 10.0",False,False,False,735.151,3655.9
"Tranylcypromine (2-PCPA) HCl | 100.0",False,False,False,286.612,2938.11
"Tranylcypromine (2-PCPA) HCl | 1000.0",False,False,False,-304.559,2622.29
"Tranylcypromine (2-PCPA) HCl | 10000.0",False,False,False,98.6658,4116.78
"Triamcinolone Acetonide | 10.0",False,False,False,1875,6623.22
"Triamcinolone Acetonide | 100.0",False,False,False,1404.8,15177.6
"Triamcinolone Acetonide | 1000.0",False,False,False,-0.550734,2699.03
"Triamcinolone Acetonide | 10000.0",False,False,False,-558.862,1138.13
"Trichostatin A (TSA) | 10.0",False,False,False,-59.2159,3978.23
"Trichostatin A (TSA) | 100.0",False,False,False,651.989,8045.47
"Trichostatin A (TSA) | 1000.0",False,False,False,-600.475,2143.11
"Tubastatin A HCl | 10.0",False,False,False,-351.545,1710.93
"Tubastatin A HCl | 100.0",False,False,False,6290.06,24783.5
"Tubastatin A HCl | 1000.0",False,False,False,-655.348,1252.12
"Tubastatin A HCl | 10000.0",False,False,False,-833.231,1289.99
"Tucidinostat (Chidamide) | 10.0",False,False,False,-637.577,1467.93
"Tucidinostat (Chidamide) | 100.0",False,False,False,23.294,4926.14
"Tucidinostat (Chidamide) | 1000.0",True,False,False,574.879,3941.03
"UNC0379 | 10.0",False,False,False,-143.915,1990.72
"UNC0379 | 100.0",False,False,False,31.7498,4064.86
"UNC0379 | 1000.0",False,False,False,-441.328,2540.59
"UNC0631 | 10.0",False,False,False,522.595,4962.28
"UNC0631 | 100.0",False,False,False,15.1163,2562.17
"UNC0631 | 1000.0",False,False,False,1567.37,8230.28
"UNC0631 | 10000.0",False,False,False,1314.04,5405.5
"UNC1999 | 10.0",False,False,False,-317.291,2206.13
"UNC1999 | 100.0",False,False,False,106.655,3665.41
"UNC1999 | 1000.0",False,False,False,-497.87,2247.99
"UNC1999 | 10000.0",False,False,False,-491.116,2171.76
"Valproic acid sodium salt (Sodium valproate) | 10.0",False,False,False,-364.351,2946.01
"Valproic acid sodium salt (Sodium valproate) | 100.0",False,False,False,1617.94,6672.58
"Valproic acid sodium salt (Sodium valproate) | 1000.0",False,False,False,1308.52,5408.95
"Valproic acid sodium salt (Sodium valproate) | 10000.0",False,False,False,-584.177,1459.5
"Vandetanib (ZD6474) | 10.0",False,False,False,932.937,5347.16
"Vandetanib (ZD6474) | 100.0",False,False,False,336.002,3245.59
"Vandetanib (ZD6474) | 1000.0",False,False,False,12.0979,2201.82
"Veliparib (ABT-888) | 10.0",False,False,False,-776.662,1282.34
"Veliparib (ABT-888) | 100.0",False,False,False,-30.0658,2720.8
"Veliparib (ABT-888) | 1000.0",False,False,False,-717.864,1638.61
"Veliparib (ABT-888) | 10000.0",True,False,False,43.3978,2993.38
"WHI-P154 | 10.0",False,False,False,235.649,2889.81
"WHI-P154 | 100.0",False,False,False,1325.03,5164.06
"WHI-P154 | 1000.0",False,False,False,1449.24,12353.6
"WHI-P154 | 10000.0",False,False,False,-639.376,1600.12
"WP1066 | 10.0",False,False,False,-807.622,956.404
"WP1066 | 100.0",False,False,False,22.1654,5017.72
"WP1066 | 1000.0",False,False,False,-451.233,2371.63
"WP1066 | 10000.0",False,False,False,854.676,3496.3
"XAV-939 | 10.0",False,False,False,-193.502,2650.74
"XAV-939 | 100.0",False,False,False,712.591,4330.09
"XAV-939 | 1000.0",False,False,False,-383.744,1892.2
"XAV-939 | 10000.0",False,False,False,19.8733,3330.42
"YM155 (Sepantronium Bromide) | 10.0",False,False,False,249.622,5539.58
"ZM 447439 | 10.0",False,False,False,-97.2468,2833.47
"ZM 447439 | 100.0",True,False,False,252.032,3075.18
"ZM 447439 | 1000.0",False,False,False,-92.5784,2133.33
"ZM 447439 | 10000.0",False,False,False,4992.32,8516.46
"Zileuton | 10.0",False,False,False,-368.833,2432.07
"Zileuton | 100.0",False,False,False,530.897,3384.76
"Zileuton | 1000.0",False,False,False,226.224,2784.01
"Zileuton | 10000.0",False,False,False,835.239,8406.68
