perturbation,detectable,identifiable,jointly_evaluable,separation,spread
"Mocetinostat (MGCD0103) | 10000.0",False,False,False,12444.5,123271
"Momelotinib (CYT387) | 10.0",False,False,False,-4764.38,25055.9
"Momelotinib (CYT387) | 100.0",False,False,False,28453.3,161225
"Momelotinib (CYT387) | 1000.0",False,False,False,12203.6,111441
"Momelotinib (CYT387) | 10000.0",False,False,False,-5676.72,38484.8
"Motesanib Diphosphate (AMG-706) | 10.0",False,False,False,1085.19,41201
"Motesanib Diphosphate (AMG-706) | 100.0",False,False,False,-2590.06,43088.7
"Motesanib Diphosphate (AMG-706) | 1000.0",False,False,False,-5790.31,23397.6
"Motesanib Diphosphate (AMG-706) | 10000.0",False,False,False,12938,90377.1
"NVP-BSK805 2HCl | 10.0",False,False,False,-9357.27,28756.5
"NVP-BSK805 2HCl | 100.0",False,False,False,-4086.02,44045.8
"NVP-BSK805 2HCl | 1000.0",False,False,False,-279.08,79236.7
"NVP-BSK805 2HCl | 10000.0",False,False,False,25772.3,144015
"Navitoclax (ABT-263) | 10.0",False,False,False,810.602,75486.1
"Navitoclax (ABT-263) | 100.0",False,False,False,-2842.45,37559.6
"Navitoclax (ABT-263) | 1000.0",False,False,False,7954.06,69657.9
"Navitoclax (ABT-263) | 10000.0",True,False,False,7184.48,69922.1
"Nilotinib (AMN-107) | 10.0",False,False,False,839.081,68874.7
"Nilotinib (AMN-107) | 100.0",False,False,False,19336.2,59363.1
"Nilotinib (AMN-107) | 1000.0",False,False,False,-8476.88,17368.4
"Nilotinib (AMN-107) | 10000.0",False,False,False,-12108,22498.3
"Nintedanib (BIBF 1120) | 10.0",False,False,False,-11239.7,17424.3
"Nintedanib (BIBF 1120) | 100.0",False,False,False,-3725.06,43874.1
"Nintedanib (BIBF 1120) | 1000.0",False,False,False,38298.3,177168
"Nintedanib (BIBF 1120) | 10000.0",False,False,False,-2632.69,35523.1
"Obatoclax Mesylate (GX15-070) | 10.0",False,False,False,10295.2,75402.8
"Obatoclax Mesylate (GX15-070) | 100.0",False,False,False,55090.8,117672
"Obatoclax Mesylate (GX15-070) | 1000.0",False,False,False,7859.78,50557.8
"Obatoclax Mesylate (GX15-070) | 10000.0",True,False,False,9265.24,65877.9
"Ofloxacin | 10.0",False,False,False,2942.22,78643.4
"Ofloxacin | 100.0",False,False,False,18888,168453
"Ofloxacin | 1000.0",False,False,False,-5410.89,16878.7
"Ofloxacin | 10000.0",False,False,False,3700.63,76483.8
"PCI-34051 | 10.0",False,False,False,10971.2,81511.6
"PCI-34051 | 100.0",False,False,False,-7533.45,33130.4
"PCI-34051 | 1000.0",False,False,False,-8862.32,21359.3
"PCI-34051 | 10000.0",False,False,False,1645.7,34205
"PD173074 | 10.0",False,False,False,7720.84,63193.1
"PD173074 | 100.0",True,False,False,-3597.19,28477.9
"PD173074 | 1000.0",True,False,False,-4629.81,46009.5
"PD173074 | 10000.0",False,False,False,109.127,46103.4
"PD98059 | 10.0",False,False,False,557.334,80069.5
"PD98059 | 100.0",False,False,False,4236.66,73055.3
"PD98059 | 1000.0",False,False,False,13763.6,72649.9
"PD98059 | 10000.0",False,False,False,4455.69,91441.5
"PF-3845 | 10.0",False,False,False,4450.29,59292.6
"PF-3845 | 100.0",False,False,False,-11328.2,24453.9
"PF-3845 | 1000.0",False,False,False,457.837,33525.4
"PF-3845 | 10000.0",False,False,False,-1584.97,43548.2
"PF-573228 | 10.0",False,False,False,1826.6,43978.4
"PF-573228 | 100.0",False,False,False,2785,48285.8
"PF-573228 | 1000.0",False,False,False,-1707.32,56994
"PF-573228 | 10000.0",False,False,False,8265.94,66379
"PFI-1 (PF-6405761) | 10.0",False,False,False,7266.1,62491.5
"PFI-1 (PF-6405761) | 100.0",False,False,False,-6610.91,25507.8
"PFI-1 (PF-6405761) | 1000.0",False,False,False,24535.8,82356.6
"PFI-1 (PF-6405761) | 10000.0",False,False,False,-4801.12,42835.6
"PHA-680632 | 10.0",False,False,False,-4555.78,43923.3
"PHA-680632 | 100.0",False,False,False,12520.8,60905.5
"PHA-680632 | 1000.0",False,False,False,-9824.15,24111.3
"PHA-680632 | 10000.0",False,False,False,118347,265886
"PJ34 | 10.0",False,False,False,2148.25,70308.6
"PJ34 | 100.0",False,False,False,-3502.94,46053.2
"PJ34 | 1000.0",False,False,False,-12711.1,14020
"PJ34 | 10000.0",False,False,False,-2684.01,43233.3
"Panobinostat (LBH589) | 10.0",True,False,False,-7298.24,28494.9
"Panobinostat (LBH589) | 100.0",False,False,False,-4688.8,26545.4
"Panobinostat (LBH589) | 1000.0",True,False,False,-4615.22,18841.8
"Panobinostat (LBH589) | 10000.0",False,False,False,-8516.03,21876.5
"Patupilone (EPO906, Epothilone B) | 10.0",False,False,False,10143.5,64510.3
"Patupilone (EPO906, Epothilone B) | 100.0",False,False,False,4325.1,59947.8
"Patupilone (EPO906, Epothilone B) | 1000.0",False,False,False,7363.59,43869.7
"Patupilone (EPO906, Epothilone B) | 10000.0",False,False,False,72762.5,163706
"Pelitinib (EKB-569) | 10.0",False,False,False,58035.8,206597
"Pelitinib (EKB-569) | 100.0",False,False,False,-2560.79,33029.1
"Pelitinib (EKB-569) | 1000.0",False,False,False,-5707.59,39293.3
"Pelitinib (EKB-569) | 10000.0",False,False,False,-5137.95,32351.2
"Pirarubicin | 10.0",False,False,False,2895.65,55216.2
"Pirarubicin | 100.0",False,False,False,-1998.8,40145.3
"Pirarubicin | 1000.0",False,False,False,-3056.31,55580.8
"Pirarubicin | 10000.0",False,False,False,57145.1,156460
"Pracinostat (SB939) | 10.0",False,False,False,5766.22,69856.7
"Pracinostat (SB939) | 100.0",False,False,False,-6914.22,25992.7
"Pracinostat (SB939) | 1000.0",False,False,False,3674.84,77854.3
"Pracinostat (SB939) | 10000.0",False,False,False,-9364.06,22400
"Prednisone  | 10.0",False,False,False,40917.1,128017
"Prednisone  | 100.0",False,False,False,-203.732,46680.4
"Prednisone  | 1000.0",False,False,False,6083.88,42416.9
"Prednisone  | 10000.0",False,False,False,-8823.24,26925.5
"Quercetin | 10.0",False,False,False,12656.1,128183
"Quercetin | 100.0",False,False,False,-1156,37534.9
"Quercetin | 1000.0",False,False,False,677.681,87056.3
"Quercetin | 10000.0",False,False,False,-7013.79,38576.4
"Quisinostat (JNJ-26481585) 2HCl | 10.0",False,False,False,14755.4,108764
"Quisinostat (JNJ-26481585) 2HCl | 100.0",False,False,False,-380.618,43280.4
"Quisinostat (JNJ-26481585) 2HCl | 1000.0",False,False,False,-7228.68,34199.9
"Quisinostat (JNJ-26481585) 2HCl | 10000.0",True,False,False,-8179.09,20791.7
"RG108 | 10.0",False,False,False,3350.68,58087.5
"RG108 | 100.0",False,False,False,-10859.7,18334.3
"RG108 | 1000.0",False,False,False,4989.03,58975.6
"RG108 | 10000.0",False,False,False,-2257.29,34687.6
"Raltitrexed | 10.0",True,False,False,106696,234250
"Raltitrexed | 100.0",False,False,False,19603.6,64155.2
"Raltitrexed | 1000.0",True,False,False,92837.5,323151
"Raltitrexed | 10000.0",False,False,False,50165.5,100787
"Ramelteon | 10.0",False,False,False,16236.1,56025.6
"Ramelteon | 100.0",False,False,False,3054.68,65940.9
"Ramelteon | 1000.0",False,False,False,1238.73,47403.3
"Ramelteon | 10000.0",False,False,False,-67.0608,88784
"Regorafenib (BAY 73-4506) | 10.0",False,False,False,2687.42,35712.2
"Regorafenib (BAY 73-4506) | 100.0",False,False,False,15270.3,128078
"Regorafenib (BAY 73-4506) | 1000.0",False,False,False,-7410.06,26289.4
"Regorafenib (BAY 73-4506) | 10000.0",True,False,False,5526.78,53334.7
"Resminostat | 10.0",False,False,False,3048,48809.3
"Resminostat | 100.0",False,False,False,3161.19,97823.7
"Resminostat | 1000.0",False,False,False,-2617.47,49626.8
"Resminostat | 10000.0",False,False,False,-1321.39,70896.7
"Resveratrol | 10.0",False,False,False,15485,83791.3
"Resveratrol | 100.0",False,False,False,1482,44551.6
"Resveratrol | 1000.0",False,False,False,-5470.26,36388.9
"Resveratrol | 10000.0",False,False,False,-6357.38,37966.5
"Rigosertib (ON-01910) | 10.0",False,False,False,-1506.8,41739.1
"Rigosertib (ON-01910) | 100.0",False,False,False,4138.38,70849.5
"Rigosertib (ON-01910) | 1000.0",False,False,False,27838.6,91137.1
"Roscovitine (Seliciclib,CYC202) | 10.0",False,False,False,6708.29,49234.8
"Roscovitine (Seliciclib,CYC202) | 100.0",False,False,False,-11087.8,25468.3
"Roscovitine (Seliciclib,CYC202) | 1000.0",False,False,False,11646.3,57050.8
"Roscovitine (Seliciclib,CYC202) | 10000.0",False,False,False,-6322.36,26974.7
"Roxadustat (FG-4592) | 10.0",False,False,False,2719.62,49209.1
"Roxadustat (FG-4592) | 100.0",False,False,False,-749.789,69314
"Roxadustat (FG-4592) | 1000.0",False,False,False,-4547.12,28476.8
"Roxadustat (FG-4592) | 10000.0",False,False,False,994.306,46206.5
"Rucaparib (AG-014699,PF-01367338) phosphate | 10.0",False,False,False,11444.6,78562.8
"Rucaparib (AG-014699,PF-01367338) phosphate | 100.0",False,False,False,895.042,44357.7
"Rucaparib (AG-014699,PF-01367338) phosphate | 1000.0",False,False,False,-5017.2,44454.4
"Rucaparib (AG-014699,PF-01367338) phosphate | 10000.0",False,False,False,-3412.6,49599.2
"Ruxolitinib (INCB018424) | 10.0",False,False,False,16768,55804.7
"Ruxolitinib (INCB018424) | 100.0",False,False,False,7707.22,25816.2
"Ruxolitinib (INCB018424) | 1000.0",False,False,False,11868.4,82244
"Ruxolitinib (INCB018424) | 10000.0",False,False,False,22442.5,149917
"S-Ruxolitinib (INCB018424) | 10.0",False,False,False,14136.1,155780
"S-Ruxolitinib (INCB018424) | 100.0",False,False,False,-1946.18,40667
"S-Ruxolitinib (INCB018424) | 1000.0",False,False,False,-1784.41,32355.9
"S-Ruxolitinib (INCB018424) | 10000.0",False,False,False,-8472.34,33320
"S3I-201 | 10.0",False,False,False,26056.1,166321
"S3I-201 | 100.0",False,False,False,-813.039,49151.6
"S3I-201 | 1000.0",False,False,False,1323.71,47418.4
"S3I-201 | 10000.0",False,False,False,3585.44,72653.7
"SB431542 | 10.0",False,False,False,10085.5,45106.7
"SB431542 | 100.0",False,False,False,-11297.5,19880.6
"SB431542 | 1000.0",False,False,False,-3413.05,21669.4
"SB431542 | 10000.0",False,False,False,-8057.95,17329
"SGI-1776 free base | 10.0",True,False,False,14453.3,154909
"SGI-1776 free base | 100.0",False,False,False,-3013,50641.6
"SGI-1776 free base | 1000.0",False,False,False,28544.1,169542
"SGI-1776 free base | 10000.0",False,False,False,-3222.57,39637.1
"SL-327 | 10.0",False,False,False,-6998.08,34652.6
"SL-327 | 100.0",False,False,False,-8855.35,33976.6
"SL-327 | 1000.0",False,False,False,-8412.4,22343.4
"SL-327 | 10000.0",False,False,False,14153.6,113001
"SNS-314 | 10.0",False,False,False,35096.3,143598
"SNS-314 | 100.0",True,False,False,51093.4,78090.7
"SNS-314 | 1000.0",False,False,False,27507.8,94695.7
"SNS-314 | 10000.0",False,False,False,21064.1,100012
"SRT1720 HCl | 10.0",False,False,False,3791.74,67174.3
"SRT1720 HCl | 100.0",False,False,False,4060.22,73869
"SRT1720 HCl | 1000.0",False,False,False,-14130,17015.9
"SRT1720 HCl | 10000.0",False,False,False,25731.8,126673
"SRT2104 (GSK2245840) | 10.0",False,False,False,554.82,58350.2
"SRT2104 (GSK2245840) | 100.0",False,False,False,13453.1,94873.8
"SRT2104 (GSK2245840) | 1000.0",False,False,False,-3602.18,33041.8
"SRT2104 (GSK2245840) | 10000.0",False,False,False,-3747.87,44596.2
"SRT3025 HCl | 10.0",False,False,False,-159.829,38721.8
"SRT3025 HCl | 100.0",True,False,False,-10646.1,19183.4
"SRT3025 HCl | 1000.0",False,False,False,-5829.98,38569.5
"SRT3025 HCl | 10000.0",False,False,False,378.131,24738.9
"Selisistat (EX 527) | 10.0",False,False,False,21222.7,147355
"Selisistat (EX 527) | 100.0",False,False,False,7075.34,52803.2
"Selisistat (EX 527) | 1000.0",False,False,False,9273.66,71091.8
"Selisistat (EX 527) | 10000.0",False,False,False,-609.701,60178.4
"Sirtinol | 10.0",False,False,False,-7636.02,27140.6
"Sirtinol | 100.0",False,False,False,-11345.1,20734.2
"Sirtinol | 1000.0",False,False,False,3918.04,78210.7
"Sirtinol | 10000.0",False,False,False,-5824.7,45254.4
"Sodium Phenylbutyrate | 10.0",False,False,False,-2125.8,44662.7
"Sodium Phenylbutyrate | 100.0",False,False,False,-1537.71,55705.7
"Sodium Phenylbutyrate | 1000.0",False,False,False,-2654.31,25965.4
"Sodium Phenylbutyrate | 10000.0",False,False,False,-5701.62,31173.5
"Sorafenib Tosylate | 10.0",False,False,False,13531.3,120500
"Sorafenib Tosylate | 100.0",False,False,False,7901.52,66182.9
"Sorafenib Tosylate | 1000.0",False,False,False,6800.32,75977.6
"Sorafenib Tosylate | 10000.0",True,False,False,-3438.89,35372.8
"Streptozotocin (STZ) | 10.0",False,False,False,6436.14,49140.7
"Streptozotocin (STZ) | 100.0",False,False,False,-5440.6,50432.1
"Streptozotocin (STZ) | 1000.0",False,False,False,3424.1,44154.3
"Streptozotocin (STZ) | 10000.0",False,False,False,-4383.89,29285.4
"TAK-901 | 10.0",False,False,False,40187.2,152802
"TAK-901 | 100.0",False,False,False,-5865.72,44255.5
"TAK-901 | 1000.0",False,False,False,1278.04,48945.6
"TG101209 | 10.0",True,False,False,6560.08,62856.7
"TG101209 | 100.0",False,False,False,5319.75,74965.2
"TG101209 | 1000.0",False,False,False,66317.5,193278
"TG101209 | 10000.0",False,False,False,1897.5,77819.2
"TGX-221 | 10.0",False,False,False,12747.9,100569
"TGX-221 | 100.0",False,False,False,-3995.27,26180.3
"TGX-221 | 1000.0",False,False,False,-11899.5,12086.9
"TGX-221 | 10000.0",False,False,False,8434.18,79992.3
"TMP195 | 10.0",False,False,False,3427.94,47061.7
"TMP195 | 100.0",False,False,False,5171.74,89335.2
"TMP195 | 1000.0",False,False,False,-5842.2,30290.1
"TMP195 | 10000.0",False,False,False,12305.6,82771.1
"Tacedinaline (CI994) | 10.0",False,False,False,1175.2,58213.2
"Tacedinaline (CI994) | 100.0",False,False,False,10669,66532
"Tacedinaline (CI994) | 1000.0",False,False,False,2227.27,90607
"Tacedinaline (CI994) | 10000.0",False,False,False,-3870.4,53251.9
"Tanespimycin (17-AAG) | 10.0",False,False,False,9475.28,53649.5
"Tanespimycin (17-AAG) | 100.0",False,False,False,84316.4,233627
"Tanespimycin (17-AAG) | 10000.0",True,False,False,74276.2,117536
"Tazemetostat (EPZ-6438) | 10.0",False,False,False,19346.2,160282
"Tazemetostat (EPZ-6438) | 100.0",False,False,False,-7396.16,10288.1
"Tazemetostat (EPZ-6438) | 1000.0",False,False,False,7619.27,76127.4
"Tazemetostat (EPZ-6438) | 10000.0",False,False,False,-672.16,35695.8
"Temsirolimus (CCI-779, NSC 683864) | 10.0",False,False,False,20590.2,55484.1
"Temsirolimus (CCI-779, NSC 683864) | 100.0",False,False,False,19018.6,195062
"Temsirolimus (CCI-779, NSC 683864) | 1000.0",False,False,False,-7998.86,33576.3
"Temsirolimus (CCI-779, NSC 683864) | 10000.0",False,False,False,-104.055,55570.5
"Thalidomide | 10.0",False,False,False,-2831.66,30757.1
"Thalidomide | 100.0",False,False,False,-8017.64,34355.5
"Thalidomide | 1000.0",False,False,False,5037.23,70720.5
"Thalidomide | 10000.0",False,False,False,16750.9,109358
"Thiotepa | 10.0",False,False,False,-8731.42,32952.8
"Thiotepa | 100.0",False,False,False,529.665,42509.8
"Thiotepa | 1000.0",False,False,False,22927.6,143182
"Thiotepa | 10000.0",False,False,False,21174.5,114773
"Tie2 kinase inhibitor | 10.0",False,False,False,-7923.4,29647
"Tie2 kinase inhibitor | 100.0",False,False,False,-3807.7,35229.4
"Tie2 kinase inhibitor | 1000.0",False,False,False,14721.5,71711.9
"Tie2 kinase inhibitor | 10000.0",False,False,False,2010.89,51980
"Tofacitinib (CP-690550) Citrate | 10.0",False,False,False,-8030.9,23323.3
"Tofacitinib (CP-690550) Citrate | 100.0",False,False,False,-655.702,53147.6
"Tofacitinib (CP-690550) Citrate | 1000.0",False,False,False,-4426.74,45224.2
"Tofacitinib (CP-690550) Citrate | 10000.0",False,False,False,-7883.05,27401.8
"Toremifene Citrate | 10.0",False,False,False,-10289.7,16016.9
"Toremifene Citrate | 100.0",False,False,False,4028.66,81158.5
"Toremifene Citrate | 1000.0",False,False,False,-9397.08,22497.6
"Toremifene Citrate | 10000.0",True,False,False,-6703.7,24194.5
"Tozasertib (VX-680, MK-0457) | 10.0",False,False,False,-3784.74,39600.5
"Tozasertib (VX-680, MK-0457) | 100.0",False,False,False,5711.47,66756.7
"Tozasertib (VX-680, MK-0457) | 1000.0",False,False,False,8071.12,50367.6
"Tozasertib (VX-680, MK-0457) | 10000.0",False,False,False,16960.2,75408.4
"Trametinib (GSK1120212) | 10.0",False,False,False,1668.01,63374.8
"Trametinib (GSK1120212) | 100.0",False,False,False,-12188.2,16620.3
"Trametinib (GSK1120212) | 1000.0",False,False,False,2203.2,52961.5
"Trametinib (GSK1120212) | 10000.0",False,False,False,17481.3,65781.3
"Tranylcypromine (2-PCPA) HCl | 10.0",False,False,False,-6596.83,28886.6
"Tranylcypromine (2-PCPA) HCl | 100.0",False,False,False,9090.4,119936
"Tranylcypromine (2-PCPA) HCl | 1000.0",False,False,False,-8897.26,19877.4
"Tranylcypromine (2-PCPA) HCl | 10000.0",False,False,False,-953.946,44836.1
"Triamcinolone Acetonide | 10.0",False,False,False,4287.06,40299.9
"Triamcinolone Acetonide | 100.0",False,False,False,15148.5,59245
"Triamcinolone Acetonide | 1000.0",False,False,False,1556.84,32340.9
"Triamcinolone Acetonide | 10000.0",False,False,False,-1833.78,44387.1
"Trichostatin A (TSA) | 10.0",False,False,False,18561.6,80504
"Trichostatin A (TSA) | 100.0",False,False,False,15627.3,93320.5
"Trichostatin A (TSA) | 1000.0",False,False,False,6022.94,110470
"Trichostatin A (TSA) | 10000.0",False,False,False,16558.9,84433.6
"Tubastatin A HCl | 10.0",False,False,False,-5678.89,27428.8
"Tubastatin A HCl | 100.0",False,False,False,13626.7,105030
"Tubastatin A HCl | 1000.0",False,False,False,-3285.61,37876.4
"Tubastatin A HCl | 10000.0",False,False,False,582.006,45814
"Tucidinostat (Chidamide) | 10.0",False,False,False,-10040.6,17512.6
"Tucidinostat (Chidamide) | 100.0",False,False,False,5603.87,46751.3
"Tucidinostat (Chidamide) | 1000.0",False,False,False,-10200.9,21923
"Tucidinostat (Chidamide) | 10000.0",False,False,False,-5452.6,32891.3
"UNC0379 | 10.0",False,False,False,-8020.79,48745.4
"UNC0379 | 100.0",False,False,False,11496.2,68942.2
"UNC0379 | 1000.0",False,False,False,31876.8,212840
"UNC0379 | 10000.0",False,False,False,11273.3,51593.3
"UNC0631 | 10.0",False,False,False,-10498,30862.1
"UNC0631 | 100.0",False,False,False,15320.9,150240
"UNC0631 | 1000.0",False,False,False,2381.38,89150.2
"UNC0631 | 10000.0",False,False,False,18485.9,69692.1
"UNC1999 | 10.0",False,False,False,-5377.25,30904.5
"UNC1999 | 100.0",False,False,False,3113.91,30301.5
"UNC1999 | 1000.0",False,False,False,-3537.57,33643.1
"UNC1999 | 10000.0",False,False,False,-8408.3,25154.5
"Valproic acid sodium salt (Sodium valproate) | 10.0",False,False,False,-4816.13,33793.4
"Valproic acid sodium salt (Sodium valproate) | 100.0",False,False,False,-11565.1,16630.5
"Valproic acid sodium salt (Sodium valproate) | 1000.0",False,False,False,762.558,70519
"Valproic acid sodium salt (Sodium valproate) | 10000.0",False,False,False,21437.2,66856.6
"Vandetanib (ZD6474) | 10.0",False,False,False,6015.47,117283
"Vandetanib (ZD6474) | 100.0",False,False,False,14472.2,71631.6
"Vandetanib (ZD6474) | 1000.0",False,False,False,-8500.66,20074.2
"Vandetanib (ZD6474) | 10000.0",True,False,False,22752.8,118244
"Veliparib (ABT-888) | 10.0",False,False,False,-3183.71,32154.6
"Veliparib (ABT-888) | 100.0",False,False,False,-6670.41,27330.8
"Veliparib (ABT-888) | 1000.0",False,False,False,-1910.48,33679.1
"Veliparib (ABT-888) | 10000.0",False,False,False,1249.44,67226.9
"WHI-P154 | 10.0",False,False,False,-4443.11,36297.4
"WHI-P154 | 100.0",False,False,False,13066.4,88525.8
"WHI-P154 | 1000.0",False,False,False,10260.7,81614.3
"WHI-P154 | 10000.0",False,False,False,-6161.14,23178.6
"WP1066 | 10.0",False,False,False,821.581,47754.8
"WP1066 | 100.0",False,False,False,-8202.51,39845.6
"WP1066 | 1000.0",False,False,False,-6571.58,29736.9
"WP1066 | 10000.0",False,False,False,15071.5,80094.8
"XAV-939 | 10.0",False,False,False,7568,112199
"XAV-939 | 100.0",False,False,False,17795.5,61943.6
"XAV-939 | 1000.0",False,False,False,9939.29,98191.4
"XAV-939 | 10000.0",False,False,False,6462.79,59474.4
"ZM 447439 | 10.0",False,False,False,-3868.49,39377.4
"ZM 447439 | 100.0",False,False,False,-3662.17,62451.3
"ZM 447439 | 1000.0",False,False,False,3558.86,56788.1
"ZM 447439 | 10000.0",False,False,False,7925.77,118944
"Zileuton | 10.0",False,False,False,-7797.81,23310.8
"Zileuton | 100.0",False,False,False,-9291.32,18619.2
"Zileuton | 1000.0",False,False,False,28757,136313
"Zileuton | 10000.0",False,False,False,3627.19,81291.7
