perturbation,detectable,identifiable,jointly_evaluable,separation,spread
"4-1BBL",False,False,False,-330.092,2821.92
"ADSF",False,False,False,-112.651,2291.98
"APRIL",False,False,False,951.875,6278.73
"BAFF",False,False,False,2079.64,3865.65
"C3a",False,False,False,903.539,3594.05
"C5a",False,False,False,2165.11,6397.69
"CD27L",False,False,False,-248.206,3555.08
"CD30L",True,False,False,604.056,5774.9
"CD40L",False,False,False,1397.29,4995.7
"CT-1",False,False,False,4105.53,10924.5
"Decorin",False,False,False,-52.1696,1788.03
"EGF",False,False,False,722.165,4189.25
"EPO",False,False,False,-113.946,2975.26
"FGF-beta",False,False,False,2566.37,11358.7
"FLT3L",False,False,False,498.509,4977.47
"FasL",False,False,False,-232.796,2712.45
"G-CSF",False,False,False,1146.4,3829.94
"GDNF",False,False,False,521.737,6818.03
"GITRL",False,False,False,1723.23,3114.01
"GM-CSF",False,False,False,4376.45,11686.4
"HGF",False,False,False,331.293,3655.44
"IFN-alpha1",False,False,False,1141.6,3750.09
"IFN-beta",False,False,False,1899.28,5063.41
"IFN-epsilon",False,False,False,2035.65,9320.06
"IFN-gamma",False,False,False,1259.73,5886.6
"IFN-lambda1",True,False,False,745.85,6298.67
"IFN-lambda2",False,False,False,1799.63,9473.05
"IFN-lambda3",True,False,False,2584,7912.37
"IFN-omega",False,False,False,4906.84,9894.36
"IGF-1",True,False,False,-47.0707,2635.33
"IL-1-alpha",False,False,False,3798.57,12942.9
"IL-1-beta",True,False,False,2241.42,6083.22
"IL-10",True,False,False,2195.9,2784.09
"IL-11",False,False,False,389.623,2611.17
"IL-12",True,False,False,1199.95,7820.71
"IL-13",False,False,False,3981.49,9768.31
"IL-15",False,False,False,3950.55,12791.4
"IL-16",True,False,False,1424.13,5893.59
"IL-17A",False,False,False,1962.34,5273.07
"IL-17B",False,False,False,686.178,2556.26
"IL-17C",True,False,False,1379.41,7355.62
"IL-17D",False,False,False,522.264,8995.23
"IL-17E",True,False,False,207.472,3676.38
"IL-17F",False,False,False,2161.99,6891.68
"IL-18",False,False,False,-604.417,2915.23
"IL-19",True,False,False,2279.02,6333.27
"IL-1Ra",True,False,False,334.878,5521.06
"IL-2",False,False,False,2025.15,5577.42
"IL-20",True,False,False,-511.537,3850.77
"IL-21",False,False,False,3011.41,11520.9
"IL-22",False,False,False,249.178,3456.99
"IL-23",False,False,False,2413.76,9245.39
"IL-24",True,False,False,405.403,4289.21
"IL-26",False,False,False,1183.48,6564.79
"IL-27",False,False,False,1119.27,3949.58
"IL-3",False,False,False,3265.39,8480.18
"IL-31",False,False,False,804.662,6750.21
"IL-32-beta",False,False,False,3492.55,7192.96
"IL-33",False,False,False,1240.08,5620.23
"IL-34",True,False,False,2282.94,9677.89
"IL-35",True,False,False,-350.698,3365.53
"IL-36-alpha",True,False,False,2394.95,5394.62
"IL-36Ra",False,False,False,852.014,8329.21
"IL-4",False,False,False,383.334,2186.86
"IL-5",False,False,False,1532.25,3328.73
"IL-6",True,False,False,1602.72,8204.23
"IL-7",True,False,False,7742.57,14777.2
"IL-8",False,False,False,-452.788,2244.81
"IL-9",True,False,False,793.457,6807.23
"LIF",True,False,False,2252.12,5325.66
"LIGHT",False,False,False,502.091,4146.82
"LT-alpha1-beta2",False,False,False,-656.91,1963.62
"LT-alpha2-beta1",False,False,False,-404.32,1953.52
"Leptin",True,False,False,-451.462,2825
"M-CSF",False,False,False,2063.57,7044.84
"Noggin",False,False,False,303.822,3117.77
"OSM",False,False,False,-435.149,3122.09
"OX40L",False,False,False,816.271,4878.84
"PRL",False,False,False,1992.15,7584.06
"PSPN",False,False,False,68.64,4571.34
"RANKL",False,False,False,499.928,4652.28
"SCF",False,False,False,-101.624,3090.01
"TGF-beta1",False,False,False,2364.17,3515.45
"TL1A",False,False,False,1709.42,8860.73
"TNF-alpha",True,False,False,902.734,6800.49
"TPO",False,False,False,1069.48,10587.8
"TRAIL",False,False,False,2415.5,3135.29
"TSLP",False,False,False,5194.8,12771.7
"TWEAK",False,False,False,-620.725,3120.09
"VEGF",False,False,False,-41.8691,2884
