perturbation,detectable,identifiable,jointly_evaluable,separation,spread
"FAM131B",False,False,False,-45.3901,1149.67
"FAM161A",True,False,False,-204.573,523.692
"FAM162A",True,False,False,765.965,2359.08
"FAM171A1",True,False,False,-6.81419,850.556
"FAM200B",True,False,False,-82.1768,659.201
"FAM20B",False,False,False,334.297,1543.6
"FAM210B",True,False,False,153.737,1394.01
"FAM217B",False,False,False,-104.365,1075.38
"FAM72A",True,False,False,121.789,1102.55
"FAM72D",False,False,False,-135.623,748.374
"FAM76B",False,False,False,3.58149,976.446
"FAM8A1",False,False,False,-122.537,471.326
"FAN1",False,False,False,-179.958,631.896
"FASTK",True,False,False,138.896,1468.54
"FBLIM1",False,False,False,22.5302,1154.55
"FBLN1",False,False,False,58.3691,1137.04
"FBLN2",False,False,False,0.685278,1275.2
"FBXL16",False,False,False,-130.417,554.438
"FBXL6",False,False,False,-90.8198,543.908
"FBXO2",True,False,False,-34.5292,516.414
"FBXO34",False,False,False,-133.04,582.807
"FBXO38",True,False,False,692.962,1431.09
"FBXO45",False,False,False,113.28,1617.5
"FBXO6",True,False,False,-218.738,450.072
"FBXO7",False,False,False,-52.1503,948.976
"FBXW11",False,False,False,-41.675,861.984
"FBXW4",True,False,False,-255.081,280.69
"FBXW5",False,False,False,-97.2599,523.76
"FBXW8",True,False,False,-26.0346,1177.37
"FDX2",False,False,False,116.709,1048.36
"FEM1C",False,False,False,-74.6948,888.781
"FERMT1",True,False,False,-149.839,590.833
"FEZF1",False,False,False,220.765,1097.96
"FEZF2",False,False,False,-4.58059,835.542
"FGD5",False,False,False,488.701,2061.3
"FHOD1",False,False,False,77.5871,777.89
"FLOT1",False,False,False,44.7309,1112.2
"FLOT2",False,False,False,-133.094,423.313
"FLT4",False,False,False,-175.635,361.565
"FMR1",False,False,False,178.122,1907.52
"FNDC10",False,False,False,81.6361,1637.39
"FNDC4",False,False,False,-197.845,661.51
"FOS",False,False,False,321.873,1469.62
"FOXD3",False,False,False,204.303,1277.9
"FOXD4L3",False,False,False,-10.5492,527.447
"FOXD4L5",True,False,False,199.383,1138.92
"FOXD4L6",True,False,False,-68.6436,1061.81
"FOXE1",False,False,False,-190.545,337.118
"FOXN2",True,False,False,-37.6224,906.047
"FOXN3",False,False,False,-102.975,633.219
"FOXO3B",False,False,False,-86.2199,731.33
"FOXR1",False,False,False,9.50037,1618.78
"FSBP",False,False,False,64.1404,1248.28
"FSCN1",False,False,False,87.0552,992.478
"FST",False,False,False,-13.6638,530.559
"FTO",False,False,False,-169.109,1097.26
"FTSJ1",False,False,False,33.5825,736.529
"FURIN",False,False,False,98.1608,1331.08
"FUS",False,False,False,130.019,1524.52
"FXR1",False,False,False,41.6793,1094.24
"FXYD5",False,False,False,-20.0008,615.151
"FZD3",True,False,False,-265.218,282.001
"FZD6",False,False,False,-107.949,1004.31
"FZD7",True,False,False,38.8757,834.081
"G6PD",False,False,False,-86.1643,1000.17
"GABRB3",False,False,False,397.474,1381.66
"GABRE",True,False,False,-155.034,516.341
"GABRG1",False,False,False,-122.172,521.357
"GALM",False,False,False,-154.303,537.199
"GALR2",True,False,False,-108.295,690.733
"GATA6",False,False,False,-89.0355,723.914
"GATAD2A",False,False,False,-83.7671,962.168
"GCM2",False,False,False,-112.777,668.811
"GCSAM",True,False,False,-258.486,278.193
"GEMIN4",False,False,False,298.423,1451.72
"GFPT2",False,False,False,-112.084,810.239
"GGA3",False,False,False,92.4606,1245.54
"GGH",False,False,False,87.9257,1041.84
"GGNBP2",False,False,False,-189.554,568.935
"GID8",False,False,False,63.7585,881.738
"GIPC1",False,False,False,2.08961,907.878
"GIT1",False,False,False,451.08,1724.93
"GLA",True,False,False,88.1744,940.271
"GLB1L",True,False,False,-34.9778,695.215
"GLDC",True,False,False,363.259,1377.61
"GLRX5",True,False,False,431.465,2897.52
"GLS2",True,False,False,139.649,1570.98
"GM2A",False,False,False,-39.8932,742.429
"GMPS",True,False,False,-141.714,824.533
"GNG11",False,False,False,-185.715,787.758
"GNG13",True,False,False,161.491,1246.4
"GNG4",True,False,False,-73.2559,904.616
"GORAB",True,False,False,93.3999,1368.09
"GORASP2",True,False,False,-1.5289,1322.06
"GPAM",False,False,False,234.974,1758.03
"GPC3",False,False,False,-117.32,649.722
"GPHA2",False,False,False,-134.101,458
"GPM6B",True,False,False,-117.483,809.138
"GPR143",False,False,False,-147.001,464.196
"GPR19",True,False,False,-40.9663,716.541
"GPR37",False,False,False,12.9177,1089.82
"GPX7",False,False,False,-24.5146,840.541
"GRHL3",False,False,False,-81.5466,569.944
"GRK6",False,False,False,100.919,1544.12
"GSTK1",False,False,False,61.7993,1094.23
"GSX2",False,False,False,115.572,774.057
"GTF2IRD2B",True,False,False,-120.719,314.857
"GTPBP3",False,False,False,3.2513,929.903
"GUSB",False,False,False,-73.508,528.504
"H1-0",True,False,False,19.7002,549.684
"H1-5",False,False,False,51.054,990.992
"H2AC18",False,False,False,-32.7247,748.728
"H2AC20",False,False,False,15.363,1112.57
"H2AC8",False,False,False,-6.86956,1073.1
"H2AZ2",False,False,False,-120.047,330.529
"H2BC12L",True,False,False,-50.1068,762.273
"H2BC6",False,False,False,-18.7994,719.379
"H2BW1",True,False,False,-63.5822,924.324
"H3-3A",False,False,False,-8.80058,649.14
"H3-7",True,False,False,-54.1882,786.022
"H3C10",True,False,False,-208.64,380.552
"H3C12",False,False,False,-123.138,587.852
"H3C2",True,False,False,5.33108,796.304
"H3C7",False,False,False,389.658,1690.33
"H3C8",True,False,False,-47.7601,572.304
"H4C1",False,False,False,-150.189,597.241
"H4C14",False,False,False,3.66893,1071.96
"H4C6",False,False,False,-87.8626,697.45
"HADHB",False,False,False,-205.315,386.718
"HAGH",False,False,False,-76.9219,604.632
"HAGHL",True,False,False,18.6667,582.926
"HARBI1",False,False,False,-59.9666,813.127
"HCCS",True,False,False,528.153,957.964
"HCFC2",False,False,False,29.8968,1154.94
"HDHD5",False,False,False,122.573,1453.26
"HERC2",True,False,False,-36.1596,1082.47
"HEYL",True,False,False,-232.99,622.688
"HFE",True,False,False,-68.9175,1008.35
"HGH1",False,False,False,106.07,667.283
"HIF3A",True,False,False,114.278,1531.49
"HIGD2A",False,False,False,-49.748,818.688
"HK1",False,False,False,-92.17,551.854
"HLA-C",False,False,False,110.162,1387.7
"HLCS",True,False,False,15.6015,836.983
"HLF",False,False,False,300.801,1084.55
"HM13",False,False,False,-163.638,403.982
"HMCN2",False,False,False,-100.682,777.286
"HMG20B",False,False,False,-70.0335,859.21
"HMGB1",True,False,False,-28.055,678.718
"HMGB1P1",False,False,False,134.508,1252.53
"HMGB4",True,False,False,28.5413,1184.03
"HMGN1",False,False,False,-112.855,596.368
"HMGN3",True,False,False,-62.0113,605.504
"HMOX2",False,False,False,-116.832,599.485
"HMX2",False,False,False,-4.53953,1010.38
"HNF1B",False,False,False,236.681,1234.66
"HNF4A",False,False,False,171.271,1959.47
"HNRNPA2B1",True,False,False,180.032,1187.79
"HNRNPA3",False,False,False,258.417,1305.54
"HNRNPDL",True,False,False,176.838,1988.57
"HNRNPLL",True,False,False,-112.176,624.704
"HOMEZ",False,False,False,-34.8238,744.409
"HOXA2",False,False,False,-83.0486,602.169
"HOXA7",False,False,False,-53.3965,793.608
"HOXB8",False,False,False,49.8042,716.535
"HOXC11",False,False,False,180.46,994.746
"HOXC12",False,False,False,-241.798,540.356
"HOXD12",True,False,False,19.7047,964.488
