perturbation,detectable,identifiable,jointly_evaluable,separation,spread
"4-1BBL",False,False,False,56.1684,1239.35
"ADSF",True,False,False,464.469,2581.05
"APRIL",True,False,False,1544.37,2886.93
"BAFF",False,False,False,274.045,1450.29
"C3a",True,False,False,-81.9362,657.716
"C5a",False,False,False,639.393,2412.03
"CD27L",False,False,False,360.511,2432.2
"CD30L",False,False,False,305.731,1620.87
"CD40L",False,False,False,196.137,2013.68
"CT-1",False,False,False,167.086,1317.2
"Decorin",False,False,False,-103.256,1254.62
"EGF",False,False,False,-64.6746,791.999
"EPO",True,False,False,750.651,2724.26
"FGF-beta",False,False,False,242.375,1431.59
"FLT3L",False,False,False,-20.3132,952.712
"FasL",False,False,False,116.281,1420.52
"G-CSF",True,False,False,175.107,1401.78
"GDNF",False,False,False,-86.2115,1451.98
"GITRL",False,False,False,355.622,1592.85
"GM-CSF",False,False,False,743.835,2489.35
"HGF",True,False,False,439.736,2048.53
"IFN-alpha1",False,False,False,536.908,1806.74
"IFN-beta",True,False,False,1485.24,4517.76
"IFN-epsilon",False,False,False,78.8984,1109.11
"IFN-gamma",False,False,False,348.226,984.268
"IFN-lambda1",True,False,False,808.057,3216.42
"IFN-lambda2",False,False,False,-174.212,1719.11
"IFN-lambda3",True,False,False,995.521,2325.22
"IFN-omega",True,False,False,1298.91,2898.26
"IGF-1",True,False,False,408.466,1681.43
"IL-1-alpha",False,False,False,590.221,2158.22
"IL-1-beta",True,False,False,761.455,2220.44
"IL-10",True,False,False,1099.88,4133.65
"IL-11",False,False,False,416.686,2352.86
"IL-12",True,False,False,591.779,2062.16
"IL-13",True,False,False,2704.8,6343.75
"IL-15",True,False,False,900.425,2540.21
"IL-16",True,False,False,708.431,2532.77
"IL-17A",False,False,False,81.3275,1208.52
"IL-17B",False,False,False,361.506,2132.76
"IL-17C",True,False,False,282.111,1700.42
"IL-17D",False,False,False,-43.3016,1149.81
"IL-17E",False,False,False,334.647,2202.74
"IL-17F",False,False,False,67.3309,1570.74
"IL-18",False,False,False,343.157,1821.37
"IL-19",False,False,False,199.999,1481.72
"IL-1Ra",True,False,False,639.908,2826.68
"IL-2",False,False,False,82.832,1053.99
"IL-20",False,False,False,15.4131,1264.29
"IL-21",True,False,False,413.984,1565.19
"IL-22",True,False,False,100.68,1605.73
"IL-23",False,False,False,233.779,1696.95
"IL-24",True,False,False,274.707,997.428
"IL-26",True,False,False,103.124,1261.97
"IL-27",True,False,False,-159.503,982.637
"IL-3",False,False,False,-118.572,808.706
"IL-31",True,False,False,121.194,1623.98
"IL-32-beta",True,False,False,1202.66,1560.55
"IL-33",False,False,False,111.523,1102.11
"IL-34",True,False,False,238.935,1377.92
"IL-35",True,False,False,18.9278,1215.37
"IL-36-alpha",True,False,False,892.89,1621.14
"IL-36Ra",False,False,False,508.212,1900.12
"IL-4",False,False,False,450.311,1806.8
"IL-5",False,False,False,277.261,2251.63
"IL-6",True,False,False,-87.3984,1314.94
"IL-7",True,False,False,816.114,2236.47
"IL-8",False,False,False,-140.689,879.724
"IL-9",True,False,False,-34.7712,1402.35
"LIF",False,False,False,113.993,1272.44
"LIGHT",True,False,False,360.635,1992.97
"LT-alpha1-beta2",True,False,False,226.579,1222.33
"LT-alpha2-beta1",True,False,False,478.725,2306.84
"Leptin",False,False,False,165.202,1397.22
"M-CSF",False,False,False,246.786,1726.42
"Noggin",False,False,False,22.6309,1046.96
"OSM",True,False,False,228.458,2531.71
"OX40L",False,False,False,482.234,1349.72
"PRL",False,False,False,42.9203,1023.65
"PSPN",False,False,False,318.915,1738.09
"RANKL",False,False,False,438.701,3072.26
"SCF",True,False,False,858.741,4193.77
"TGF-beta1",False,False,False,-27.8963,687.584
"TL1A",False,False,False,51.5645,1368.6
"TNF-alpha",False,False,False,267.53,1878.36
"TPO",False,False,False,452.233,2758.88
"TRAIL",False,False,False,188.594,967.396
"TSLP",False,False,False,10.5194,1153.76
"TWEAK",False,False,False,15.9269,1535.11
"VEGF",False,False,False,472.735,2652.43
