perturbation,native_rankable,native_n_work,native_n_cells,matched50_rankable,matched50_n_work,matched50_n_cells,dataset,native_unrankable,matched50_unrankable
CHORDC1,False,100,259,False,50,259,Replogle,1,1
CHTOP,False,50,149,False,50,149,Replogle,1,1
CIAO1,False,100,255,False,50,255,Replogle,1,1
CIAPIN1,True,50,151,True,50,151,Replogle,0,0
CKAP5,False,100,315,False,50,315,Replogle,1,1
CLASRP,False,50,127,False,50,127,Replogle,1,1
CLSPN,True,50,134,True,50,134,Replogle,0,0
CLTC,True,50,157,True,50,157,Replogle,0,0
CMPK1,False,50,173,False,50,173,Replogle,1,1
CMTR1,True,50,145,True,50,145,Replogle,0,0
CNN2,False,50,197,False,50,197,Replogle,1,1
CNOT1,True,100,269,True,50,269,Replogle,0,0
CNOT3,True,100,332,True,50,332,Replogle,0,0
COA5,False,50,175,False,50,175,Replogle,1,1
COASY,False,100,247,False,50,247,Replogle,1,1
COG2,False,100,343,False,50,343,Replogle,1,1
COG4,False,50,129,False,50,129,Replogle,1,1
COG6,False,50,183,False,50,183,Replogle,1,1
COPA,True,100,243,False,50,243,Replogle,0,1
COPB2,True,50,129,True,50,129,Replogle,0,0
COPE,False,50,143,False,50,143,Replogle,1,1
COPG1,False,100,261,False,50,261,Replogle,1,1
COPS4,True,100,262,True,50,262,Replogle,0,0
COPS6,True,100,235,True,50,235,Replogle,0,0
COPS8,True,100,224,False,50,224,Replogle,0,1
COPZ1,True,100,207,True,50,207,Replogle,0,0
COQ4,False,50,162,False,50,162,Replogle,1,1
COQ5,False,50,113,False,50,113,Replogle,1,1
COX11,False,50,109,False,50,109,Replogle,1,1
COX15,True,50,103,True,50,103,Replogle,0,0
COX17,False,50,143,False,50,143,Replogle,1,1
COX5B,False,50,118,False,50,118,Replogle,1,1
COX6C,False,50,117,False,50,117,Replogle,1,1
COX7B,False,50,120,False,50,120,Replogle,1,1
COX7C,False,50,165,False,50,165,Replogle,1,1
CPAMD8,False,100,233,False,50,233,Replogle,1,1
CPNE7,False,50,101,False,50,101,Replogle,1,1
CPOX,False,50,101,False,50,101,Replogle,1,1
CPSF3,True,200,627,True,50,627,Replogle,0,0
CRCP,False,50,160,False,50,160,Replogle,1,1
CRKL,False,50,120,False,50,120,Replogle,1,1
CRLS1,False,50,111,False,50,111,Replogle,1,1
CRNKL1,True,100,261,False,50,261,Replogle,0,1
CS,False,100,222,False,50,222,Replogle,1,1
CSE1L,True,200,432,True,50,432,Replogle,0,0
CSH2,False,50,179,False,50,179,Replogle,1,1
CSNK1A1,False,50,172,False,50,172,Replogle,1,1
CSNK2B,True,50,128,True,50,128,Replogle,0,0
CSTF1,True,50,141,True,50,141,Replogle,0,0
CTBP2,False,50,110,False,50,110,Replogle,1,1
CTDP1,True,50,117,True,50,117,Replogle,0,0
CTR9,True,100,212,True,50,212,Replogle,0,0
CTU2,False,50,114,False,50,114,Replogle,1,1
CUL1,False,100,223,False,50,223,Replogle,1,1
CUL3,False,50,120,False,50,120,Replogle,1,1
CWC15,True,50,184,True,50,184,Replogle,0,0
CWC25,False,50,149,False,50,149,Replogle,1,1
CWF19L2,True,50,194,True,50,194,Replogle,0,0
CXXC1,True,50,122,True,50,122,Replogle,0,0
CYCS,False,50,163,False,50,163,Replogle,1,1
CYFIP1,False,50,111,False,50,111,Replogle,1,1
CYP2A13,False,50,140,False,50,140,Replogle,1,1
CYP4F11,False,50,120,False,50,120,Replogle,1,1
CYS1,False,50,170,False,50,170,Replogle,1,1
DAP3,True,50,162,True,50,162,Replogle,0,0
DBF4,True,50,131,True,50,131,Replogle,0,0
DCAF6,False,50,137,False,50,137,Replogle,1,1
DCLRE1B,False,50,117,False,50,117,Replogle,1,1
DCTN1,False,50,197,False,50,197,Replogle,1,1
DCTN2,False,50,126,False,50,126,Replogle,1,1
DCTN3,False,100,201,False,50,201,Replogle,1,1
DCTN5,False,50,141,False,50,141,Replogle,1,1
DCUN1D5,True,50,183,True,50,183,Replogle,0,0
DDB1,False,50,177,False,50,177,Replogle,1,1
DDN,False,100,249,False,50,249,Replogle,1,1
DDX1,False,50,101,False,50,101,Replogle,1,1
DDX10,True,50,104,True,50,104,Replogle,0,0
DDX11,False,50,128,False,50,128,Replogle,1,1
DDX18,True,50,137,True,50,137,Replogle,0,0
DDX19A,False,50,103,False,50,103,Replogle,1,1
DDX19B,False,100,285,False,50,285,Replogle,1,1
DDX20,True,50,114,True,50,114,Replogle,0,0
DDX23,True,50,159,True,50,159,Replogle,0,0
DDX24,True,100,286,True,50,286,Replogle,0,0
DDX41,True,100,292,True,50,292,Replogle,0,0
DDX46,True,100,214,True,50,214,Replogle,0,0
DDX47,True,100,313,True,50,313,Replogle,0,0
DDX5,False,50,151,False,50,151,Replogle,1,1
DDX51,True,50,128,True,50,128,Replogle,0,0
DDX52,True,50,117,True,50,117,Replogle,0,0
DDX55,True,50,163,True,50,163,Replogle,0,0
DDX56,True,50,174,True,50,174,Replogle,0,0
DDX59,False,50,154,False,50,154,Replogle,1,1
DENR,True,100,251,False,50,251,Replogle,0,1
DERL2,True,50,124,True,50,124,Replogle,0,0
DHFR,False,50,125,False,50,125,Replogle,1,1
DHODH,True,100,223,False,50,223,Replogle,0,1
DHX15,True,100,359,True,50,359,Replogle,0,0
DHX16,True,100,328,True,50,328,Replogle,0,0
DHX33,True,50,140,True,50,140,Replogle,0,0
DHX36,True,100,269,True,50,269,Replogle,0,0
DHX37,True,100,217,True,50,217,Replogle,0,0
DHX8,True,50,115,True,50,115,Replogle,0,0
DICER1,False,50,158,False,50,158,Replogle,1,1
DLD,True,100,311,True,50,311,Replogle,0,0
DMRTA2,False,50,107,False,50,107,Replogle,1,1
DNAJA1,False,100,292,False,50,292,Replogle,1,1
DNAJA3,True,50,127,True,50,127,Replogle,0,0
DNAJC19,True,100,398,True,50,398,Replogle,0,0
DNAJC8,False,100,277,False,50,277,Replogle,1,1
DNLZ,False,50,140,False,50,140,Replogle,1,1
DNM1,False,50,146,False,50,146,Replogle,1,1
DNM1L,True,50,168,True,50,168,Replogle,0,0
DNMT1,False,50,170,False,50,170,Replogle,1,1
DNTTIP2,True,100,264,True,50,264,Replogle,0,0
DOHH,True,50,155,True,50,155,Replogle,0,0
DOLK,False,50,146,False,50,146,Replogle,1,1
DONSON,True,200,745,True,50,745,Replogle,0,0
DPAGT1,False,50,135,False,50,135,Replogle,1,1
DPH1,False,100,335,False,50,335,Replogle,1,1
DPH2,False,50,164,False,50,164,Replogle,1,1
DPH6,False,50,101,False,50,101,Replogle,1,1
DPM2,False,50,153,False,50,153,Replogle,1,1
DR1,False,50,126,False,50,126,Replogle,1,1
DRAP1,False,100,227,False,50,227,Replogle,1,1
DRG1,False,50,196,False,50,196,Replogle,1,1
DSN1,True,100,245,True,50,245,Replogle,0,0
DTL,True,50,136,True,50,136,Replogle,0,0
DTYMK,True,50,121,True,50,121,Replogle,0,0
DYNC1H1,True,100,291,False,50,291,Replogle,0,1
DYNC1I2,True,100,300,True,50,300,Replogle,0,0
DYNLRB1,True,100,282,False,50,282,Replogle,0,1
E2F6,False,50,150,False,50,150,Replogle,1,1
E4F1,True,50,134,True,50,134,Replogle,0,0
EARS2,False,50,192,False,50,192,Replogle,1,1
EDC4,False,50,166,False,50,166,Replogle,1,1
EEF1G,True,50,175,True,50,175,Replogle,0,0
EEF2,True,100,321,True,50,321,Replogle,0,0
EFTUD2,True,50,127,True,50,127,Replogle,0,0
EGLN2,False,100,362,False,50,362,Replogle,1,1
EIF1AX,True,50,134,True,50,134,Replogle,0,0
EIF2B1,True,50,178,True,50,178,Replogle,0,0
EIF2B2,True,100,319,True,50,319,Replogle,0,0
EIF2B3,True,50,104,True,50,104,Replogle,0,0
EIF2B4,True,100,324,True,50,324,Replogle,0,0
EIF2B5,True,200,461,True,50,461,Replogle,0,0
EIF2S1,True,100,243,True,50,243,Replogle,0,0
EIF2S2,True,50,120,True,50,120,Replogle,0,0
EIF3A,True,100,379,True,50,379,Replogle,0,0
EIF3D,True,50,186,True,50,186,Replogle,0,0
EIF3E,True,100,232,True,50,232,Replogle,0,0
EIF3H,True,100,369,True,50,369,Replogle,0,0
EIF3M,True,100,246,True,50,246,Replogle,0,0
EIF4E,True,100,357,True,50,357,Replogle,0,0
EIF4G1,True,100,372,True,50,372,Replogle,0,0
EIF4G2,True,100,342,True,50,342,Replogle,0,0
EIF5,True,50,175,True,50,175,Replogle,0,0
EIF5A,True,50,140,True,50,140,Replogle,0,0
EIF6,True,50,129,True,50,129,Replogle,0,0
ELOVL1,False,50,176,False,50,176,Replogle,1,1
ELP2,False,50,189,False,50,189,Replogle,1,1
ELP3,False,50,119,False,50,119,Replogle,1,1
ELP5,False,50,177,False,50,177,Replogle,1,1
EMC3,False,50,195,False,50,195,Replogle,1,1
EMC7,False,50,193,False,50,193,Replogle,1,1
ERAL1,False,50,116,False,50,116,Replogle,1,1
ERCC2,True,50,117,True,50,117,Replogle,0,0
ERCC3,True,50,163,True,50,163,Replogle,0,0
ERVW-1,False,50,175,False,50,175,Replogle,1,1
ESF1,True,50,149,True,50,149,Replogle,0,0
ESPL1,False,50,120,False,50,120,Replogle,1,1
ESPN,False,200,421,False,50,421,Replogle,1,1
EXOC1,False,50,182,False,50,182,Replogle,1,1
EXOC3,False,100,247,False,50,247,Replogle,1,1
EXOC4,False,50,108,False,50,108,Replogle,1,1
EXOC5,False,50,110,False,50,110,Replogle,1,1
EXOSC2,True,100,226,True,50,226,Replogle,0,0
EXOSC4,True,50,102,True,50,102,Replogle,0,0
EXOSC7,True,50,113,True,50,113,Replogle,0,0
EXOSC8,True,50,126,True,50,126,Replogle,0,0
FAF2,False,50,165,False,50,165,Replogle,1,1
FAM207A,False,50,103,False,50,103,Replogle,1,1
FAM229A,False,50,137,False,50,137,Replogle,1,1
FAM32A,True,100,396,True,50,396,Replogle,0,0
FAM72D,False,50,120,False,50,120,Replogle,1,1
FARSA,True,50,138,True,50,138,Replogle,0,0
FASTKD5,False,50,187,False,50,187,Replogle,1,1
FBL,True,50,132,True,50,132,Replogle,0,0
FBLIM1,False,50,133,False,50,133,Replogle,1,1
FBXO5,False,100,326,False,50,326,Replogle,1,1
FCF1,True,100,231,True,50,231,Replogle,0,0
FDXR,False,50,140,False,50,140,Replogle,1,1
FEN1,False,50,141,False,50,141,Replogle,1,1
FGFR1OP,False,50,119,False,50,119,Replogle,1,1
FNBP4,False,50,160,False,50,160,Replogle,1,1
FNTB,False,50,102,False,50,102,Replogle,1,1
FOLR3,True,100,304,False,50,304,Replogle,0,1
FOXL2,False,50,164,False,50,164,Replogle,1,1
FTSJ3,True,100,207,True,50,207,Replogle,0,0
FXN,False,50,174,False,50,174,Replogle,1,1
GAB2,True,200,674,True,50,674,Replogle,0,0
GABPA,False,50,110,False,50,110,Replogle,1,1
GAK,False,50,167,False,50,167,Replogle,1,1
GAPDH,False,50,183,False,50,183,Replogle,1,1
GAR1,False,50,146,False,50,146,Replogle,1,1
GARS,False,100,256,False,50,256,Replogle,1,1
GATA1,True,50,108,True,50,108,Replogle,0,0
GBF1,True,50,161,True,50,161,Replogle,0,0
GEMIN5,True,50,133,True,50,133,Replogle,0,0
GEMIN7,False,50,136,False,50,136,Replogle,1,1
GET3,False,50,121,False,50,121,Replogle,1,1
GFER,True,100,222,True,50,222,Replogle,0,0
GFM1,True,100,240,True,50,240,Replogle,0,0
GGPS1,False,50,167,False,50,167,Replogle,1,1
GINS1,True,50,186,True,50,186,Replogle,0,0
GINS2,True,50,148,True,50,148,Replogle,0,0
GINS3,True,50,100,True,50,100,Replogle,0,0
GIT2,False,50,107,False,50,107,Replogle,1,1
GLI4,False,50,156,False,50,156,Replogle,1,1
GLRX3,False,50,136,False,50,136,Replogle,1,1
GMPPB,False,50,164,False,50,164,Replogle,1,1
GMPS,True,50,123,True,50,123,Replogle,0,0
GNL2,True,100,351,True,50,351,Replogle,0,0
GNPNAT1,False,50,112,False,50,112,Replogle,1,1
GOLGA6L1,False,50,197,False,50,197,Replogle,1,1
GOLT1B,True,100,279,False,50,279,Replogle,0,1
GON4L,False,100,237,False,50,237,Replogle,1,1
GPKOW,True,50,107,True,50,107,Replogle,0,0
GPN3,True,100,276,True,50,276,Replogle,0,0
GPR61,False,50,112,False,50,112,Replogle,1,1
GPS1,True,200,431,True,50,431,Replogle,0,0
GRB2,False,50,169,False,50,169,Replogle,1,1
GRPEL1,True,50,123,True,50,123,Replogle,0,0
GRSF1,False,50,172,False,50,172,Replogle,1,1
GRWD1,False,50,189,False,50,189,Replogle,1,1
GSDMA,False,50,110,False,50,110,Replogle,1,1
GSPT1,True,50,108,True,50,108,Replogle,0,0
GTF2A1,True,50,113,True,50,113,Replogle,0,0
GTF2A2,True,50,173,True,50,173,Replogle,0,0
GTF2E1,True,50,181,True,50,181,Replogle,0,0
GTF2H1,True,200,434,True,50,434,Replogle,0,0
GTF2H2,False,50,156,False,50,156,Replogle,1,1
GTF2H2C,False,50,126,False,50,126,Replogle,1,1
GTF2H4,True,50,115,True,50,115,Replogle,0,0
GTF3C1,False,50,160,False,50,160,Replogle,1,1
GTF3C2,False,50,114,False,50,114,Replogle,1,1
GTF3C3,False,50,132,False,50,132,Replogle,1,1
GTF3C4,False,50,129,False,50,129,Replogle,1,1
GTF3C5,False,50,166,False,50,166,Replogle,1,1
GTF3C6,False,100,243,False,50,243,Replogle,1,1
GUCD1,True,100,279,True,50,279,Replogle,0,0
GUK1,False,50,118,False,50,118,Replogle,1,1
H2AFX,False,50,139,False,50,139,Replogle,1,1
H2AFZ,False,50,106,False,50,106,Replogle,1,1
H3F3A,False,100,237,False,50,237,Replogle,1,1
HAPLN2,False,50,121,False,50,121,Replogle,1,1
HARS,True,100,289,True,50,289,Replogle,0,0
HAUS3,False,50,164,False,50,164,Replogle,1,1
HAUS4,True,50,189,True,50,189,Replogle,0,0
HAUS5,True,50,160,True,50,160,Replogle,0,0
HAUS7,False,100,239,False,50,239,Replogle,1,1
HAUS8,False,50,122,False,50,122,Replogle,1,1
HBS1L,True,50,143,True,50,143,Replogle,0,0
HCRTR1,False,50,116,False,50,116,Replogle,1,1
HDAC7,True,50,171,True,50,171,Replogle,0,0
HEATR1,True,100,234,True,50,234,Replogle,0,0
HECTD1,False,50,130,False,50,130,Replogle,1,1
HINFP,True,50,160,True,50,160,Replogle,0,0
HIRA,False,100,341,False,50,341,Replogle,1,1
HIST1H2AE,False,50,123,False,50,123,Replogle,1,1
HIST1H2BB,False,50,135,False,50,135,Replogle,1,1
HIST1H2BL,False,100,204,False,50,204,Replogle,1,1
HIST1H2BM,False,50,156,False,50,156,Replogle,1,1
HIST1H2BN,False,50,107,False,50,107,Replogle,1,1
HIST2H2BF,False,50,127,False,50,127,Replogle,1,1
HIST2H3D,False,50,185,False,50,185,Replogle,1,1
HJURP,False,50,111,False,50,111,Replogle,1,1
HMGA1,False,50,114,False,50,114,Replogle,1,1
HMGB1,False,100,241,False,50,241,Replogle,1,1
HMGCR,False,50,166,False,50,166,Replogle,1,1
HMGCS1,True,100,230,True,50,230,Replogle,0,0
HMGN2,False,50,107,False,50,107,Replogle,1,1
HNRNPC,True,100,334,True,50,334,Replogle,0,0
HNRNPH1,True,50,160,True,50,160,Replogle,0,0
HNRNPM,False,100,258,False,50,258,Replogle,1,1
HNRNPR,False,50,149,False,50,149,Replogle,1,1
HS6ST1,False,50,172,False,50,172,Replogle,1,1
HSD17B12,True,50,142,True,50,142,Replogle,0,0
HSF1,True,50,131,True,50,131,Replogle,0,0
HSP90B1,False,50,114,False,50,114,Replogle,1,1
HSPA14,False,50,120,False,50,120,Replogle,1,1
HSPA5,True,200,438,True,50,438,Replogle,0,0
HSPA8,True,100,255,True,50,255,Replogle,0,0
HSPA9,True,200,420,True,50,420,Replogle,0,0
HSPD1,False,50,145,False,50,145,Replogle,1,1
HUS1,False,100,201,False,50,201,Replogle,1,1
HYPK,True,50,121,True,50,121,Replogle,0,0
IARS2,True,100,216,True,50,216,Replogle,0,0
ICE1,True,200,429,True,50,429,Replogle,0,0
IFITM2,False,50,150,False,50,150,Replogle,1,1
IGBP1,True,100,281,True,50,281,Replogle,0,0
IK,True,100,289,False,50,289,Replogle,0,1
ILF3,True,50,138,True,50,138,Replogle,0,0
IMP4,True,50,164,True,50,164,Replogle,0,0
INO80,True,50,151,True,50,151,Replogle,0,0
INO80B,False,50,116,False,50,116,Replogle,1,1
INTS1,True,100,211,False,50,211,Replogle,0,1
INTS2,True,100,354,True,50,354,Replogle,0,0
INTS3,True,50,106,True,50,106,Replogle,0,0
INTS6,False,50,146,False,50,146,Replogle,1,1
INTS8,True,100,323,True,50,323,Replogle,0,0
INTS9,True,100,229,True,50,229,Replogle,0,0
IPO9,False,50,187,False,50,187,Replogle,1,1
ISCA2,False,100,232,False,50,232,Replogle,1,1
JAZF1,False,100,209,False,50,209,Replogle,1,1
JMJD6,False,50,193,False,50,193,Replogle,1,1
KANSL2,True,50,158,True,50,158,Replogle,0,0
KANSL3,True,50,187,True,50,187,Replogle,0,0
KAT5,False,50,118,False,50,118,Replogle,1,1
KAT8,True,100,287,True,50,287,Replogle,0,0
KATNB1,False,50,178,False,50,178,Replogle,1,1
KCMF1,False,50,154,False,50,154,Replogle,1,1
KCNA10,False,50,147,False,50,147,Replogle,1,1
KDM2A,False,50,117,False,50,117,Replogle,1,1
KIAA1143,False,50,198,False,50,198,Replogle,1,1
KIF11,False,400,974,False,50,974,Replogle,1,1
KIF14,False,50,118,False,50,118,Replogle,1,1
KIF18B,False,50,122,False,50,122,Replogle,1,1
KIF4A,False,50,129,False,50,129,Replogle,1,1
KIN,True,50,160,True,50,160,Replogle,0,0
KLC2,False,50,127,False,50,127,Replogle,1,1
KLF7,False,50,173,False,50,173,Replogle,1,1
KLHL11,False,50,125,False,50,125,Replogle,1,1
KPNB1,True,100,366,True,50,366,Replogle,0,0
KRR1,True,200,449,True,50,449,Replogle,0,0
KRT10,False,50,182,False,50,182,Replogle,1,1
KRT8,False,100,347,False,50,347,Replogle,1,1
KRTAP4-2,False,50,132,False,50,132,Replogle,1,1
KRTAP4-7,False,50,168,False,50,168,Replogle,1,1
KXD1,False,50,101,False,50,101,Replogle,1,1
LAMTOR4,False,50,136,False,50,136,Replogle,1,1
LARS,True,50,100,True,50,100,Replogle,0,0
LARS2,False,50,149,False,50,149,Replogle,1,1
LCE1C,False,50,157,False,50,157,Replogle,1,1
LCE1E,False,50,123,False,50,123,Replogle,1,1
LENG8,False,50,121,False,50,121,Replogle,1,1
LETM1,True,50,124,True,50,124,Replogle,0,0
LIMS1,False,100,287,False,50,287,Replogle,1,1
LIN54,False,100,306,False,50,306,Replogle,1,1
LONP1,True,50,128,True,50,128,Replogle,0,0
LPA,False,50,119,False,50,119,Replogle,1,1
LRPPRC,True,50,110,True,50,110,Replogle,0,0
LRR1,False,50,122,False,50,122,Replogle,1,1
LRRC37A3,False,50,114,False,50,114,Replogle,1,1
LRRC37B,False,50,109,False,50,109,Replogle,1,1
LSG1,True,50,116,True,50,116,Replogle,0,0
LSM10,True,50,135,True,50,135,Replogle,0,0
LSM11,True,50,130,True,50,130,Replogle,0,0
LSM2,True,100,357,True,50,357,Replogle,0,0
LSM5,True,100,202,False,50,202,Replogle,0,1
LSM6,True,200,461,True,50,461,Replogle,0,0
LSM7,True,50,140,True,50,140,Replogle,0,0
LST1,False,50,149,False,50,149,Replogle,1,1
LTB4R2,False,50,188,False,50,188,Replogle,1,1
LTBP3,False,50,157,False,50,157,Replogle,1,1
LTV1,True,100,318,True,50,318,Replogle,0,0
MAD2L1,True,50,154,True,50,154,Replogle,0,0
MAD2L2,False,100,200,False,50,200,Replogle,1,1
MAGOH,True,100,242,True,50,242,Replogle,0,0
MAK16,True,100,213,True,50,213,Replogle,0,0
MANF,False,50,142,False,50,142,Replogle,1,1
MASTL,False,50,112,False,50,112,Replogle,1,1
MAX,True,50,180,True,50,180,Replogle,0,0
MBTPS2,True,100,214,False,50,214,Replogle,0,1
MCM10,True,100,219,True,50,219,Replogle,0,0
MCM2,True,50,123,True,50,123,Replogle,0,0
MCM3,True,50,124,True,50,124,Replogle,0,0
MCM3AP,True,50,105,True,50,105,Replogle,0,0
MCM6,True,50,102,True,50,102,Replogle,0,0
MCM7,False,50,160,False,50,160,Replogle,1,1
MCMBP,True,50,145,True,50,145,Replogle,0,0
MED1,True,100,254,True,50,254,Replogle,0,0
MED10,True,200,516,True,50,516,Replogle,0,0
MED11,True,100,237,True,50,237,Replogle,0,0
MED12,True,200,573,True,50,573,Replogle,0,0
MED14,True,50,117,True,50,117,Replogle,0,0
MED17,True,50,151,True,50,151,Replogle,0,0
MED19,True,200,544,True,50,544,Replogle,0,0
MED22,True,100,289,True,50,289,Replogle,0,0
MED26,True,50,105,True,50,105,Replogle,0,0
MED30,True,100,288,True,50,288,Replogle,0,0
MED6,True,100,246,True,50,246,Replogle,0,0
MED7,True,100,272,True,50,272,Replogle,0,0
MED8,True,50,112,True,50,112,Replogle,0,0
MED9,True,50,119,True,50,119,Replogle,0,0
MEPCE,False,50,127,False,50,127,Replogle,1,1
METAP1,False,50,102,False,50,102,Replogle,1,1
METAP2,True,50,161,True,50,161,Replogle,0,0
METTL1,False,100,208,False,50,208,Replogle,1,1
METTL14,False,50,121,False,50,121,Replogle,1,1
METTL17,False,50,122,False,50,122,Replogle,1,1
METTL23,False,50,114,False,50,114,Replogle,1,1
METTL3,False,50,138,False,50,138,Replogle,1,1
MEX3A,False,50,171,False,50,171,Replogle,1,1
MFAP1,True,50,197,True,50,197,Replogle,0,0
MFN2,False,50,135,False,50,135,Replogle,1,1
MIOS,False,50,163,False,50,163,Replogle,1,1
MIS18A,False,50,129,False,50,129,Replogle,1,1
MIS18BP1,False,50,107,False,50,107,Replogle,1,1
MKRN1,False,50,160,False,50,160,Replogle,1,1
MMGT1,False,50,183,False,50,183,Replogle,1,1
MMS19,False,50,129,False,50,129,Replogle,1,1
MOB4,True,50,118,True,50,118,Replogle,0,0
MOCS3,False,50,118,False,50,118,Replogle,1,1
MOG,False,50,124,False,50,124,Replogle,1,1
MOK,False,50,123,False,50,123,Replogle,1,1
MRPL1,False,50,165,False,50,165,Replogle,1,1
MRPL10,True,50,102,True,50,102,Replogle,0,0
MRPL14,True,100,211,False,50,211,Replogle,0,1
MRPL18,True,50,180,True,50,180,Replogle,0,0
MRPL19,True,50,192,True,50,192,Replogle,0,0
MRPL2,True,50,147,True,50,147,Replogle,0,0
MRPL20,False,50,120,False,50,120,Replogle,1,1
MRPL24,True,50,193,True,50,193,Replogle,0,0
MRPL27,True,50,102,True,50,102,Replogle,0,0
MRPL3,True,50,175,True,50,175,Replogle,0,0
MRPL33,True,50,150,True,50,150,Replogle,0,0
MRPL35,True,50,171,True,50,171,Replogle,0,0
MRPL36,True,50,189,True,50,189,Replogle,0,0
MRPL37,True,50,116,True,50,116,Replogle,0,0
MRPL38,False,50,155,False,50,155,Replogle,1,1
MRPL39,True,50,154,True,50,154,Replogle,0,0
MRPL4,False,50,125,False,50,125,Replogle,1,1
MRPL45,False,50,179,False,50,179,Replogle,1,1
MRPL50,True,50,171,True,50,171,Replogle,0,0
MRPL51,True,50,111,True,50,111,Replogle,0,0
MRPL53,False,50,153,False,50,153,Replogle,1,1
MRPL54,False,50,142,False,50,142,Replogle,1,1
MRPL55,True,50,170,True,50,170,Replogle,0,0
MRPL9,False,50,121,False,50,121,Replogle,1,1
MRPS10,True,50,121,True,50,121,Replogle,0,0
MRPS18A,True,50,121,True,50,121,Replogle,0,0
MRPS2,False,50,109,False,50,109,Replogle,1,1
MRPS21,False,50,146,False,50,146,Replogle,1,1
MRPS22,False,50,165,False,50,165,Replogle,1,1
MRPS23,False,50,119,False,50,119,Replogle,1,1
MRPS24,False,50,145,False,50,145,Replogle,1,1
MRPS26,False,50,120,False,50,120,Replogle,1,1
MRPS28,False,50,158,False,50,158,Replogle,1,1
MRPS31,False,50,107,False,50,107,Replogle,1,1
MRPS34,True,50,141,True,50,141,Replogle,0,0
MRPS35,True,100,201,True,50,201,Replogle,0,0
MRPS6,False,50,152,False,50,152,Replogle,1,1
MRPS7,False,50,123,False,50,123,Replogle,1,1
MSRB1,False,100,205,False,50,205,Replogle,1,1
MST1,False,50,134,False,50,134,Replogle,1,1
MSTO1,False,50,100,False,50,100,Replogle,1,1
MT2A,False,50,112,False,50,112,Replogle,1,1
MTBP,True,50,191,True,50,191,Replogle,0,0
MTG2,False,50,146,False,50,146,Replogle,1,1
MTOR,True,50,101,True,50,101,Replogle,0,0
MVD,True,50,104,True,50,104,Replogle,0,0
MVK,False,50,136,False,50,136,Replogle,1,1
MYBBP1A,True,50,109,True,50,109,Replogle,0,0
MYBL2,True,50,106,True,50,106,Replogle,0,0
MYCBP,False,100,208,False,50,208,Replogle,1,1
MYO1H,False,50,124,False,50,124,Replogle,1,1
MZF1,False,50,128,False,50,128,Replogle,1,1
MZT1,True,200,455,True,50,455,Replogle,0,0
N6AMT1,False,50,138,False,50,138,Replogle,1,1
NAA10,False,50,137,False,50,137,Replogle,1,1
NAA15,True,50,128,True,50,128,Replogle,0,0
NAA20,True,50,182,True,50,182,Replogle,0,0
NAA25,True,50,176,True,50,176,Replogle,0,0
NAA35,False,50,193,False,50,193,Replogle,1,1
NAA38,True,100,368,True,50,368,Replogle,0,0
NAA50,False,50,108,False,50,108,Replogle,1,1
NACA,True,100,354,True,50,354,Replogle,0,0
NAGLU,False,100,265,False,50,265,Replogle,1,1
NANOG,False,50,125,False,50,125,Replogle,1,1
NARS,True,50,172,True,50,172,Replogle,0,0
NASP,False,50,184,False,50,184,Replogle,1,1
NBAS,False,50,107,False,50,107,Replogle,1,1
NBPF12,False,50,150,False,50,150,Replogle,1,1
NBPF3,False,50,133,False,50,133,Replogle,1,1
NCAPH2,False,50,143,False,50,143,Replogle,1,1
NCBP2,True,400,992,True,50,992,Replogle,0,0
NCL,True,100,298,False,50,298,Replogle,0,1
NCOA4,False,50,134,False,50,134,Replogle,1,1
NDC80,True,100,214,True,50,214,Replogle,0,0
NDUFA2,True,50,187,True,50,187,Replogle,0,0
NDUFA6,False,50,169,False,50,169,Replogle,1,1
NDUFA8,False,50,109,False,50,109,Replogle,1,1
NDUFAB1,True,50,160,True,50,160,Replogle,0,0
NDUFB10,False,50,154,False,50,154,Replogle,1,1
NDUFB3,False,50,141,False,50,141,Replogle,1,1
NDUFB4,False,50,166,False,50,166,Replogle,1,1
NDUFB6,False,50,190,False,50,190,Replogle,1,1
NDUFB8,False,50,193,False,50,193,Replogle,1,1
NDUFS3,False,50,112,False,50,112,Replogle,1,1
NDUFS5,False,50,195,False,50,195,Replogle,1,1
NEDD1,True,50,142,True,50,142,Replogle,0,0
NEDD8,True,50,197,True,50,197,Replogle,0,0
NELFB,True,50,140,True,50,140,Replogle,0,0
NELFCD,True,100,201,True,50,201,Replogle,0,0
NFATC2IP,False,50,118,False,50,118,Replogle,1,1
NFRKB,True,100,228,True,50,228,Replogle,0,0
NIFK,True,100,240,True,50,240,Replogle,0,0
NIP7,True,100,279,True,50,279,Replogle,0,0
NISCH,False,50,144,False,50,144,Replogle,1,1
NKAP,True,50,123,True,50,123,Replogle,0,0
NLE1,True,200,413,True,50,413,Replogle,0,0
NOL11,True,100,271,True,50,271,Replogle,0,0
NOL6,True,50,114,True,50,114,Replogle,0,0
NOLC1,False,50,119,False,50,119,Replogle,1,1
NOMO3,False,50,191,False,50,191,Replogle,1,1
NOP10,True,50,147,True,50,147,Replogle,0,0
NOP16,True,50,149,True,50,149,Replogle,0,0
NPB,False,50,196,False,50,196,Replogle,1,1
NPEPPS,False,50,153,False,50,153,Replogle,1,1
NRDE2,True,200,504,True,50,504,Replogle,0,0
