dataset,fpr,tpr,threshold
Adamson,0.14285714285714285,0.8658536585365854,0.06558834532841036
Adamson,0.21428571428571427,0.8658536585365854,0.06171415605572308
Adamson,0.21428571428571427,0.9390243902439024,0.03493031492926593
Adamson,0.35714285714285715,0.9390243902439024,0.033164506192420666
Adamson,0.35714285714285715,0.9634146341463414,0.031547253184552086
Adamson,0.42857142857142855,0.9634146341463414,0.02967929621854421
Adamson,0.42857142857142855,0.9878048780487805,0.024237144859185933
Adamson,1.0,0.9878048780487805,0.011677632062902886
Adamson,1.0,1.0,0.005665219262291104
GATA1,0.0,0.0,1.9989507976142762
GATA1,0.004032258064516129,0.0,0.9989507976142762
GATA1,0.008064516129032258,0.0,0.998665846267648
GATA1,0.008064516129032258,0.16666666666666666,0.9983809684672743
GATA1,0.012096774193548387,0.16666666666666666,0.9982792939196772
GATA1,0.012096774193548387,0.3333333333333333,0.9981634544393344
GATA1,0.028225806451612902,0.3333333333333333,0.9964733145130535
GATA1,0.028225806451612902,0.6666666666666666,0.995319301324781
GATA1,0.04435483870967742,0.6666666666666666,0.9941959098076869
GATA1,0.04435483870967742,0.8333333333333334,0.9928996061562099
GATA1,0.16129032258064516,0.8333333333333334,0.9795199362848855
GATA1,0.16129032258064516,1.0,0.9775136037643535
GATA1,1.0,1.0,0.17438150991777432
JAK1,0.0,0.0,1.9953940252092277
JAK1,0.0,0.05555555555555555,0.9953940252092277
JAK1,0.0,1.0,0.8179586086955849
JAK1,1.0,1.0,0.49197014349120044
