source,gene,depth_m,n_var,eta2,rho2,rho2_nn_median,rho2_nn_median_lo,rho2_nn_median_hi,rho2_nn_geomean,frac_above_noise,nn_nonpositive,ceiling_pds,p_correct,p_winner,eff_rank,rho2_target,rank,hetero
dialled,TP53,50,20,19.022,0.57281,0.02014,0.0109,0.04622,,0.555,3,0.6932,0.12,0.648,1.0,0.6,1.0,1.0
dialled,TP53,50,20,19.022,1.93881,0.03775,0.02359,0.0904,,0.62,1,0.7361,0.266,0.28,1.0,2.0,1.0,1.0
dialled,TP53,50,20,19.022,5.85179,0.06015,0.03665,0.17749,,0.615,1,0.7539,0.154,0.19,1.0,6.0,1.0,1.0
dialled,TP53,50,20,19.022,-0.00622,-0.01228,-0.02027,0.00233,,0.425,14,0.5034,0.066,0.216,,0.0,1.0,2.0
dialled,TP53,50,20,19.022,0.03975,0.00157,-0.00993,0.01163,,0.5,8,0.5516,0.316,0.688,1.0,0.05,1.0,2.0
dialled,TP53,50,20,19.022,0.18388,0.00637,0.00278,0.0234,,0.555,5,0.5824,0.354,0.484,1.0,0.2,1.0,2.0
dialled,TP53,50,20,19.022,0.57196,0.01142,0.00251,0.05062,,0.6,5,0.62,0.522,0.958,1.0,0.6,1.0,2.0
dialled,TP53,50,20,19.022,1.93725,0.00742,0.00229,0.0936,,0.62,4,0.6634,0.528,0.826,1.0,2.0,1.0,2.0
dialled,TP53,50,20,19.022,5.8491,0.01637,0.00112,0.07952,,0.575,5,0.7011,0.61,0.838,1.0,6.0,1.0,2.0
dialled,TP53,50,45,18.917,-0.00415,-0.00786,-0.0128,-0.00035,,0.3956,30,0.4949,0.082,0.264,,0.0,-1.0,0.0
dialled,TP53,50,45,18.917,0.04317,0.03427,0.02596,0.04329,,0.6911,2,0.6634,1.0,1.0,38.62,0.05,-1.0,0.0
dialled,TP53,50,45,18.917,0.18847,0.18212,0.16793,0.18955,0.175803,0.9933,0,0.9313,1.0,1.0,38.62,0.2,-1.0,0.0
dialled,TP53,50,45,18.917,0.57797,0.5561,0.54257,0.56391,0.555484,1.0,0,0.9992,0.0,0.99,38.62,0.6,-1.0,0.0
dialled,TP53,50,45,18.917,1.94499,1.80324,1.77804,1.82712,1.80631,1.0,0,1.0,0.0,0.0,38.62,2.0,-1.0,0.0
dialled,TP53,50,45,18.917,5.85672,5.27988,5.25746,5.31114,5.278857,1.0,0,1.0,0.0,0.0,38.62,6.0,-1.0,0.0
dialled,TP53,50,45,18.917,-0.00415,-0.00786,-0.0128,-0.00035,,0.3956,30,0.4949,0.082,0.264,,0.0,-1.0,1.0
dialled,TP53,50,45,18.917,0.0434,0.00866,0.00179,0.01617,,0.5444,16,0.5931,0.856,0.87,6.89,0.05,-1.0,1.0
dialled,TP53,50,45,18.917,0.18893,0.03226,0.01785,0.05179,,0.6644,12,0.7065,0.998,0.998,6.89,0.2,-1.0,1.0
dialled,TP53,50,45,18.917,0.57876,0.08468,0.03676,0.12109,,0.7822,5,0.8148,1.0,1.0,6.89,0.6,-1.0,1.0
dialled,TP53,50,45,18.917,1.94643,0.23198,0.13869,0.33638,,0.8689,4,0.8986,0.984,0.996,6.89,2.0,-1.0,1.0
dialled,TP53,50,45,18.917,5.85921,0.68522,0.37338,1.05736,,0.9244,1,0.9367,0.984,0.998,6.89,6.0,-1.0,1.0
dialled,TP53,50,45,18.917,-0.00415,-0.00786,-0.0128,-0.00035,,0.3956,30,0.4949,0.082,0.264,,0.0,-1.0,2.0
dialled,TP53,50,45,18.917,0.04402,-0.00333,-0.00988,0.00591,,0.46,25,0.5426,0.262,0.592,2.69,0.05,-1.0,2.0
dialled,TP53,50,45,18.917,0.19017,0.00239,-0.00316,0.00865,,0.5,20,0.5764,0.39,0.522,2.69,0.2,-1.0,2.0
dialled,TP53,50,45,18.917,0.5809,0.00807,-0.00142,0.0187,,0.5489,16,0.6172,0.758,0.768,2.69,0.6,-1.0,2.0
dialled,TP53,50,45,18.917,1.95035,0.01637,0.00642,0.03604,,0.6178,15,0.6748,0.98,0.982,2.69,2.0,-1.0,2.0
dialled,TP53,50,45,18.917,5.86599,0.02509,0.01188,0.08291,,0.6756,11,0.737,0.99,0.99,2.69,6.0,-1.0,2.0
dialled,TP53,50,45,18.917,-0.00415,-0.00786,-0.0128,-0.00035,,0.3956,30,0.4949,0.082,0.264,,0.0,5.0,0.0
dialled,TP53,50,45,18.917,0.0419,0.02202,0.01426,0.03054,,0.6,8,0.6498,1.0,1.0,4.74,0.05,5.0,0.0
dialled,TP53,50,45,18.917,0.18594,0.075,0.06039,0.08196,,0.7889,1,0.8479,1.0,1.0,4.74,0.2,5.0,0.0
dialled,TP53,50,45,18.917,0.57358,0.14355,0.13633,0.15149,0.138974,0.8689,0,0.9486,0.984,0.984,4.74,0.6,5.0,0.0
dialled,TP53,50,45,18.917,1.93699,0.3832,0.36121,0.42696,0.387393,0.9822,0,0.9847,0.936,0.94,4.74,2.0,5.0,0.0
dialled,TP53,50,45,18.917,5.84285,1.13468,1.02637,1.21324,1.086186,1.0,0,0.9954,0.0,0.0,4.74,6.0,5.0,0.0
dialled,TP53,50,45,18.917,-0.00415,-0.00786,-0.0128,-0.00035,,0.3956,30,0.4949,0.082,0.264,,0.0,5.0,1.0
dialled,TP53,50,45,18.917,0.04143,0.00939,-0.00438,0.0166,,0.5467,18,0.5906,0.956,0.996,3.26,0.05,5.0,1.0
dialled,TP53,50,45,18.917,0.18499,0.03173,0.0178,0.04068,,0.6422,9,0.6845,1.0,1.0,3.26,0.2,5.0,1.0
dialled,TP53,50,45,18.917,0.57194,0.05064,0.02725,0.10566,,0.7422,6,0.7728,1.0,1.0,3.26,0.6,5.0,1.0
dialled,TP53,50,45,18.917,1.93399,0.15257,0.07985,0.21408,,0.8289,2,0.8502,0.996,0.998,3.26,2.0,5.0,1.0
dialled,TP53,50,45,18.917,5.83766,0.39321,0.19966,0.57833,,0.8933,2,0.8934,0.558,0.56,3.26,6.0,5.0,1.0
dialled,TP53,50,45,18.917,-0.00415,-0.00786,-0.0128,-0.00035,,0.3956,30,0.4949,0.082,0.264,,0.0,5.0,2.0
dialled,TP53,50,45,18.917,0.0421,0.00022,-0.00829,0.0036,,0.4622,22,0.5416,0.148,0.344,2.03,0.05,5.0,2.0
dialled,TP53,50,45,18.917,0.18633,-0.00073,-0.00791,0.00858,,0.5022,23,0.5739,0.782,0.96,2.03,0.2,5.0,2.0
dialled,TP53,50,45,18.917,0.57425,0.0077,0.00061,0.01517,,0.5756,16,0.612,0.806,0.842,2.03,0.6,5.0,2.0
dialled,TP53,50,45,18.917,1.93821,0.0186,0.00606,0.0338,,0.6244,14,0.6611,0.802,0.808,2.03,2.0,5.0,2.0
dialled,TP53,50,45,18.917,5.84496,0.02345,0.01271,0.07067,,0.6578,11,0.7096,0.984,0.988,2.03,6.0,5.0,2.0
dialled,TP53,50,45,18.917,-0.00415,-0.00786,-0.0128,-0.00035,,0.3956,30,0.4949,0.082,0.264,,0.0,3.0,0.0
dialled,TP53,50,45,18.917,0.04207,0.01584,0.00527,0.02204,,0.5667,13,0.6376,1.0,1.0,2.9,0.05,3.0,0.0
dialled,TP53,50,45,18.917,0.18629,0.04063,0.03414,0.05394,,0.6778,1,0.8112,1.0,1.0,2.9,0.2,3.0,0.0
dialled,TP53,50,45,18.917,0.57418,0.08925,0.07756,0.09892,0.083891,0.7822,0,0.9027,0.982,0.996,2.9,0.6,3.0,0.0
dialled,TP53,50,45,18.917,1.93808,0.20981,0.19191,0.25,0.212331,0.9022,0,0.9434,0.428,0.808,2.9,2.0,3.0,0.0
dialled,TP53,50,45,18.917,5.84473,0.55236,0.46905,0.63292,0.549665,0.9822,0,0.9664,0.022,0.172,2.9,6.0,3.0,0.0
dialled,TP53,50,45,18.917,-0.00415,-0.00786,-0.0128,-0.00035,,0.3956,30,0.4949,0.082,0.264,,0.0,3.0,1.0
dialled,TP53,50,45,18.917,0.04151,0.00586,-0.00715,0.01872,,0.5289,19,0.585,0.89,0.998,2.33,0.05,3.0,1.0
dialled,TP53,50,45,18.917,0.18515,0.02013,0.01362,0.04043,,0.6156,10,0.6717,0.984,1.0,2.33,0.2,3.0,1.0
dialled,TP53,50,45,18.917,0.57221,0.03058,0.01871,0.07597,,0.6911,8,0.7453,0.96,0.998,2.33,0.6,3.0,1.0
dialled,TP53,50,45,18.917,1.93448,0.07147,0.05365,0.1587,,0.78,4,0.8145,0.892,0.93,2.33,2.0,3.0,1.0
dialled,TP53,50,45,18.917,5.8385,0.17888,0.10994,0.32991,,0.8111,2,0.8618,0.77,0.94,2.33,6.0,3.0,1.0
dialled,TP53,50,45,18.917,-0.00415,-0.00786,-0.0128,-0.00035,,0.3956,30,0.4949,0.082,0.264,,0.0,3.0,2.0
dialled,TP53,50,45,18.917,0.0422,-0.00318,-0.00897,0.00565,,0.4578,24,0.5399,0.146,0.206,1.65,0.05,3.0,2.0
dialled,TP53,50,45,18.917,0.18654,0.00034,-0.00697,0.00849,,0.5022,22,0.5707,0.318,0.496,1.65,0.2,3.0,2.0
dialled,TP53,50,45,18.917,0.57462,0.00762,-0.00168,0.01686,,0.5711,19,0.6084,0.164,0.786,1.65,0.6,3.0,2.0
dialled,TP53,50,45,18.917,1.93888,0.01549,0.00567,0.03672,,0.6089,14,0.6518,0.76,0.992,1.65,2.0,3.0,2.0
dialled,TP53,50,45,18.917,5.84613,0.02074,0.00849,0.05075,,0.6511,14,0.6942,0.934,0.956,1.65,6.0,3.0,2.0
dialled,TP53,50,45,18.917,-0.00415,-0.00786,-0.0128,-0.00035,,0.3956,30,0.4949,0.082,0.264,,0.0,2.0,0.0
dialled,TP53,50,45,18.917,0.04233,0.01232,0.00531,0.02053,,0.5489,13,0.6234,0.996,0.996,1.96,0.05,2.0,0.0
dialled,TP53,50,45,18.917,0.18681,0.03045,0.02208,0.04333,,0.6044,5,0.7656,1.0,1.0,1.96,0.2,2.0,0.0
dialled,TP53,50,45,18.917,0.57508,0.05185,0.04236,0.06784,,0.6933,1,0.8418,0.912,0.912,1.96,0.6,2.0,0.0
dialled,TP53,50,45,18.917,1.93972,0.10997,0.09189,0.11871,0.098942,0.74,0,0.8798,0.054,0.064,1.96,2.0,2.0,0.0
dialled,TP53,50,45,18.917,5.84758,0.23339,0.18823,0.2543,0.218663,0.8556,0,0.9069,0.016,0.026,1.96,6.0,2.0,0.0
dialled,TP53,50,45,18.917,-0.00415,-0.00786,-0.0128,-0.00035,,0.3956,30,0.4949,0.082,0.264,,0.0,2.0,1.0
dialled,TP53,50,45,18.917,0.04063,0.00991,0.00123,0.01806,,0.5311,16,0.5753,0.74,0.988,1.7,0.05,2.0,1.0
dialled,TP53,50,45,18.917,0.1834,0.01874,0.01307,0.03946,,0.6022,13,0.6574,0.994,1.0,1.7,0.2,2.0,1.0
dialled,TP53,50,45,18.917,0.56918,0.03083,0.02258,0.0539,,0.6644,7,0.7238,0.752,0.756,1.7,0.6,2.0,1.0
dialled,TP53,50,45,18.917,1.92894,0.07032,0.03726,0.09596,,0.6889,6,0.7827,0.78,0.972,1.7,2.0,2.0,1.0
dialled,TP53,50,45,18.917,5.82891,0.0957,0.06539,0.13977,,0.7533,3,0.8227,0.524,0.816,1.7,6.0,2.0,1.0
dialled,TP53,50,45,18.917,-0.00415,-0.00786,-0.0128,-0.00035,,0.3956,30,0.4949,0.082,0.264,,0.0,2.0,2.0
dialled,TP53,50,45,18.917,0.0406,0.00018,-0.01093,0.00587,,0.4556,22,0.5385,0.238,0.332,1.38,0.05,2.0,2.0
dialled,TP53,50,45,18.917,0.18334,0.00172,-0.00706,0.00978,,0.4978,20,0.5693,0.67,0.744,1.38,0.2,2.0,2.0
dialled,TP53,50,45,18.917,0.56907,0.00809,0.00073,0.01718,,0.54,16,0.6027,0.622,0.912,1.38,0.6,2.0,2.0
dialled,TP53,50,45,18.917,1.92876,0.0151,-0.00054,0.03448,,0.5978,18,0.6417,0.778,0.792,1.38,2.0,2.0,2.0
dialled,TP53,50,45,18.917,5.82859,0.02361,0.00885,0.06381,,0.6422,13,0.6796,0.88,0.928,1.38,6.0,2.0,2.0
dialled,TP53,50,45,18.917,-0.00415,-0.00786,-0.0128,-0.00035,,0.3956,30,0.4949,0.082,0.264,,0.0,1.0,0.0
dialled,TP53,50,45,18.917,0.04562,0.00451,-0.00353,0.01064,,0.4822,16,0.607,1.0,1.0,1.0,0.05,1.0,0.0
dialled,TP53,50,45,18.917,0.19338,0.01546,0.00838,0.01942,,0.5311,12,0.7027,0.964,1.0,1.0,0.2,1.0,0.0
dialled,TP53,50,45,18.917,0.58647,0.01897,0.01533,0.02923,,0.5467,10,0.7411,0.392,0.57,1.0,0.6,1.0,0.0
dialled,TP53,50,45,18.917,1.96051,0.03164,0.02039,0.04501,,0.5867,10,0.7555,0.018,0.07,1.0,2.0,1.0,0.0
dialled,TP53,50,45,18.917,5.88359,0.04917,0.03301,0.05426,,0.62,3,0.7559,0.0,0.036,1.0,6.0,1.0,0.0
dialled,TP53,50,45,18.917,-0.00415,-0.00786,-0.0128,-0.00035,,0.3956,30,0.4949,0.082,0.264,,0.0,1.0,1.0
dialled,TP53,50,45,18.917,0.04499,0.00773,-0.00077,0.01333,,0.4733,17,0.5661,0.454,0.952,1.0,0.05,1.0,1.0
dialled,TP53,50,45,18.917,0.19212,0.01452,0.00644,0.02365,,0.5333,11,0.6305,0.998,1.0,1.0,0.2,1.0,1.0
dialled,TP53,50,45,18.917,0.58429,0.01853,0.00771,0.03529,,0.5578,10,0.6847,0.794,0.952,1.0,0.6,1.0,1.0
dialled,TP53,50,45,18.917,1.95653,0.031,0.021,0.0448,,0.6111,9,0.7239,0.718,0.83,1.0,2.0,1.0,1.0
dialled,TP53,50,45,18.917,5.87669,0.03613,0.02671,0.06306,,0.6289,7,0.7405,0.138,0.242,1.0,6.0,1.0,1.0
dialled,TP53,50,45,18.917,-0.00415,-0.00786,-0.0128,-0.00035,,0.3956,30,0.4949,0.082,0.264,,0.0,1.0,2.0
dialled,TP53,50,45,18.917,0.04416,-0.00148,-0.01346,0.00684,,0.4578,23,0.5338,0.248,0.39,1.0,0.05,1.0,2.0
dialled,TP53,50,45,18.917,0.19045,0.00113,-0.00327,0.01193,,0.4844,22,0.5616,0.22,0.38,1.0,0.2,1.0,2.0
dialled,TP53,50,45,18.917,0.58139,0.00892,-0.00772,0.01747,,0.5267,17,0.5905,0.6,0.77,1.0,0.6,1.0,2.0
dialled,TP53,50,45,18.917,1.95125,0.01234,0.00111,0.02251,,0.5533,15,0.6297,0.982,0.994,1.0,2.0,1.0,2.0
dialled,TP53,50,45,18.917,5.86755,0.01783,0.01065,0.03801,,0.5822,12,0.6641,0.69,0.758,1.0,6.0,1.0,2.0
dialled,TP53,50,90,18.836,-0.00217,0.00085,-0.00326,0.00624,,0.4922,44,0.4929,0.062,0.182,,0.0,-1.0,0.0
dialled,TP53,50,90,18.836,0.04786,0.05351,0.04543,0.05767,0.045062,0.7733,0,0.6664,1.0,1.0,68.49,0.05,-1.0,0.0
dialled,TP53,50,90,18.836,0.19678,0.19544,0.18815,0.20311,0.194035,0.9989,0,0.936,1.0,1.0,68.49,0.2,-1.0,0.0
dialled,TP53,50,90,18.836,0.59318,0.5735,0.56501,0.58033,0.571253,1.0,0,0.9993,0.98,0.984,68.49,0.6,-1.0,0.0
dialled,TP53,50,90,18.836,1.97922,1.80965,1.79933,1.82197,1.812757,1.0,0,1.0,0.0,0.0,68.49,2.0,-1.0,0.0
dialled,TP53,50,90,18.836,5.93725,5.27218,5.24278,5.28739,5.251893,1.0,0,1.0,0.0,0.0,68.49,6.0,-1.0,0.0
dialled,TP53,50,90,18.836,-0.00217,0.00085,-0.00326,0.00624,,0.4922,44,0.4929,0.062,0.182,,0.0,-1.0,1.0
dialled,TP53,50,90,18.836,0.04694,0.0196,0.00968,0.02415,,0.6111,21,0.5946,0.994,0.994,10.97,0.05,-1.0,1.0
dialled,TP53,50,90,18.836,0.19493,0.04478,0.03552,0.04965,,0.7367,14,0.7207,1.0,1.0,10.97,0.2,-1.0,1.0
dialled,TP53,50,90,18.836,0.58997,0.09868,0.07028,0.12239,,0.8267,5,0.8297,1.0,1.0,10.97,0.6,-1.0,1.0
dialled,TP53,50,90,18.836,1.97337,0.27703,0.17467,0.37356,,0.8989,2,0.9062,1.0,1.0,10.97,2.0,-1.0,1.0
dialled,TP53,50,90,18.836,5.92711,0.84778,0.52818,1.07569,,0.9611,1,0.95,1.0,1.0,10.97,6.0,-1.0,1.0
dialled,TP53,50,90,18.836,-0.00217,0.00085,-0.00326,0.00624,,0.4922,44,0.4929,0.062,0.182,,0.0,-1.0,2.0
dialled,TP53,50,90,18.836,0.04696,0.00266,-0.00499,0.00991,,0.5167,39,0.5316,0.452,0.558,3.0,0.05,-1.0,2.0
dialled,TP53,50,90,18.836,0.19498,0.0067,0.0038,0.01462,,0.56,31,0.5669,0.622,0.628,3.0,0.2,-1.0,2.0
dialled,TP53,50,90,18.836,0.59005,0.01621,0.0082,0.02314,,0.5989,30,0.6149,1.0,1.0,3.0,0.6,-1.0,2.0
dialled,TP53,50,90,18.836,1.97352,0.02439,0.01567,0.03382,,0.6733,22,0.6774,0.992,0.996,3.0,2.0,-1.0,2.0
dialled,TP53,50,90,18.836,5.92737,0.04483,0.0332,0.06662,,0.7333,16,0.7424,1.0,1.0,3.0,6.0,-1.0,2.0
dialled,TP53,50,90,18.836,-0.00217,0.00085,-0.00326,0.00624,,0.4922,44,0.4929,0.062,0.182,,0.0,5.0,0.0
dialled,TP53,50,90,18.836,0.04806,0.0372,0.02876,0.04365,,0.6444,5,0.6443,1.0,1.0,4.55,0.05,5.0,0.0
dialled,TP53,50,90,18.836,0.19718,0.08066,0.07144,0.09482,0.07543,0.8322,0,0.8375,1.0,1.0,4.55,0.2,5.0,0.0
dialled,TP53,50,90,18.836,0.59386,0.14643,0.13728,0.15695,0.141268,0.8778,0,0.9363,1.0,1.0,4.55,0.6,5.0,0.0
dialled,TP53,50,90,18.836,1.98048,0.33011,0.32017,0.34353,0.333072,0.9722,0,0.9762,1.0,1.0,4.55,2.0,5.0,0.0
dialled,TP53,50,90,18.836,5.93943,0.86054,0.82784,0.89527,0.866839,0.9978,0,0.9915,0.902,0.998,4.55,6.0,5.0,0.0
dialled,TP53,50,90,18.836,-0.00217,0.00085,-0.00326,0.00624,,0.4922,44,0.4929,0.062,0.182,,0.0,5.0,1.0
dialled,TP53,50,90,18.836,0.04595,0.01546,0.00946,0.02505,,0.5822,24,0.5861,0.994,1.0,3.58,0.05,5.0,1.0
dialled,TP53,50,90,18.836,0.19295,0.04289,0.03237,0.04897,,0.7122,13,0.689,1.0,1.0,3.58,0.2,5.0,1.0
dialled,TP53,50,90,18.836,0.58655,0.07156,0.0584,0.09638,,0.7756,5,0.7762,1.0,1.0,3.58,0.6,5.0,1.0
dialled,TP53,50,90,18.836,1.96712,0.14895,0.11265,0.19398,,0.8678,1,0.8493,0.986,0.986,3.58,2.0,5.0,1.0
dialled,TP53,50,90,18.836,5.91629,0.35399,0.22696,0.43256,,0.9044,1,0.8948,0.964,0.994,3.58,6.0,5.0,1.0
dialled,TP53,50,90,18.836,-0.00217,0.00085,-0.00326,0.00624,,0.4922,44,0.4929,0.062,0.182,,0.0,5.0,2.0
dialled,TP53,50,90,18.836,0.04582,0.00319,-0.00026,0.00837,,0.5311,38,0.5303,0.232,0.48,2.03,0.05,5.0,2.0
dialled,TP53,50,90,18.836,0.19269,0.00739,-0.0004,0.01216,,0.5422,38,0.5635,0.692,0.834,2.03,0.2,5.0,2.0
dialled,TP53,50,90,18.836,0.58609,0.01639,0.00476,0.02753,,0.6,29,0.6052,0.902,0.974,2.03,0.6,5.0,2.0
dialled,TP53,50,90,18.836,1.96629,0.0235,0.01405,0.04221,,0.6667,19,0.6555,0.934,0.936,2.03,2.0,5.0,2.0
dialled,TP53,50,90,18.836,5.91486,0.03955,0.02875,0.06055,,0.7167,16,0.7091,0.982,0.982,2.03,6.0,5.0,2.0
dialled,TP53,50,90,18.836,-0.00217,0.00085,-0.00326,0.00624,,0.4922,44,0.4929,0.062,0.182,,0.0,3.0,0.0
dialled,TP53,50,90,18.836,0.04729,0.03037,0.02269,0.03743,,0.6378,5,0.6295,1.0,1.0,2.85,0.05,3.0,0.0
dialled,TP53,50,90,18.836,0.19563,0.05888,0.05062,0.06645,,0.7422,3,0.7918,1.0,1.0,2.85,0.2,3.0,0.0
dialled,TP53,50,90,18.836,0.59118,0.09448,0.08031,0.10458,,0.7878,1,0.8819,1.0,1.0,2.85,0.6,3.0,0.0
dialled,TP53,50,90,18.836,1.97558,0.17642,0.15737,0.18744,0.162896,0.8367,0,0.93,0.998,1.0,2.85,2.0,3.0,0.0
dialled,TP53,50,90,18.836,5.93094,0.3855,0.35595,0.42115,0.372054,0.9411,0,0.9581,0.882,0.942,2.85,6.0,3.0,0.0
dialled,TP53,50,90,18.836,-0.00217,0.00085,-0.00326,0.00624,,0.4922,44,0.4929,0.062,0.182,,0.0,3.0,1.0
dialled,TP53,50,90,18.836,0.04495,0.01458,0.01013,0.02423,,0.59,24,0.5822,0.972,0.998,2.48,0.05,3.0,1.0
dialled,TP53,50,90,18.836,0.19095,0.03747,0.02754,0.05576,,0.6833,15,0.676,1.0,1.0,2.48,0.2,3.0,1.0
dialled,TP53,50,90,18.836,0.58308,0.06313,0.04426,0.08405,,0.7167,12,0.7514,1.0,1.0,2.48,0.6,3.0,1.0
dialled,TP53,50,90,18.836,1.9608,0.10042,0.06736,0.13766,,0.8011,5,0.8189,1.0,1.0,2.48,2.0,3.0,1.0
dialled,TP53,50,90,18.836,5.90534,0.22017,0.13408,0.25028,,0.8589,1,0.8636,0.922,0.998,2.48,6.0,3.0,1.0
dialled,TP53,50,90,18.836,-0.00217,0.00085,-0.00326,0.00624,,0.4922,44,0.4929,0.062,0.182,,0.0,3.0,2.0
dialled,TP53,50,90,18.836,0.0449,0.00083,-0.00111,0.00677,,0.5211,38,0.5302,0.222,0.27,1.72,0.05,3.0,2.0
dialled,TP53,50,90,18.836,0.19086,0.00843,0.00369,0.01331,,0.55,33,0.5636,0.53,0.644,1.72,0.2,3.0,2.0
dialled,TP53,50,90,18.836,0.58292,0.01756,0.00984,0.02314,,0.6,26,0.6025,0.71,0.766,1.72,0.6,3.0,2.0
dialled,TP53,50,90,18.836,1.9605,0.02389,0.01706,0.03566,,0.6533,17,0.6506,0.938,0.952,1.72,2.0,3.0,2.0
dialled,TP53,50,90,18.836,5.90482,0.03957,0.02311,0.06084,,0.6978,16,0.6983,0.964,0.978,1.72,6.0,3.0,2.0
dialled,TP53,50,90,18.836,-0.00217,0.00085,-0.00326,0.00624,,0.4922,44,0.4929,0.062,0.182,,0.0,2.0,0.0
dialled,TP53,50,90,18.836,0.04805,0.02739,0.02184,0.0322,,0.6133,6,0.6193,1.0,1.0,1.96,0.05,2.0,0.0
dialled,TP53,50,90,18.836,0.19715,0.04203,0.03136,0.0507,,0.6722,4,0.7563,1.0,1.0,1.96,0.2,2.0,0.0
dialled,TP53,50,90,18.836,0.59382,0.05739,0.04683,0.06425,0.048008,0.7056,0,0.8274,1.0,1.0,1.96,0.6,2.0,0.0
dialled,TP53,50,90,18.836,1.9804,0.09076,0.08527,0.10421,0.084045,0.7567,0,0.8705,0.836,0.906,1.96,2.0,2.0,0.0
dialled,TP53,50,90,18.836,5.93928,0.16109,0.1345,0.18206,0.152296,0.7922,0,0.901,0.904,0.976,1.96,6.0,2.0,0.0
dialled,TP53,50,90,18.836,-0.00217,0.00085,-0.00326,0.00624,,0.4922,44,0.4929,0.062,0.182,,0.0,2.0,1.0
dialled,TP53,50,90,18.836,0.04468,0.01829,0.01142,0.02561,,0.5878,24,0.5757,0.978,0.986,1.74,0.05,2.0,1.0
dialled,TP53,50,90,18.836,0.19041,0.03546,0.02715,0.04246,,0.66,10,0.6584,1.0,1.0,1.74,0.2,2.0,1.0
dialled,TP53,50,90,18.836,0.58215,0.04832,0.04126,0.05871,,0.6833,10,0.7263,1.0,1.0,1.74,0.6,2.0,1.0
dialled,TP53,50,90,18.836,1.95909,0.06963,0.0542,0.08434,,0.7222,5,0.7854,0.832,0.978,1.74,2.0,2.0,1.0
dialled,TP53,50,90,18.836,5.90238,0.10084,0.07109,0.13086,,0.7767,3,0.8267,0.716,0.966,1.74,6.0,2.0,1.0
dialled,TP53,50,90,18.836,-0.00217,0.00085,-0.00326,0.00624,,0.4922,44,0.4929,0.062,0.182,,0.0,2.0,2.0
dialled,TP53,50,90,18.836,0.04358,0.00475,0.00056,0.01015,,0.5333,33,0.5295,0.486,0.56,1.41,0.05,2.0,2.0
dialled,TP53,50,90,18.836,0.18822,0.00902,0.00484,0.01602,,0.5556,29,0.5585,0.632,0.678,1.41,0.2,2.0,2.0
dialled,TP53,50,90,18.836,0.57835,0.01768,0.00976,0.02432,,0.5856,27,0.5949,0.696,0.702,1.41,0.6,2.0,2.0
dialled,TP53,50,90,18.836,1.95216,0.01957,0.01063,0.03093,,0.6189,21,0.6382,0.95,0.996,1.41,2.0,2.0,2.0
dialled,TP53,50,90,18.836,5.89037,0.03391,0.02261,0.05446,,0.6644,14,0.6841,0.836,0.974,1.41,6.0,2.0,2.0
dialled,TP53,50,90,18.836,-0.00217,0.00085,-0.00326,0.00624,,0.4922,44,0.4929,0.062,0.182,,0.0,1.0,0.0
dialled,TP53,50,90,18.836,0.04818,0.02202,0.01372,0.03018,,0.5744,16,0.6041,1.0,1.0,1.0,0.05,1.0,0.0
dialled,TP53,50,90,18.836,0.19741,0.0265,0.01877,0.03379,,0.5867,17,0.6937,1.0,1.0,1.0,0.2,1.0,0.0
dialled,TP53,50,90,18.836,0.59427,0.02807,0.02339,0.03345,,0.6256,10,0.7315,0.784,0.91,1.0,0.6,1.0,0.0
dialled,TP53,50,90,18.836,1.98122,0.03903,0.03274,0.04429,,0.6522,9,0.75,0.264,0.566,1.0,2.0,1.0,0.0
dialled,TP53,50,90,18.836,5.94071,0.05168,0.04388,0.05797,,0.6667,3,0.7563,0.018,0.04,1.0,6.0,1.0,0.0
dialled,TP53,50,90,18.836,-0.00217,0.00085,-0.00326,0.00624,,0.4922,44,0.4929,0.062,0.182,,0.0,1.0,1.0
dialled,TP53,50,90,18.836,0.04512,0.01301,0.00896,0.02127,,0.5533,24,0.5677,0.98,0.98,1.0,0.05,1.0,1.0
dialled,TP53,50,90,18.836,0.1913,0.02119,0.01488,0.02655,,0.5833,18,0.6292,0.938,0.95,1.0,0.2,1.0,1.0
dialled,TP53,50,90,18.836,0.58368,0.02983,0.02123,0.03764,,0.6289,11,0.6765,0.676,0.676,1.0,0.6,1.0,1.0
dialled,TP53,50,90,18.836,1.96188,0.03827,0.03402,0.04672,,0.6344,5,0.7178,0.854,0.972,1.0,2.0,1.0,1.0
dialled,TP53,50,90,18.836,5.90722,0.04745,0.04134,0.05865,,0.6644,4,0.7381,0.324,0.45,1.0,6.0,1.0,1.0
dialled,TP53,50,90,18.836,-0.00217,0.00085,-0.00326,0.00624,,0.4922,44,0.4929,0.062,0.182,,0.0,1.0,2.0
dialled,TP53,50,90,18.836,0.04411,0.00356,-0.0032,0.0097,,0.5167,38,0.5261,0.176,0.182,1.0,0.05,1.0,2.0
dialled,TP53,50,90,18.836,0.18928,0.00885,-0.00055,0.01719,,0.5222,36,0.5545,0.462,0.86,1.0,0.2,1.0,2.0
dialled,TP53,50,90,18.836,0.58019,0.01605,0.00539,0.02882,,0.5478,27,0.5839,0.516,0.682,1.0,0.6,1.0,2.0
dialled,TP53,50,90,18.836,1.9555,0.019,0.01263,0.03134,,0.5767,19,0.62,0.822,0.858,1.0,2.0,1.0,2.0
