source,gene,depth_m,n_var,eta2,rho2,rho2_nn_median,rho2_nn_median_lo,rho2_nn_median_hi,rho2_nn_geomean,frac_above_noise,nn_nonpositive,ceiling_pds,p_correct,p_winner,eff_rank,rho2_target,rank,hetero
dialled,TP53,25,45,37.625,0.0501,0.01322,0.00202,0.02019,,0.5311,15,0.5988,0.924,0.944,1.0,0.05,1.0,0.0
dialled,TP53,25,45,37.625,0.20144,0.01681,0.00317,0.02848,,0.5378,13,0.6922,0.976,0.976,1.0,0.2,1.0,0.0
dialled,TP53,25,45,37.625,0.60446,0.03023,0.01937,0.04281,,0.5889,9,0.7342,0.294,0.53,1.0,0.6,1.0,0.0
dialled,TP53,25,45,37.625,2.01402,0.0448,0.02589,0.05452,,0.64,8,0.7498,0.102,0.328,1.0,2.0,1.0,0.0
dialled,TP53,25,45,37.625,6.03972,0.05642,0.04551,0.0636,,0.6378,6,0.7553,0.026,0.146,1.0,6.0,1.0,0.0
dialled,TP53,25,45,37.625,-0.00064,-0.00375,-0.00974,0.004,,0.4756,24,0.4974,0.0,0.006,,0.0,1.0,1.0
dialled,TP53,25,45,37.625,0.05005,0.00934,-6e-05,0.02078,,0.5244,17,0.5642,0.62,0.766,1.0,0.05,1.0,1.0
dialled,TP53,25,45,37.625,0.20134,0.02396,0.00948,0.04107,,0.5889,13,0.6251,0.872,0.932,1.0,0.2,1.0,1.0
dialled,TP53,25,45,37.625,0.60429,0.03228,0.0085,0.04109,,0.6,10,0.6708,0.446,0.448,1.0,0.6,1.0,1.0
dialled,TP53,25,45,37.625,2.0137,0.03195,0.01707,0.04281,,0.62,9,0.7098,0.432,0.726,1.0,2.0,1.0,1.0
dialled,TP53,25,45,37.625,6.03917,0.05168,0.02768,0.06393,,0.6089,5,0.7344,0.192,0.524,1.0,6.0,1.0,1.0
dialled,TP53,25,45,37.625,-0.00064,-0.00375,-0.00974,0.004,,0.4756,24,0.4974,0.0,0.006,,0.0,1.0,2.0
dialled,TP53,25,45,37.625,0.0508,0.004,-0.00604,0.01396,,0.5111,19,0.5339,0.082,0.176,1.0,0.05,1.0,2.0
dialled,TP53,25,45,37.625,0.20282,0.0071,-0.00091,0.01484,,0.54,17,0.5633,0.672,0.822,1.0,0.2,1.0,2.0
dialled,TP53,25,45,37.625,0.60686,0.01299,0.00798,0.02252,,0.5511,16,0.5903,0.524,0.602,1.0,0.6,1.0,2.0
dialled,TP53,25,45,37.625,2.01839,0.03111,0.01417,0.04429,,0.6089,13,0.6295,0.78,0.906,1.0,2.0,1.0,2.0
dialled,TP53,25,45,37.625,6.04731,0.02634,0.00945,0.0433,,0.5711,12,0.6551,0.872,0.92,1.0,6.0,1.0,2.0
dialled,TP53,25,90,37.632,-0.00051,0.0021,-0.00336,0.00822,,0.4656,42,0.4989,0.064,0.144,,0.0,-1.0,0.0
dialled,TP53,25,90,37.632,0.04858,0.04923,0.04273,0.05368,,0.76,1,0.6593,1.0,1.0,68.53,0.05,-1.0,0.0
dialled,TP53,25,90,37.632,0.19737,0.19738,0.19161,0.20281,0.195297,0.9956,0,0.9227,1.0,1.0,68.53,0.2,-1.0,0.0
dialled,TP53,25,90,37.632,0.59508,0.57377,0.56783,0.58133,0.572215,1.0,0,0.9989,0.99,0.99,68.53,0.6,-1.0,0.0
dialled,TP53,25,90,37.632,1.98878,1.81566,1.80406,1.83179,1.814544,1.0,0,1.0,0.0,0.0,68.53,2.0,-1.0,0.0
dialled,TP53,25,90,37.632,5.9735,5.26868,5.2538,5.30193,5.27604,1.0,0,1.0,0.0,0.0,68.53,6.0,-1.0,0.0
dialled,TP53,25,90,37.632,-0.00051,0.0021,-0.00336,0.00822,,0.4656,42,0.4989,0.064,0.144,,0.0,-1.0,1.0
dialled,TP53,25,90,37.632,0.04905,0.01409,0.00656,0.02427,,0.5967,28,0.6009,0.99,1.0,10.99,0.05,-1.0,1.0
dialled,TP53,25,90,37.632,0.19831,0.03624,0.02082,0.05491,,0.7233,12,0.7142,1.0,1.0,10.99,0.2,-1.0,1.0
dialled,TP53,25,90,37.632,0.5967,0.08629,0.06,0.10716,,0.7978,10,0.8153,1.0,1.0,10.99,0.6,-1.0,1.0
dialled,TP53,25,90,37.632,1.99173,0.2842,0.19068,0.36122,,0.9033,5,0.8936,1.0,1.0,10.99,2.0,-1.0,1.0
dialled,TP53,25,90,37.632,5.97861,0.84966,0.53909,1.11209,0.681124,0.9578,0,0.941,0.998,1.0,10.99,6.0,-1.0,1.0
dialled,TP53,25,90,37.632,-0.00051,0.0021,-0.00336,0.00822,,0.4656,42,0.4989,0.064,0.144,,0.0,-1.0,2.0
dialled,TP53,25,90,37.632,0.04933,0.00433,-0.00268,0.01177,,0.5022,40,0.5401,0.696,0.826,3.01,0.05,-1.0,2.0
dialled,TP53,25,90,37.632,0.19887,0.01054,0.00096,0.0156,,0.5389,33,0.5767,0.83,0.832,3.01,0.2,-1.0,2.0
dialled,TP53,25,90,37.632,0.59767,0.01306,0.00604,0.0236,,0.5867,31,0.6215,0.994,0.994,3.01,0.6,-1.0,2.0
dialled,TP53,25,90,37.632,1.99352,0.01849,0.01123,0.03648,,0.6333,26,0.677,0.988,0.998,3.01,2.0,-1.0,2.0
dialled,TP53,25,90,37.632,5.9817,0.03521,0.01852,0.05191,,0.7044,19,0.7336,1.0,1.0,3.01,6.0,-1.0,2.0
dialled,TP53,25,90,37.632,-0.00051,0.0021,-0.00336,0.00822,,0.4656,42,0.4989,0.064,0.144,,0.0,5.0,0.0
dialled,TP53,25,90,37.632,0.04803,0.04108,0.03389,0.04863,,0.6878,3,0.6288,1.0,1.0,4.55,0.05,5.0,0.0
dialled,TP53,25,90,37.632,0.19627,0.0795,0.0728,0.08914,0.074331,0.8067,0,0.8177,1.0,1.0,4.55,0.2,5.0,0.0
dialled,TP53,25,90,37.632,0.59317,0.13372,0.1263,0.14584,0.132283,0.88,0,0.9298,1.0,1.0,4.55,0.6,5.0,0.0
dialled,TP53,25,90,37.632,1.98529,0.31082,0.29198,0.32389,0.306624,0.9722,0,0.9773,1.0,1.0,4.55,2.0,5.0,0.0
dialled,TP53,25,90,37.632,5.96745,0.80624,0.76197,0.85589,0.815716,0.9933,0,0.9935,0.994,1.0,4.55,6.0,5.0,0.0
dialled,TP53,25,90,37.632,-0.00051,0.0021,-0.00336,0.00822,,0.4656,42,0.4989,0.064,0.144,,0.0,5.0,1.0
dialled,TP53,25,90,37.632,0.04947,0.01909,0.01139,0.02701,,0.5667,22,0.5886,0.878,0.986,3.48,0.05,5.0,1.0
dialled,TP53,25,90,37.632,0.19916,0.03752,0.0295,0.05603,,0.67,16,0.6789,1.0,1.0,3.48,0.2,5.0,1.0
dialled,TP53,25,90,37.632,0.59818,0.06701,0.05467,0.10327,,0.7622,9,0.7636,1.0,1.0,3.48,0.6,5.0,1.0
dialled,TP53,25,90,37.632,1.99444,0.14058,0.11574,0.18648,,0.85,3,0.835,1.0,1.0,3.48,2.0,5.0,1.0
dialled,TP53,25,90,37.632,5.98329,0.34335,0.23816,0.41869,,0.9189,1,0.8873,1.0,1.0,3.48,6.0,5.0,1.0
dialled,TP53,25,90,37.632,-0.00051,0.0021,-0.00336,0.00822,,0.4656,42,0.4989,0.064,0.144,,0.0,5.0,2.0
dialled,TP53,25,90,37.632,0.05033,0.00719,0.0007,0.0149,,0.5156,36,0.5378,0.674,0.838,2.1,0.05,5.0,2.0
dialled,TP53,25,90,37.632,0.20088,0.01075,0.00336,0.02204,,0.55,34,0.57,0.924,0.952,2.1,0.2,5.0,2.0
dialled,TP53,25,90,37.632,0.60115,0.01732,0.00744,0.02407,,0.5678,27,0.6089,0.966,0.99,2.1,0.6,5.0,2.0
dialled,TP53,25,90,37.632,1.99986,0.02488,0.01609,0.03498,,0.6411,22,0.6589,0.854,0.854,2.1,2.0,5.0,2.0
dialled,TP53,25,90,37.632,5.99268,0.04192,0.02613,0.0512,,0.6822,19,0.7074,1.0,1.0,2.1,6.0,5.0,2.0
dialled,TP53,25,90,37.632,-0.00051,0.0021,-0.00336,0.00822,,0.4656,42,0.4989,0.064,0.144,,0.0,3.0,0.0
dialled,TP53,25,90,37.632,0.04719,0.03077,0.02128,0.03779,,0.6522,11,0.6143,1.0,1.0,2.85,0.05,3.0,0.0
dialled,TP53,25,90,37.632,0.19459,0.05961,0.05032,0.06667,,0.7389,1,0.7684,1.0,1.0,2.85,0.2,3.0,0.0
dialled,TP53,25,90,37.632,0.59026,0.08518,0.07854,0.09596,,0.8022,1,0.8728,1.0,1.0,2.85,0.6,3.0,0.0
dialled,TP53,25,90,37.632,1.97998,0.16352,0.14461,0.17302,0.148863,0.8522,0,0.9283,1.0,1.0,2.85,2.0,3.0,0.0
dialled,TP53,25,90,37.632,5.95825,0.3513,0.32967,0.39907,0.36171,0.9433,0,0.9586,0.9,0.986,2.85,6.0,3.0,0.0
dialled,TP53,25,90,37.632,-0.00051,0.0021,-0.00336,0.00822,,0.4656,42,0.4989,0.064,0.144,,0.0,3.0,1.0
dialled,TP53,25,90,37.632,0.04854,0.02022,0.01079,0.02804,,0.5689,23,0.5814,0.946,0.984,2.38,0.05,3.0,1.0
dialled,TP53,25,90,37.632,0.1973,0.03393,0.02432,0.04501,,0.6567,17,0.6608,1.0,1.0,2.38,0.2,3.0,1.0
dialled,TP53,25,90,37.632,0.59495,0.05485,0.03785,0.07369,,0.7111,8,0.7397,0.998,0.998,2.38,0.6,3.0,1.0
dialled,TP53,25,90,37.632,1.98854,0.08786,0.07671,0.11415,,0.81,2,0.8097,1.0,1.0,2.38,2.0,3.0,1.0
dialled,TP53,25,90,37.632,5.97308,0.17611,0.14026,0.23181,,0.8578,1,0.8579,0.996,0.998,2.38,6.0,3.0,1.0
dialled,TP53,25,90,37.632,-0.00051,0.0021,-0.00336,0.00822,,0.4656,42,0.4989,0.064,0.144,,0.0,3.0,2.0
dialled,TP53,25,90,37.632,0.04995,0.00826,0.00117,0.0152,,0.5211,33,0.537,0.674,0.914,1.64,0.05,3.0,2.0
dialled,TP53,25,90,37.632,0.20012,0.01192,0.00262,0.01928,,0.5611,30,0.5661,0.732,0.78,1.64,0.2,3.0,2.0
dialled,TP53,25,90,37.632,0.59983,0.01816,0.01033,0.02346,,0.5644,29,0.6002,0.73,0.738,1.64,0.6,3.0,2.0
dialled,TP53,25,90,37.632,1.99746,0.02463,0.01803,0.03476,,0.6211,24,0.6503,0.99,0.996,1.64,2.0,3.0,2.0
dialled,TP53,25,90,37.632,5.98852,0.03606,0.01859,0.04824,,0.6811,17,0.6987,0.998,0.998,1.64,6.0,3.0,2.0
dialled,TP53,25,90,37.632,-0.00051,0.0021,-0.00336,0.00822,,0.4656,42,0.4989,0.064,0.144,,0.0,2.0,0.0
dialled,TP53,25,90,37.632,0.0473,0.02793,0.02242,0.03382,,0.6278,10,0.6067,1.0,1.0,1.95,0.05,2.0,0.0
dialled,TP53,25,90,37.632,0.19482,0.04481,0.03975,0.05335,,0.6822,4,0.7415,1.0,1.0,1.95,0.2,2.0,0.0
dialled,TP53,25,90,37.632,0.59066,0.05608,0.04625,0.06671,,0.7144,1,0.8263,1.0,1.0,1.95,0.6,2.0,0.0
dialled,TP53,25,90,37.632,1.9807,0.08617,0.07925,0.09414,,0.7411,2,0.8723,0.992,1.0,1.95,2.0,2.0,0.0
dialled,TP53,25,90,37.632,5.9595,0.15107,0.13516,0.17667,0.149817,0.7844,0,0.9033,0.792,0.99,1.95,6.0,2.0,0.0
dialled,TP53,25,90,37.632,-0.00051,0.0021,-0.00336,0.00822,,0.4656,42,0.4989,0.064,0.144,,0.0,2.0,1.0
dialled,TP53,25,90,37.632,0.04889,0.01978,0.01289,0.02416,,0.5644,22,0.5739,0.96,0.966,1.76,0.05,2.0,1.0
dialled,TP53,25,90,37.632,0.19799,0.03554,0.02254,0.04004,,0.6522,15,0.6468,1.0,1.0,1.76,0.2,2.0,1.0
dialled,TP53,25,90,37.632,0.59614,0.0462,0.03841,0.05522,,0.6811,10,0.7156,1.0,1.0,1.76,0.6,2.0,1.0
dialled,TP53,25,90,37.632,1.99072,0.06575,0.04689,0.08865,,0.73,5,0.7789,0.998,0.998,1.76,2.0,2.0,1.0
dialled,TP53,25,90,37.632,5.97686,0.09512,0.07522,0.11604,,0.7833,1,0.8229,0.79,0.798,1.76,6.0,2.0,1.0
dialled,TP53,25,90,37.632,-0.00051,0.0021,-0.00336,0.00822,,0.4656,42,0.4989,0.064,0.144,,0.0,2.0,2.0
dialled,TP53,25,90,37.632,0.05023,0.0079,0.00432,0.0169,,0.5156,30,0.5344,0.544,0.786,1.35,0.05,2.0,2.0
dialled,TP53,25,90,37.632,0.20068,0.01556,0.00461,0.02173,,0.5433,31,0.5604,0.58,0.772,1.35,0.2,2.0,2.0
dialled,TP53,25,90,37.632,0.6008,0.02117,0.01002,0.02567,,0.5667,28,0.5924,0.366,0.796,1.35,0.6,2.0,2.0
dialled,TP53,25,90,37.632,1.99923,0.02406,0.01526,0.03049,,0.6167,20,0.6361,0.88,0.982,1.35,2.0,2.0,2.0
dialled,TP53,25,90,37.632,5.99159,0.03109,0.02005,0.04304,,0.6733,16,0.6832,0.956,0.966,1.35,6.0,2.0,2.0
dialled,TP53,25,90,37.632,-0.00051,0.0021,-0.00336,0.00822,,0.4656,42,0.4989,0.064,0.144,,0.0,1.0,0.0
dialled,TP53,25,90,37.632,0.04769,0.01631,0.00988,0.02093,,0.5511,23,0.5881,1.0,1.0,1.0,0.05,1.0,0.0
dialled,TP53,25,90,37.632,0.1956,0.02384,0.0169,0.02994,,0.5967,14,0.6828,1.0,1.0,1.0,0.2,1.0,0.0
dialled,TP53,25,90,37.632,0.592,0.02529,0.01934,0.03715,,0.5867,17,0.7327,0.762,0.852,1.0,0.6,1.0,0.0
dialled,TP53,25,90,37.632,1.98316,0.03323,0.02344,0.04149,,0.61,12,0.7511,0.148,0.292,1.0,2.0,1.0,0.0
dialled,TP53,25,90,37.632,5.96376,0.03841,0.02719,0.04445,,0.6144,8,0.7558,0.04,0.066,1.0,6.0,1.0,0.0
dialled,TP53,25,90,37.632,-0.00051,0.0021,-0.00336,0.00822,,0.4656,42,0.4989,0.064,0.144,,0.0,1.0,1.0
dialled,TP53,25,90,37.632,0.04757,0.01625,0.01008,0.0213,,0.5478,26,0.5614,0.744,0.972,1.0,0.05,1.0,1.0
dialled,TP53,25,90,37.632,0.19536,0.01686,0.01101,0.02747,,0.5589,30,0.6223,0.994,0.996,1.0,0.2,1.0,1.0
dialled,TP53,25,90,37.632,0.5916,0.02415,0.01859,0.03406,,0.5833,17,0.6673,0.998,0.998,1.0,0.6,1.0,1.0
dialled,TP53,25,90,37.632,1.98243,0.03178,0.02453,0.04439,,0.6033,14,0.7118,0.626,0.666,1.0,2.0,1.0,1.0
dialled,TP53,25,90,37.632,5.96249,0.03996,0.03211,0.0478,,0.6289,10,0.7356,0.476,0.49,1.0,6.0,1.0,1.0
dialled,TP53,25,90,37.632,-0.00051,0.0021,-0.00336,0.00822,,0.4656,42,0.4989,0.064,0.144,,0.0,1.0,2.0
dialled,TP53,25,90,37.632,0.0487,0.01076,0.0056,0.01697,,0.5244,30,0.5311,0.534,0.766,1.0,0.05,1.0,2.0
dialled,TP53,25,90,37.632,0.19763,0.01236,0.00374,0.0193,,0.5422,28,0.5594,0.742,0.82,1.0,0.2,1.0,2.0
dialled,TP53,25,90,37.632,0.59552,0.01559,0.01057,0.02398,,0.5456,27,0.5896,0.82,0.866,1.0,0.6,1.0,2.0
dialled,TP53,25,90,37.632,1.98958,0.02088,0.00953,0.02632,,0.5656,28,0.6221,0.54,0.542,1.0,2.0,1.0,2.0
dialled,TP53,25,90,37.632,5.97487,0.02206,0.01209,0.03095,,0.5522,25,0.6537,0.418,0.54,1.0,6.0,1.0,2.0
dialled,TP53,50,20,19.022,-0.00622,-0.01228,-0.02027,0.00233,,0.425,14,0.5034,0.066,0.216,,0.0,-1.0,0.0
dialled,TP53,50,20,19.022,0.04129,0.03567,0.0298,0.04378,0.031181,0.71,0,0.6668,0.956,1.0,17.84,0.05,-1.0,0.0
dialled,TP53,50,20,19.022,0.18696,0.18947,0.1733,0.1974,0.179925,1.0,0,0.9316,1.0,1.0,17.84,0.2,-1.0,0.0
dialled,TP53,50,20,19.022,0.57729,0.5586,0.5441,0.56555,0.553997,1.0,0,0.9974,0.0,0.0,17.84,0.6,-1.0,0.0
dialled,TP53,50,20,19.022,1.94699,1.82009,1.79617,1.82458,1.818242,1.0,0,1.0,0.0,0.0,17.84,2.0,-1.0,0.0
dialled,TP53,50,20,19.022,5.86596,5.40846,5.32873,5.42846,5.374531,1.0,0,1.0,0.0,0.0,17.84,6.0,-1.0,0.0
dialled,TP53,50,20,19.022,-0.00622,-0.01228,-0.02027,0.00233,,0.425,14,0.5034,0.066,0.216,,0.0,-1.0,1.0
dialled,TP53,50,20,19.022,0.041,0.01056,0.00768,0.03184,,0.57,3,0.6284,0.708,0.98,5.68,0.05,-1.0,1.0
dialled,TP53,50,20,19.022,0.18637,0.05148,0.01808,0.06712,,0.725,1,0.7361,0.84,0.976,5.68,0.2,-1.0,1.0
dialled,TP53,50,20,19.022,0.57627,0.11357,0.05776,0.19513,0.117765,0.86,0,0.8389,0.914,0.984,5.68,0.6,-1.0,1.0
dialled,TP53,50,20,19.022,1.94512,0.35869,0.13418,0.5848,0.352181,0.92,0,0.9118,0.598,0.6,5.68,2.0,-1.0,1.0
dialled,TP53,50,20,19.022,5.86272,1.04401,0.38607,1.69598,0.957038,0.975,0,0.9511,0.0,0.0,5.68,6.0,-1.0,1.0
dialled,TP53,50,20,19.022,-0.00622,-0.01228,-0.02027,0.00233,,0.425,14,0.5034,0.066,0.216,,0.0,-1.0,2.0
dialled,TP53,50,20,19.022,0.04167,0.0008,-0.00501,0.01611,,0.515,9,0.5868,0.386,0.496,2.5,0.05,-1.0,2.0
dialled,TP53,50,20,19.022,0.18772,0.00299,-0.00577,0.01647,,0.58,8,0.6418,0.854,0.964,2.5,0.2,-1.0,2.0
dialled,TP53,50,20,19.022,0.5786,0.01491,0.00461,0.03864,,0.64,5,0.6761,0.23,0.232,2.5,0.6,-1.0,2.0
dialled,TP53,50,20,19.022,1.94939,0.0448,0.01666,0.115,,0.755,2,0.7558,0.98,1.0,2.5,2.0,-1.0,2.0
dialled,TP53,50,20,19.022,5.87011,0.10675,0.02986,0.32602,,0.795,3,0.8192,0.954,0.976,2.5,6.0,-1.0,2.0
dialled,TP53,50,20,19.022,-0.00622,-0.01228,-0.02027,0.00233,,0.425,14,0.5034,0.066,0.216,,0.0,5.0,0.0
dialled,TP53,50,20,19.022,0.04043,0.03756,0.0191,0.04632,,0.675,2,0.6621,0.988,0.998,4.85,0.05,5.0,0.0
dialled,TP53,50,20,19.022,0.18523,0.0935,0.07224,0.11057,0.084941,0.815,0,0.8753,1.0,1.0,4.85,0.2,5.0,0.0
dialled,TP53,50,20,19.022,0.5743,0.18934,0.16836,0.23002,0.192395,0.935,0,0.9668,0.678,0.854,4.85,0.6,5.0,0.0
dialled,TP53,50,20,19.022,1.94152,0.55262,0.49848,0.63606,0.573247,1.0,0,0.9926,0.0,0.0,4.85,2.0,5.0,0.0
dialled,TP53,50,20,19.022,5.85648,1.64494,1.52139,1.81623,1.686183,1.0,0,0.9992,0.0,0.0,4.85,6.0,5.0,0.0
dialled,TP53,50,20,19.022,-0.00622,-0.01228,-0.02027,0.00233,,0.425,14,0.5034,0.066,0.216,,0.0,5.0,1.0
dialled,TP53,50,20,19.022,0.03829,0.01074,0.00502,0.03217,,0.615,4,0.6263,0.808,0.818,3.27,0.05,5.0,1.0
dialled,TP53,50,20,19.022,0.18095,0.04485,0.02251,0.07947,,0.72,1,0.7297,0.952,0.97,3.27,0.2,5.0,1.0
dialled,TP53,50,20,19.022,0.56689,0.11238,0.04943,0.18412,0.096394,0.81,0,0.8155,0.168,0.868,3.27,0.6,5.0,1.0
dialled,TP53,50,20,19.022,1.92799,0.27535,0.11887,0.4824,0.283669,0.88,0,0.8784,0.312,0.602,3.27,2.0,5.0,1.0
dialled,TP53,50,20,19.022,5.83305,0.71416,0.28742,1.37438,0.723822,0.955,0,0.9216,0.264,0.27,3.27,6.0,5.0,1.0
dialled,TP53,50,20,19.022,-0.00622,-0.01228,-0.02027,0.00233,,0.425,14,0.5034,0.066,0.216,,0.0,5.0,2.0
dialled,TP53,50,20,19.022,0.03791,0.00439,-0.00543,0.02085,,0.56,8,0.5876,0.482,0.578,2.11,0.05,5.0,2.0
dialled,TP53,50,20,19.022,0.1802,0.00543,-0.00103,0.03808,,0.59,6,0.6382,0.456,0.984,2.11,0.2,5.0,2.0
dialled,TP53,50,20,19.022,0.56557,0.02643,0.00243,0.05823,,0.665,2,0.6805,0.892,0.994,2.11,0.6,5.0,2.0
dialled,TP53,50,20,19.022,1.92559,0.04699,0.01884,0.1371,,0.74,2,0.7368,0.794,0.998,2.11,2.0,5.0,2.0
dialled,TP53,50,20,19.022,5.82889,0.10942,0.02826,0.32717,,0.785,3,0.7971,0.992,1.0,2.11,6.0,5.0,2.0
dialled,TP53,50,20,19.022,-0.00622,-0.01228,-0.02027,0.00233,,0.425,14,0.5034,0.066,0.216,,0.0,3.0,0.0
dialled,TP53,50,20,19.022,0.03975,0.02063,0.00489,0.03137,,0.63,5,0.6479,0.124,0.124,2.93,0.05,3.0,0.0
dialled,TP53,50,20,19.022,0.18388,0.04071,0.02278,0.07533,,0.66,2,0.8292,0.982,0.998,2.93,0.2,3.0,0.0
dialled,TP53,50,20,19.022,0.57195,0.09778,0.06132,0.11627,0.080553,0.71,0,0.9226,0.636,0.652,2.93,0.6,3.0,0.0
dialled,TP53,50,20,19.022,1.93724,0.27128,0.22487,0.28692,0.27147,0.92,0,0.9595,0.0,0.0,2.93,2.0,3.0,0.0
dialled,TP53,50,20,19.022,5.84906,0.75602,0.64527,0.90171,0.79328,1.0,0,0.9787,0.0,0.43,2.93,6.0,3.0,0.0
dialled,TP53,50,20,19.022,-0.00622,-0.01228,-0.02027,0.00233,,0.425,14,0.5034,0.066,0.216,,0.0,3.0,1.0
dialled,TP53,50,20,19.022,0.03891,0.0084,0.00182,0.02854,,0.57,2,0.615,0.562,0.584,2.35,0.05,3.0,1.0
dialled,TP53,50,20,19.022,0.1822,0.03942,0.01758,0.06439,0.034759,0.66,0,0.7121,0.656,0.76,2.35,0.2,3.0,1.0
dialled,TP53,50,20,19.022,0.56904,0.05373,0.04202,0.14241,0.081495,0.745,0,0.7839,0.634,0.764,2.35,0.6,3.0,1.0
dialled,TP53,50,20,19.022,1.93192,0.11477,0.07896,0.32058,0.191463,0.825,0,0.8432,0.594,0.792,2.35,2.0,3.0,1.0
dialled,TP53,50,20,19.022,5.83986,0.38547,0.20962,0.91121,0.480873,0.88,0,0.89,0.282,0.448,2.35,6.0,3.0,1.0
dialled,TP53,50,20,19.022,-0.00622,-0.01228,-0.02027,0.00233,,0.425,14,0.5034,0.066,0.216,,0.0,3.0,2.0
dialled,TP53,50,20,19.022,0.0392,0.00043,-0.00776,0.01393,,0.515,9,0.5837,0.46,0.87,1.84,0.05,3.0,2.0
dialled,TP53,50,20,19.022,0.18277,0.00823,-0.00229,0.03057,,0.58,6,0.6339,0.128,0.986,1.84,0.2,3.0,2.0
dialled,TP53,50,20,19.022,0.57003,0.01637,0.00198,0.05984,,0.63,6,0.6684,0.95,0.994,1.84,0.6,3.0,2.0
dialled,TP53,50,20,19.022,1.93374,0.03293,0.01727,0.12703,,0.705,1,0.7161,0.904,0.926,1.84,2.0,3.0,2.0
dialled,TP53,50,20,19.022,5.843,0.06779,0.03912,0.31123,,0.78,2,0.7721,0.884,0.944,1.84,6.0,3.0,2.0
dialled,TP53,50,20,19.022,-0.00622,-0.01228,-0.02027,0.00233,,0.425,14,0.5034,0.066,0.216,,0.0,2.0,0.0
dialled,TP53,50,20,19.022,0.04051,0.01767,0.00836,0.02662,,0.605,5,0.6397,0.774,0.774,1.98,0.05,2.0,0.0
dialled,TP53,50,20,19.022,0.18539,0.03523,0.02146,0.04342,0.030632,0.645,0,0.7968,0.998,1.0,1.98,0.2,2.0,0.0
dialled,TP53,50,20,19.022,0.57458,0.06451,0.04502,0.07373,,0.645,1,0.8695,0.28,0.61,1.98,0.6,2.0,0.0
dialled,TP53,50,20,19.022,1.94203,0.15511,0.12203,0.17105,0.13812,0.8,0,0.9045,0.026,0.068,1.98,2.0,2.0,0.0
dialled,TP53,50,20,19.022,5.85737,0.39858,0.30914,0.45784,0.367779,0.925,0,0.9216,0.0,0.262,1.98,6.0,2.0,0.0
dialled,TP53,50,20,19.022,-0.00622,-0.01228,-0.02027,0.00233,,0.425,14,0.5034,0.066,0.216,,0.0,2.0,1.0
dialled,TP53,50,20,19.022,0.03869,0.00913,0.00099,0.035,,0.555,5,0.5989,0.248,0.876,1.77,0.05,2.0,1.0
dialled,TP53,50,20,19.022,0.18176,0.03327,0.0198,0.06688,0.032736,0.675,0,0.6913,0.598,0.866,1.77,0.2,2.0,1.0
dialled,TP53,50,20,19.022,0.56829,0.05705,0.03231,0.11733,0.054379,0.735,0,0.7661,0.852,0.998,1.77,0.6,2.0,1.0
dialled,TP53,50,20,19.022,1.93055,0.10976,0.0665,0.22057,0.152389,0.77,0,0.8189,0.652,0.874,1.77,2.0,2.0,1.0
dialled,TP53,50,20,19.022,5.83749,0.31423,0.13398,0.59082,0.342032,0.84,0,0.8516,0.288,0.356,1.77,6.0,2.0,1.0
dialled,TP53,50,20,19.022,-0.00622,-0.01228,-0.02027,0.00233,,0.425,14,0.5034,0.066,0.216,,0.0,2.0,2.0
dialled,TP53,50,20,19.022,0.03921,0.00175,-0.00257,0.00846,,0.505,9,0.5761,0.45,0.692,1.52,0.05,2.0,2.0
dialled,TP53,50,20,19.022,0.1828,0.0075,-0.00327,0.04224,,0.54,7,0.6213,0.412,0.958,1.52,0.2,2.0,2.0
dialled,TP53,50,20,19.022,0.57008,0.01541,0.0044,0.05787,,0.63,4,0.65,0.34,0.426,1.52,0.6,2.0,2.0
dialled,TP53,50,20,19.022,1.93382,0.04373,0.01632,0.09721,,0.695,2,0.7026,0.568,0.904,1.52,2.0,2.0,2.0
dialled,TP53,50,20,19.022,5.84315,0.06377,0.03409,0.17722,0.126237,0.77,0,0.7568,0.716,0.846,1.52,6.0,2.0,2.0
dialled,TP53,50,20,19.022,-0.00622,-0.01228,-0.02027,0.00233,,0.425,14,0.5034,0.066,0.216,,0.0,1.0,0.0
dialled,TP53,50,20,19.022,0.042,0.00644,-0.00177,0.01562,,0.545,6,0.6084,0.962,0.998,1.0,0.05,1.0,0.0
dialled,TP53,50,20,19.022,0.18837,0.01104,0.00261,0.03062,,0.51,4,0.7232,0.944,1.0,1.0,0.2,1.0,0.0
dialled,TP53,50,20,19.022,0.57974,0.00798,0.00404,0.02288,,0.505,3,0.7629,0.602,0.864,1.0,0.6,1.0,0.0
dialled,TP53,50,20,19.022,1.95146,0.0287,0.01886,0.05455,0.025178,0.57,0,0.7663,0.0,0.01,1.0,2.0,1.0,0.0
dialled,TP53,50,20,19.022,5.87369,0.07352,0.04005,0.11793,0.072677,0.64,0,0.7629,0.0,0.006,1.0,6.0,1.0,0.0
dialled,TP53,50,20,19.022,-0.00622,-0.01228,-0.02027,0.00233,,0.425,14,0.5034,0.066,0.216,,0.0,1.0,1.0
dialled,TP53,50,20,19.022,0.04,0.0057,-0.00299,0.01897,,0.54,7,0.5766,0.618,0.924,1.0,0.05,1.0,1.0
dialled,TP53,50,20,19.022,0.18437,0.01681,0.00813,0.03701,,0.555,4,0.6511,0.914,0.954,1.0,0.2,1.0,1.0
