gene,method,split,stratum,n_pairs,accuracy,ci_lo,ci_hi,n_refused,n_predicted
JAK1,GBoost-esm+theta,split2,all,66,0.61111,0.50199,0.71518,0,12
JAK1,GBoost-esm+theta,split2,resolvable,44,0.63939,0.49242,0.77273,0,12
JAK1,GBoost-esm+theta,split2,unresolvable,22,0.55455,0.4,0.70909,0,12
JAK1,GBoost-esm+theta,split2,resolvable_xfit,44,0.6392,0.5,0.77273,0,12
JAK1,GBoost-esm+theta,split2,unresolvable_xfit,22,0.57386,0.41463,0.73295,0,12
JAK1,GBoost-esm+theta,split3,all,171,0.53606,0.47874,0.5922,0,19
JAK1,GBoost-esm+theta,split3,resolvable,115,0.47072,0.39941,0.54261,0,19
JAK1,GBoost-esm+theta,split3,unresolvable,56,0.67024,0.57973,0.75952,0,19
JAK1,GBoost-esm+theta,split3,resolvable_xfit,113,0.45907,0.38164,0.5365,0,19
JAK1,GBoost-esm+theta,split3,unresolvable_xfit,58,0.66379,0.56681,0.75436,0,19
JAK1,GBoost-esm+theta,split5,all,91,0.52821,0.43956,0.61245,0,14
JAK1,GBoost-esm+theta,split5,resolvable,76,0.51053,0.40789,0.61228,0,14
JAK1,GBoost-esm+theta,split5,unresolvable,15,0.61778,0.41778,0.8,0,14
JAK1,GBoost-esm+theta,split5,resolvable_xfit,75,0.505,0.405,0.605,0,14
JAK1,GBoost-esm+theta,split5,unresolvable_xfit,16,0.61719,0.4375,0.78906,0,14
JAK1,GBoost-esm,split1,all,21,0.35556,0.17778,0.53333,0,7
JAK1,GBoost-esm,split1,resolvable,18,0.33333,0.15185,0.52593,0,7
JAK1,GBoost-esm,split1,unresolvable,3,0.48889,0.0,0.93333,0,7
JAK1,GBoost-esm,split1,resolvable_xfit,18,0.3125,0.13194,0.51406,0,7
JAK1,GBoost-esm,split1,unresolvable_xfit,3,0.41667,0.0,0.875,0,7
JAK1,GBoost-esm,split2,all,66,0.55354,0.44846,0.66061,0,12
JAK1,GBoost-esm,split2,resolvable,44,0.57121,0.43182,0.70758,0,12
JAK1,GBoost-esm,split2,unresolvable,22,0.51818,0.34242,0.69091,0,12
JAK1,GBoost-esm,split2,resolvable_xfit,44,0.55398,0.40909,0.69602,0,12
JAK1,GBoost-esm,split2,unresolvable_xfit,22,0.52841,0.34659,0.71023,0,12
JAK1,GBoost-esm,split3,all,171,0.53918,0.47913,0.59884,0,19
JAK1,GBoost-esm,split3,resolvable,115,0.46667,0.39767,0.53625,0,19
JAK1,GBoost-esm,split3,unresolvable,56,0.6881,0.5881,0.77976,0,19
JAK1,GBoost-esm,split3,resolvable_xfit,113,0.45686,0.38274,0.53319,0,19
JAK1,GBoost-esm,split3,unresolvable_xfit,58,0.69181,0.59903,0.78448,0,19
JAK1,GBoost-esm,split5,all,91,0.4381,0.35086,0.52308,0,14
JAK1,GBoost-esm,split5,resolvable,76,0.42807,0.32717,0.52985,0,14
JAK1,GBoost-esm,split5,unresolvable,15,0.48889,0.30667,0.67111,0,14
JAK1,GBoost-esm,split5,resolvable_xfit,75,0.41,0.30829,0.52337,0,14
JAK1,GBoost-esm,split5,unresolvable_xfit,16,0.53906,0.35938,0.71875,0,14
JAK1,GBoost-theta,split1,all,36,0.64907,0.54537,0.75463,0,9
JAK1,GBoost-theta,split1,resolvable,30,0.62889,0.50664,0.75111,0,9
JAK1,GBoost-theta,split1,unresolvable,6,0.75,0.58333,0.91667,0,9
JAK1,GBoost-theta,split1,resolvable_xfit,30,0.6625,0.54583,0.775,0,9
JAK1,GBoost-theta,split1,unresolvable_xfit,6,0.75,0.58333,0.91667,0,9
JAK1,GBoost-theta,split2,all,78,0.56709,0.46838,0.66198,0,13
JAK1,GBoost-theta,split2,resolvable,50,0.562,0.42933,0.69135,0,13
JAK1,GBoost-theta,split2,unresolvable,28,0.57619,0.42262,0.7286,0,13
JAK1,GBoost-theta,split2,resolvable_xfit,50,0.565,0.4325,0.695,0,13
JAK1,GBoost-theta,split2,unresolvable_xfit,28,0.58482,0.43304,0.73214,0,13
JAK1,GBoost-theta,split3,all,190,0.55263,0.49947,0.6079,0,20
JAK1,GBoost-theta,split3,resolvable,122,0.50191,0.43934,0.56503,0,20
JAK1,GBoost-theta,split3,unresolvable,68,0.64363,0.55683,0.72696,0,20
JAK1,GBoost-theta,split3,resolvable_xfit,120,0.48854,0.42185,0.55833,0,20
JAK1,GBoost-theta,split3,unresolvable_xfit,70,0.62679,0.5375,0.7125,0,20
JAK1,GBoost-theta,split5,all,136,0.55392,0.49043,0.62059,0,17
JAK1,GBoost-theta,split5,resolvable,113,0.56755,0.49468,0.63836,0,17
JAK1,GBoost-theta,split5,unresolvable,23,0.48696,0.35652,0.62754,0,17
JAK1,GBoost-theta,split5,resolvable_xfit,112,0.5625,0.49442,0.63504,0,17
JAK1,GBoost-theta,split5,unresolvable_xfit,24,0.51562,0.36979,0.65625,0,17
JAK1,Gene-mean,split1,all,36,0.5,0.5,0.5,0,9
JAK1,Gene-mean,split1,resolvable,30,0.5,0.5,0.5,0,9
JAK1,Gene-mean,split1,unresolvable,6,0.5,0.5,0.5,0,9
JAK1,Gene-mean,split1,resolvable_xfit,30,0.5,0.5,0.5,0,9
JAK1,Gene-mean,split1,unresolvable_xfit,6,0.5,0.5,0.5,0,9
JAK1,Gene-mean,split2,all,78,0.5,0.5,0.5,0,13
JAK1,Gene-mean,split2,resolvable,50,0.5,0.5,0.5,0,13
JAK1,Gene-mean,split2,unresolvable,28,0.5,0.5,0.5,0,13
JAK1,Gene-mean,split2,resolvable_xfit,50,0.5,0.5,0.5,0,13
JAK1,Gene-mean,split2,unresolvable_xfit,28,0.5,0.5,0.5,0,13
JAK1,Gene-mean,split3,all,190,0.5,0.5,0.5,0,20
JAK1,Gene-mean,split3,resolvable,122,0.5,0.5,0.5,0,20
JAK1,Gene-mean,split3,unresolvable,68,0.5,0.5,0.5,0,20
JAK1,Gene-mean,split3,resolvable_xfit,120,0.5,0.5,0.5,0,20
JAK1,Gene-mean,split3,unresolvable_xfit,70,0.5,0.5,0.5,0,20
JAK1,Gene-mean,split5,all,136,0.5,0.5,0.5,0,17
JAK1,Gene-mean,split5,resolvable,113,0.5,0.5,0.5,0,17
JAK1,Gene-mean,split5,unresolvable,23,0.5,0.5,0.5,0,17
JAK1,Gene-mean,split5,resolvable_xfit,112,0.5,0.5,0.5,0,17
JAK1,Gene-mean,split5,unresolvable_xfit,24,0.5,0.5,0.5,0,17
JAK1,KNN-esm+theta,split1,all,21,0.57778,0.40635,0.73179,0,7
JAK1,KNN-esm+theta,split1,resolvable,18,0.54259,0.35366,0.72782,0,7
JAK1,KNN-esm+theta,split1,unresolvable,3,0.78889,0.5,1.0,0,7
JAK1,KNN-esm+theta,split1,resolvable_xfit,18,0.5625,0.36806,0.74306,0,7
JAK1,KNN-esm+theta,split1,unresolvable_xfit,3,0.83333,0.5,1.0,0,7
JAK1,KNN-esm+theta,split2,all,66,0.71919,0.62423,0.80909,0,12
JAK1,KNN-esm+theta,split2,resolvable,44,0.72955,0.61438,0.83638,0,12
JAK1,KNN-esm+theta,split2,unresolvable,22,0.69848,0.55,0.83337,0,12
JAK1,KNN-esm+theta,split2,resolvable_xfit,44,0.7358,0.61648,0.84659,0,12
JAK1,KNN-esm+theta,split2,unresolvable_xfit,22,0.72159,0.56818,0.85795,0,12
JAK1,KNN-esm+theta,split3,all,171,0.42982,0.38265,0.47837,0,19
JAK1,KNN-esm+theta,split3,resolvable,115,0.49942,0.44115,0.55537,0,19
JAK1,KNN-esm+theta,split3,unresolvable,56,0.2869,0.20891,0.3744,0,19
JAK1,KNN-esm+theta,split3,resolvable_xfit,113,0.49668,0.43584,0.55755,0,19
JAK1,KNN-esm+theta,split3,unresolvable_xfit,58,0.25539,0.18534,0.32759,0,19
JAK1,KNN-esm+theta,split5,all,91,0.52894,0.44542,0.6187,0,14
JAK1,KNN-esm+theta,split5,resolvable,76,0.55395,0.45832,0.65352,0,14
JAK1,KNN-esm+theta,split5,unresolvable,15,0.40222,0.24661,0.56672,0,14
JAK1,KNN-esm+theta,split5,resolvable_xfit,75,0.57667,0.47833,0.67,0,14
JAK1,KNN-esm+theta,split5,unresolvable_xfit,16,0.35938,0.20312,0.53125,0,14
JAK1,KNN-esm,split1,all,21,0.49048,0.3254,0.65714,0,7
JAK1,KNN-esm,split1,resolvable,18,0.5463,0.37963,0.71296,0,7
JAK1,KNN-esm,split1,unresolvable,3,0.15556,0.0,0.46667,0,7
JAK1,KNN-esm,split1,resolvable_xfit,18,0.54167,0.375,0.70833,0,7
JAK1,KNN-esm,split1,unresolvable_xfit,3,0.20833,0.0,0.625,0,7
JAK1,KNN-esm,split2,all,66,0.5,0.5,0.5,0,12
JAK1,KNN-esm,split2,resolvable,44,0.5,0.5,0.5,0,12
JAK1,KNN-esm,split2,unresolvable,22,0.5,0.5,0.5,0,12
JAK1,KNN-esm,split2,resolvable_xfit,44,0.5,0.5,0.5,0,12
JAK1,KNN-esm,split2,unresolvable_xfit,22,0.5,0.5,0.5,0,12
JAK1,KNN-esm,split3,all,171,0.52554,0.47601,0.57232,0,19
JAK1,KNN-esm,split3,resolvable,115,0.48783,0.42694,0.54754,0,19
JAK1,KNN-esm,split3,unresolvable,56,0.60298,0.52857,0.67917,0,19
JAK1,KNN-esm,split3,resolvable_xfit,113,0.48562,0.42035,0.54981,0,19
JAK1,KNN-esm,split3,unresolvable_xfit,58,0.57543,0.49353,0.65302,0,19
JAK1,KNN-esm,split5,all,91,0.52418,0.44396,0.60477,0,14
JAK1,KNN-esm,split5,resolvable,76,0.5693,0.47193,0.65879,0,14
JAK1,KNN-esm,split5,unresolvable,15,0.29556,0.14217,0.45556,0,14
JAK1,KNN-esm,split5,resolvable_xfit,75,0.58,0.48833,0.67167,0,14
JAK1,KNN-esm,split5,unresolvable_xfit,16,0.25,0.10938,0.41406,0,14
JAK1,KNN-theta,split1,all,36,0.54537,0.43424,0.66481,0,9
JAK1,KNN-theta,split1,resolvable,30,0.50667,0.37772,0.64225,0,9
JAK1,KNN-theta,split1,unresolvable,6,0.73889,0.57222,0.90556,0,9
JAK1,KNN-theta,split1,resolvable_xfit,30,0.54583,0.40833,0.67917,0,9
JAK1,KNN-theta,split1,unresolvable_xfit,6,0.75,0.58333,0.91667,0,9
JAK1,KNN-theta,split2,all,78,0.53974,0.44615,0.62779,0,13
JAK1,KNN-theta,split2,resolvable,50,0.47333,0.35932,0.58868,0,13
JAK1,KNN-theta,split2,unresolvable,28,0.65833,0.53687,0.77738,0,13
JAK1,KNN-theta,split2,resolvable_xfit,50,0.47,0.3575,0.5875,0,13
JAK1,KNN-theta,split2,unresolvable_xfit,28,0.66964,0.54007,0.79018,0,13
JAK1,KNN-theta,split3,all,190,0.46526,0.41455,0.51544,0,20
JAK1,KNN-theta,split3,resolvable,122,0.4653,0.40272,0.53061,0,20
JAK1,KNN-theta,split3,unresolvable,68,0.4652,0.37988,0.55001,0,20
JAK1,KNN-theta,split3,resolvable_xfit,120,0.44375,0.37917,0.50625,0,20
JAK1,KNN-theta,split3,unresolvable_xfit,70,0.41429,0.33214,0.49464,0,20
JAK1,KNN-theta,split5,all,136,0.63897,0.57892,0.70025,0,17
JAK1,KNN-theta,split5,resolvable,113,0.67817,0.61209,0.74014,0,17
JAK1,KNN-theta,split5,unresolvable,23,0.44638,0.29851,0.60004,0,17
JAK1,KNN-theta,split5,resolvable_xfit,112,0.68192,0.61496,0.74665,0,17
JAK1,KNN-theta,split5,unresolvable_xfit,24,0.50521,0.34896,0.65625,0,17
JAK1,Lasso-esm+theta,split1,all,21,0.66667,0.48571,0.82857,0,7
JAK1,Lasso-esm+theta,split1,resolvable,18,0.61481,0.40361,0.8037,0,7
JAK1,Lasso-esm+theta,split1,unresolvable,3,0.97778,0.93333,1.0,0,7
JAK1,Lasso-esm+theta,split1,resolvable_xfit,18,0.64583,0.4375,0.83351,0,7
JAK1,Lasso-esm+theta,split1,unresolvable_xfit,3,1.0,1.0,1.0,0,7
JAK1,Lasso-esm+theta,split2,all,66,0.59293,0.47876,0.70207,0,12
JAK1,Lasso-esm+theta,split2,resolvable,44,0.57121,0.43182,0.71367,0,12
JAK1,Lasso-esm+theta,split2,unresolvable,22,0.63636,0.43939,0.81212,0,12
JAK1,Lasso-esm+theta,split2,resolvable_xfit,44,0.57386,0.4375,0.71882,0,12
JAK1,Lasso-esm+theta,split2,unresolvable_xfit,22,0.64205,0.44886,0.8125,0,12
JAK1,Lasso-esm+theta,split3,all,171,0.33801,0.28285,0.39338,0,19
JAK1,Lasso-esm+theta,split3,resolvable,115,0.35333,0.28551,0.42378,0,19
JAK1,Lasso-esm+theta,split3,unresolvable,56,0.30655,0.21845,0.39881,0,19
JAK1,Lasso-esm+theta,split3,resolvable_xfit,113,0.35951,0.29204,0.42702,0,19
JAK1,Lasso-esm+theta,split3,unresolvable_xfit,58,0.31034,0.21552,0.40948,0,19
JAK1,Lasso-esm+theta,split5,all,91,0.58388,0.49302,0.67181,0,14
JAK1,Lasso-esm+theta,split5,resolvable,76,0.62719,0.52805,0.72546,0,14
JAK1,Lasso-esm+theta,split5,unresolvable,15,0.36444,0.18667,0.53778,0,14
JAK1,Lasso-esm+theta,split5,resolvable_xfit,75,0.63833,0.535,0.73667,0,14
JAK1,Lasso-esm+theta,split5,unresolvable_xfit,16,0.38281,0.22637,0.55469,0,14
JAK1,Lasso-esm,split1,all,21,0.59365,0.40952,0.76508,0,7
JAK1,Lasso-esm,split1,resolvable,18,0.58519,0.38519,0.76667,0,7
JAK1,Lasso-esm,split1,unresolvable,3,0.64444,0.26667,0.86667,0,7
JAK1,Lasso-esm,split1,resolvable_xfit,18,0.58333,0.39583,0.78472,0,7
JAK1,Lasso-esm,split1,unresolvable_xfit,3,0.625,0.375,0.75,0,7
JAK1,Lasso-esm,split2,all,66,0.56566,0.45253,0.67172,0,12
JAK1,Lasso-esm,split2,resolvable,44,0.61061,0.4697,0.74091,0,12
JAK1,Lasso-esm,split2,unresolvable,22,0.47576,0.30303,0.64848,0,12
JAK1,Lasso-esm,split2,resolvable_xfit,44,0.60511,0.46591,0.74148,0,12
JAK1,Lasso-esm,split2,unresolvable_xfit,22,0.47727,0.30682,0.65355,0,12
JAK1,Lasso-esm,split3,all,171,0.51969,0.46004,0.57739,0,19
JAK1,Lasso-esm,split3,resolvable,115,0.50261,0.43303,0.57043,0,19
JAK1,Lasso-esm,split3,unresolvable,56,0.55476,0.4583,0.64765,0,19
JAK1,Lasso-esm,split3,resolvable_xfit,113,0.5,0.42478,0.57528,0,19
JAK1,Lasso-esm,split3,unresolvable_xfit,58,0.54741,0.44397,0.64871,0,19
JAK1,Lasso-esm,split5,all,91,0.60659,0.52086,0.68864,0,14
JAK1,Lasso-esm,split5,resolvable,76,0.58421,0.48684,0.67721,0,14
JAK1,Lasso-esm,split5,unresolvable,15,0.72,0.55111,0.86678,0,14
JAK1,Lasso-esm,split5,resolvable_xfit,75,0.575,0.47333,0.67,0,14
JAK1,Lasso-esm,split5,unresolvable_xfit,16,0.67969,0.51562,0.83594,0,14
JAK1,Lasso-theta,split1,all,36,0.61204,0.5009,0.73056,0,9
JAK1,Lasso-theta,split1,resolvable,30,0.58667,0.45775,0.71225,0,9
JAK1,Lasso-theta,split1,unresolvable,6,0.73889,0.57222,0.91667,0,9
JAK1,Lasso-theta,split1,resolvable_xfit,30,0.60417,0.46656,0.7375,0,9
JAK1,Lasso-theta,split1,unresolvable_xfit,6,0.72917,0.5625,0.91667,0,9
JAK1,Lasso-theta,split2,all,78,0.54957,0.45297,0.64531,0,13
JAK1,Lasso-theta,split2,resolvable,50,0.56,0.42663,0.686,0,13
JAK1,Lasso-theta,split2,unresolvable,28,0.53095,0.37259,0.6917,0,13
JAK1,Lasso-theta,split2,resolvable_xfit,50,0.5675,0.435,0.6925,0,13
JAK1,Lasso-theta,split2,unresolvable_xfit,28,0.54018,0.38828,0.70089,0,13
JAK1,Lasso-theta,split3,all,190,0.45351,0.3956,0.51,0,20
JAK1,Lasso-theta,split3,resolvable,122,0.40628,0.33852,0.47598,0,20
JAK1,Lasso-theta,split3,unresolvable,68,0.53824,0.44656,0.62892,0,20
JAK1,Lasso-theta,split3,resolvable_xfit,120,0.42188,0.34583,0.49482,0,20
JAK1,Lasso-theta,split3,unresolvable_xfit,70,0.525,0.42853,0.61612,0,20
JAK1,Lasso-theta,split5,all,136,0.59534,0.53161,0.66447,0,17
JAK1,Lasso-theta,split5,resolvable,113,0.64425,0.56784,0.71417,0,17
JAK1,Lasso-theta,split5,unresolvable,23,0.35507,0.23764,0.4913,0,17
JAK1,Lasso-theta,split5,resolvable_xfit,112,0.64732,0.57366,0.72098,0,17
JAK1,Lasso-theta,split5,unresolvable_xfit,24,0.38542,0.25521,0.52604,0,17
JAK1,MLP-esm+theta,split1,all,21,0.58095,0.40944,0.75881,0,7
JAK1,MLP-esm+theta,split1,resolvable,18,0.61481,0.4037,0.81481,0,7
JAK1,MLP-esm+theta,split1,unresolvable,3,0.37778,0.13333,0.6,0,7
JAK1,MLP-esm+theta,split1,resolvable_xfit,18,0.61111,0.40972,0.8125,0,7
JAK1,MLP-esm+theta,split1,unresolvable_xfit,3,0.45833,0.25,0.75,0,7
JAK1,MLP-esm+theta,split2,all,66,0.55051,0.44136,0.65657,0,12
JAK1,MLP-esm+theta,split2,resolvable,44,0.54091,0.39845,0.67273,0,12
JAK1,MLP-esm+theta,split2,unresolvable,22,0.5697,0.39091,0.73939,0,12
JAK1,MLP-esm+theta,split2,resolvable_xfit,44,0.54545,0.4005,0.6875,0,12
JAK1,MLP-esm+theta,split2,unresolvable_xfit,22,0.5625,0.38068,0.73864,0,12
JAK1,MLP-esm+theta,split3,all,171,0.37505,0.32279,0.42885,0,19
JAK1,MLP-esm+theta,split3,resolvable,115,0.33565,0.27477,0.3977,0,19
JAK1,MLP-esm+theta,split3,unresolvable,56,0.45595,0.35833,0.55833,0,19
JAK1,MLP-esm+theta,split3,resolvable_xfit,113,0.32965,0.26106,0.39934,0,19
JAK1,MLP-esm+theta,split3,unresolvable_xfit,58,0.40517,0.30603,0.5,0,19
JAK1,MLP-esm+theta,split5,all,91,0.56044,0.47033,0.64764,0,14
JAK1,MLP-esm+theta,split5,resolvable,76,0.58509,0.49298,0.68072,0,14
JAK1,MLP-esm+theta,split5,unresolvable,15,0.43556,0.25778,0.61333,0,14
JAK1,MLP-esm+theta,split5,resolvable_xfit,75,0.59667,0.49167,0.69333,0,14
JAK1,MLP-esm+theta,split5,unresolvable_xfit,16,0.5,0.3123,0.67207,0,14
JAK1,MLP-esm,split1,all,21,0.37143,0.19048,0.54921,0,7
JAK1,MLP-esm,split1,resolvable,18,0.4,0.2,0.6038,0,7
JAK1,MLP-esm,split1,unresolvable,3,0.2,0.0,0.46667,0,7
JAK1,MLP-esm,split1,resolvable_xfit,18,0.375,0.18056,0.59028,0,7
JAK1,MLP-esm,split1,unresolvable_xfit,3,0.29167,0.0,0.625,0,7
JAK1,MLP-esm,split2,all,66,0.68384,0.58283,0.78182,0,12
JAK1,MLP-esm,split2,resolvable,44,0.84091,0.73333,0.93485,0,12
JAK1,MLP-esm,split2,unresolvable,22,0.3697,0.23333,0.51515,0,12
JAK1,MLP-esm,split2,resolvable_xfit,44,0.83523,0.73004,0.92614,0,12
JAK1,MLP-esm,split2,unresolvable_xfit,22,0.3125,0.19318,0.44318,0,12
JAK1,MLP-esm,split3,all,171,0.52203,0.46783,0.58012,0,19
JAK1,MLP-esm,split3,resolvable,115,0.52348,0.45332,0.59246,0,19
JAK1,MLP-esm,split3,unresolvable,56,0.51905,0.42857,0.60833,0,19
JAK1,MLP-esm,split3,resolvable_xfit,113,0.51438,0.43916,0.59184,0,19
JAK1,MLP-esm,split3,unresolvable_xfit,58,0.53233,0.4375,0.6229,0,19
JAK1,MLP-esm,split5,all,91,0.4652,0.39119,0.54066,0,14
JAK1,MLP-esm,split5,resolvable,76,0.46404,0.38333,0.55002,0,14
JAK1,MLP-esm,split5,unresolvable,15,0.47111,0.32444,0.60444,0,14
JAK1,MLP-esm,split5,resolvable_xfit,75,0.46667,0.37667,0.55004,0,14
JAK1,MLP-esm,split5,unresolvable_xfit,16,0.50781,0.32812,0.6875,0,14
JAK1,MLP-theta,split1,all,36,0.55278,0.44167,0.66481,0,9
JAK1,MLP-theta,split1,resolvable,30,0.51556,0.39111,0.64669,0,9
JAK1,MLP-theta,split1,unresolvable,6,0.73889,0.57222,0.90556,0,9
JAK1,MLP-theta,split1,resolvable_xfit,30,0.5375,0.40833,0.6625,0,9
JAK1,MLP-theta,split1,unresolvable_xfit,6,0.72917,0.5625,0.91667,0,9
JAK1,MLP-theta,split2,all,78,0.59701,0.50042,0.68806,0,13
JAK1,MLP-theta,split2,resolvable,50,0.606,0.47865,0.73,0,13
JAK1,MLP-theta,split2,unresolvable,28,0.58095,0.43095,0.72857,0,13
JAK1,MLP-theta,split2,resolvable_xfit,50,0.615,0.485,0.7375,0,13
JAK1,MLP-theta,split2,unresolvable_xfit,28,0.60714,0.45536,0.75,0,13
JAK1,MLP-theta,split3,all,190,0.42789,0.377,0.47579,0,20
JAK1,MLP-theta,split3,resolvable,122,0.37295,0.31585,0.43307,0,20
JAK1,MLP-theta,split3,unresolvable,68,0.52647,0.44461,0.60588,0,20
JAK1,MLP-theta,split3,resolvable_xfit,120,0.36771,0.30417,0.43023,0,20
JAK1,MLP-theta,split3,unresolvable_xfit,70,0.4875,0.41071,0.56786,0,20
JAK1,MLP-theta,split5,all,136,0.65613,0.59533,0.7179,0,17
JAK1,MLP-theta,split5,resolvable,113,0.68437,0.61592,0.75459,0,17
JAK1,MLP-theta,split5,unresolvable,23,0.51739,0.37239,0.6638,0,17
JAK1,MLP-theta,split5,resolvable_xfit,112,0.70312,0.63616,0.76786,0,17
JAK1,MLP-theta,split5,unresolvable_xfit,24,0.51042,0.36979,0.66146,0,17
JAK1,PerturbNet,split1,all,21,0.60635,0.41905,0.7873,0,7
JAK1,PerturbNet,split1,resolvable,18,0.63333,0.42222,0.83333,0,7
JAK1,PerturbNet,split1,unresolvable,3,0.44444,0.06667,0.8,0,7
JAK1,PerturbNet,split1,resolvable_xfit,18,0.625,0.40278,0.83333,0,7
JAK1,PerturbNet,split1,unresolvable_xfit,3,0.41667,0.125,0.75,0,7
JAK1,PerturbNet,split2,all,66,0.57576,0.47672,0.67581,0,12
JAK1,PerturbNet,split2,resolvable,44,0.62727,0.49697,0.75303,0,12
JAK1,PerturbNet,split2,unresolvable,22,0.47273,0.33939,0.62121,0,12
JAK1,PerturbNet,split2,resolvable_xfit,44,0.62216,0.48864,0.74716,0,12
JAK1,PerturbNet,split2,unresolvable_xfit,22,0.50568,0.38068,0.64205,0,12
JAK1,PerturbNet,split5,all,91,0.35018,0.27544,0.42786,0,14
JAK1,PerturbNet,split5,resolvable,76,0.35175,0.26579,0.44825,0,14
JAK1,PerturbNet,split5,unresolvable,15,0.34222,0.18222,0.50233,0,14
JAK1,PerturbNet,split5,resolvable_xfit,75,0.33833,0.25,0.425,0,14
JAK1,PerturbNet,split5,unresolvable_xfit,16,0.4375,0.23438,0.64062,0,14
JAK1,RF-esm+theta,split1,all,21,0.66032,0.46984,0.8381,0,7
JAK1,RF-esm+theta,split1,resolvable,18,0.71852,0.50741,0.88889,0,7
JAK1,RF-esm+theta,split1,unresolvable,3,0.31111,0.0,0.66667,0,7
JAK1,RF-esm+theta,split1,resolvable_xfit,18,0.71528,0.49306,0.88889,0,7
JAK1,RF-esm+theta,split1,unresolvable_xfit,3,0.29167,0.0,0.75,0,7
JAK1,RF-esm+theta,split2,all,66,0.55,0.47323,0.6303,0,12
JAK1,RF-esm+theta,split2,resolvable,44,0.6,0.51212,0.69017,0,12
JAK1,RF-esm+theta,split2,unresolvable,22,0.45,0.29996,0.60303,0,12
JAK1,RF-esm+theta,split2,resolvable_xfit,44,0.59375,0.50852,0.67898,0,12
JAK1,RF-esm+theta,split2,unresolvable_xfit,22,0.42614,0.27841,0.58523,0,12
JAK1,RF-esm+theta,split3,all,171,0.58441,0.52554,0.64289,0,19
JAK1,RF-esm+theta,split3,resolvable,115,0.50609,0.43768,0.57683,0,19
JAK1,RF-esm+theta,split3,unresolvable,56,0.74524,0.65354,0.82976,0,19
JAK1,RF-esm+theta,split3,resolvable_xfit,113,0.50996,0.43916,0.58296,0,19
JAK1,RF-esm+theta,split3,unresolvable_xfit,58,0.72414,0.62716,0.81681,0,19
JAK1,RF-esm+theta,split5,all,91,0.51502,0.42637,0.60952,0,14
JAK1,RF-esm+theta,split5,resolvable,76,0.53509,0.42982,0.63947,0,14
JAK1,RF-esm+theta,split5,unresolvable,15,0.41333,0.24444,0.59111,0,14
JAK1,RF-esm+theta,split5,resolvable_xfit,75,0.52333,0.42,0.63,0,14
JAK1,RF-esm+theta,split5,unresolvable_xfit,16,0.5,0.30469,0.6875,0,14
JAK1,RF-esm,split1,all,21,0.61587,0.44437,0.78413,0,7
JAK1,RF-esm,split1,resolvable,18,0.67037,0.47028,0.85185,0,7
JAK1,RF-esm,split1,unresolvable,3,0.28889,0.0,0.66667,0,7
JAK1,RF-esm,split1,resolvable_xfit,18,0.66667,0.45833,0.85417,0,7
JAK1,RF-esm,split1,unresolvable_xfit,3,0.25,0.0,0.75,0,7
JAK1,RF-esm,split2,all,66,0.53535,0.42677,0.64143,0,12
JAK1,RF-esm,split2,resolvable,44,0.55758,0.41816,0.6932,0,12
JAK1,RF-esm,split2,unresolvable,22,0.49091,0.31208,0.65909,0,12
JAK1,RF-esm,split2,resolvable_xfit,44,0.5483,0.4147,0.6875,0,12
JAK1,RF-esm,split2,unresolvable_xfit,22,0.48864,0.31818,0.66477,0,12
JAK1,RF-esm,split3,all,171,0.6885,0.63976,0.73646,0,19
JAK1,RF-esm,split3,resolvable,115,0.64406,0.58145,0.70436,0,19
JAK1,RF-esm,split3,unresolvable,56,0.77976,0.69524,0.85357,0,19
JAK1,RF-esm,split3,resolvable_xfit,113,0.6427,0.57633,0.71128,0,19
JAK1,RF-esm,split3,unresolvable_xfit,58,0.78879,0.70474,0.86207,0,19
JAK1,RF-esm,split5,all,91,0.44762,0.36042,0.54214,0,14
JAK1,RF-esm,split5,resolvable,76,0.46491,0.37015,0.56757,0,14
JAK1,RF-esm,split5,unresolvable,15,0.36,0.20889,0.52889,0,14
JAK1,RF-esm,split5,resolvable_xfit,75,0.455,0.355,0.56,0,14
JAK1,RF-esm,split5,unresolvable_xfit,16,0.42188,0.24219,0.60938,0,14
JAK1,RF-theta,split1,all,36,0.71759,0.6259,0.80648,0,9
JAK1,RF-theta,split1,resolvable,30,0.71111,0.61222,0.81114,0,9
JAK1,RF-theta,split1,unresolvable,6,0.75,0.58333,0.91667,0,9
JAK1,RF-theta,split1,resolvable_xfit,30,0.73333,0.62917,0.82917,0,9
JAK1,RF-theta,split1,unresolvable_xfit,6,0.75,0.58333,0.91667,0,9
JAK1,RF-theta,split2,all,78,0.56538,0.4735,0.66068,0,13
JAK1,RF-theta,split2,resolvable,50,0.52,0.39332,0.64467,0,13
JAK1,RF-theta,split2,unresolvable,28,0.64643,0.525,0.76789,0,13
JAK1,RF-theta,split2,resolvable_xfit,50,0.5275,0.4025,0.655,0,13
JAK1,RF-theta,split2,unresolvable_xfit,28,0.65625,0.53125,0.77232,0,13
JAK1,RF-theta,split3,all,190,0.52281,0.46316,0.5786,0,20
JAK1,RF-theta,split3,resolvable,122,0.47295,0.40408,0.54017,0,20
JAK1,RF-theta,split3,unresolvable,68,0.61225,0.52353,0.70393,0,20
JAK1,RF-theta,split3,resolvable_xfit,120,0.46146,0.38958,0.52815,0,20
