perturbation,detectable,identifiable,jointly_evaluable,separation,spread
"SERPINF1",False,False,False,1953.67,14267.5
"SGK1",False,False,False,1451.91,7930.87
"SHMT2",False,False,False,3084.41,11770.8
"SLC22A18",False,False,False,1928.37,11124.2
"SLC25A13",False,False,False,1800.65,8262.2
"SLC26A2",False,False,False,1081.62,8080
"SLC5A3",False,False,False,-13.1816,4958.09
"SLC7A5P1",False,False,False,383.676,5930.9
"SMAD3",False,False,False,1025.77,13925.4
"SMAD4",False,False,False,76.5905,3970.78
"SNHG6",False,False,False,551.215,9298.12
"SOX4",False,False,False,-1319.16,2990.2
"SP100",False,False,False,2144.45,18461.4
"SPESP1",False,False,False,514.822,6212.46
"SPINT1",False,False,False,923.263,8931.25
"ST3GAL6-AS1",False,False,False,318.904,5067.5
"ST6GALNAC2",False,False,False,5052.51,18602.6
"STAT1",False,False,False,1387.25,8645.23
"STAT3",False,False,False,711.874,5799.08
"STOM",False,False,False,1422.32,8190.65
"STX7",False,False,False,665.726,6949.91
"TAPBP",False,False,False,-533.937,2798.6
"TAPBPL",False,False,False,63.4242,4170.67
"TFAP2A",False,False,False,819.037,11865.2
"TGFB1",False,False,False,98.4407,7146.33
"TIMP1",False,False,False,-378.341,4297.03
"TM4SF1",False,False,False,2339.96,16068.1
"TMEM173",False,False,False,-344.564,3960.82
"TOP1MT",True,False,False,2819.29,11158.3
"TP53",False,False,False,392.971,10170.8
"TPP1",False,False,False,-150.83,7447.09
"TSC22D3",False,False,False,1306.11,8890.12
"TTLL1",False,False,False,3837.15,11987.5
"TXNDC17",False,False,False,441.421,8750.85
"TYR",False,False,False,1060.04,13006.2
"VDAC2",False,False,False,1397.16,9775.69
"WBP2",False,False,False,2118.62,8166.86
"WNT7A",False,False,False,2235.33,8923.05
