perturbation,detectable,identifiable,jointly_evaluable,separation,spread
"bexarotene|5.0",True,False,False,211.551,839.715
"bi-3406|0.05",True,False,False,347.92,1099.65
"bi-3406|0.5",True,False,False,557.808,892.912
"bi-3406|5.0",True,False,False,77.489,505.073
"bi-78d3|0.05",True,False,False,197.385,818.496
"bi-78d3|0.5",True,False,False,-33.5081,410.946
"bi-78d3|5.0",True,False,False,115.875,982.002
"bicalutamide|0.05",True,False,False,298.784,314.802
"bicalutamide|0.5",True,False,False,128.311,414.723
"bicalutamide|5.0",True,False,False,482.034,1094.61
"bimatoprost|0.05",True,False,False,205.323,302.596
"bimatoprost|0.5",True,False,False,-130.231,109.711
"bimatoprost|5.0",False,False,False,240.498,1042.06
"bimiralisib|0.05",True,False,False,349.754,1687.2
"bimiralisib|0.5",True,False,False,-1.97558,276.055
"bimiralisib|5.0",True,False,False,428.04,1356.08
"binimetinib|0.05",False,False,False,102.241,302.204
"binimetinib|0.5",True,False,False,238.448,920.112
"binimetinib|5.0",True,False,False,139.896,731.351
"bisoprolol|0.05",True,False,False,-9.79212,639.081
"bisoprolol|0.5",True,False,False,533.483,1989.69
"bisoprolol|5.0",True,False,False,-0.0449272,366.868
"bortezomib|0.05",True,False,False,452.598,1092.71
"bortezomib|0.5",True,False,False,154.878,287.629
"bortezomib|5.0",True,False,False,252.37,523.596
"bosentan|0.05",True,False,False,88.7965,927.731
"bosentan|0.5",True,False,False,19.437,576.747
"bosentan|5.0",True,False,False,6.62747,299.364
"brimonidine|0.05",False,False,False,123.252,516.729
"brimonidine|0.5",True,False,False,133.214,642.564
"brimonidine|5.0",True,False,False,335.744,1044.43
"brivudine|0.05",True,False,False,1.27538,358.889
"brivudine|0.5",True,False,False,-74.0962,274.862
"brivudine|5.0",True,False,False,56.8141,411.535
"budesonide|0.05",True,False,False,285.004,1963.24
"budesonide|0.5",True,False,False,221.371,1070.53
"budesonide|5.0",True,False,False,4846.33,6629.41
"busulfan|0.05",True,False,False,342.097,1120.77
"busulfan|0.5",True,False,False,-61.5132,295.134
"busulfan|5.0",True,False,False,208.868,1007.14
"c-kit-in-1|0.05",True,True,True,792.218,769.577
"c-kit-in-1|0.5",True,False,False,881.984,1998.47
"c-kit-in-1|5.0",True,False,False,195.879,1417.39
"cabozantinib|0.05",True,False,False,212.17,681.378
"cabozantinib|0.5",True,False,False,182.584,791.819
"cabozantinib|5.0",True,False,False,423.431,1020.83
"canagliflozin|0.05",True,False,False,89.4951,800.798
"canagliflozin|0.5",True,False,False,-90.6795,227.623
"canagliflozin|5.0",True,False,False,243.081,1376.13
"capivasertib|0.05",True,False,False,217.18,1061.75
"capivasertib|0.5",True,False,False,783.483,1832.01
"capivasertib|5.0",True,False,False,-106.12,182.378
"capmatinib|0.05",True,False,False,355.638,1308.66
"capmatinib|0.5",True,False,False,519.307,1317.08
"capmatinib|5.0",True,False,False,-69.9448,151.769
"captopril|0.05",False,False,False,215.389,748.552
"captopril|0.5",True,False,False,62.6288,790.834
"captopril|5.0",False,False,False,496.296,2345.1
"carbamazepine|0.05",True,False,False,82.6287,239.952
"carbamazepine|0.5",True,False,False,-14.9582,357.861
"carbamazepine|5.0",True,False,False,271.031,977.939
"carbidopa|0.05",False,False,False,412.151,1057.4
"carbidopa|0.5",True,False,False,90.1916,509.678
"carbidopa|5.0",False,False,False,190.5,569.467
"celecoxib|0.05",True,False,False,300.461,710.63
"celecoxib|0.5",True,False,False,-70.9388,393.846
"celecoxib|5.0",True,False,False,-3.41479,357.646
"cepharanthine|0.05",False,False,False,60.9962,423.732
"cepharanthine|0.5",True,False,False,-17.6574,336.995
"cepharanthine|5.0",False,False,False,284.911,1151.12
"chlorhexidine|0.05",True,False,False,29.2532,353.477
"chlorhexidine|0.5",True,False,False,438.36,1829.77
"chlorhexidine|5.0",True,False,False,275.331,987.397
"ciclopirox|0.05",True,False,False,-72.531,379.92
"ciclopirox|0.5",True,False,False,20.1102,375.697
"ciclopirox|5.0",True,False,False,-0.858985,388.532
"cilostazol|0.05",True,False,False,397.747,1975.51
"cilostazol|0.5",True,False,False,529.57,760.068
"cilostazol|5.0",True,False,False,641.146,1801.4
"cinacalcet|0.05",True,False,False,420.339,1727.48
"cinacalcet|0.5",True,False,False,-42.4618,323.683
"cinacalcet|5.0",True,False,False,94.5306,479.727
"citalopram|0.05",True,False,False,160.191,546.69
"citalopram|0.5",True,False,False,56.1392,970.434
"citalopram|5.0",True,False,False,1132.72,3089.7
"clobetasol propionate|0.05",True,False,False,116.779,814.768
"clobetasol propionate|0.5",True,False,False,36.3024,376.036
"clobetasol propionate|5.0",True,False,False,576.21,918.202
"clofarabine|0.05",False,False,False,-61.4506,255.605
"clofarabine|0.5",True,False,False,1260.33,1512.78
"clofarabine|5.0",True,False,False,448.255,1294.35
"clonidine|0.05",True,False,False,353.428,971.083
"clonidine|0.5",True,False,False,37.1937,588.249
"clonidine|5.0",True,False,False,757.431,1946.46
"clopidogrel|0.05",True,False,False,-77.6249,309.617
"clopidogrel|0.5",True,False,False,-74.5107,264.529
"clopidogrel|5.0",True,False,False,77.4282,974.188
"clotrimazole|0.05",True,False,False,306.752,799.738
"clotrimazole|0.5",True,False,False,-31.0752,416.159
"clotrimazole|5.0",True,False,False,212.565,719.722
"cloxacillin|0.05",True,False,False,53.2748,289.653
"cloxacillin|0.5",True,False,False,20.9801,338.569
"cloxacillin|5.0",True,False,False,169.146,539.355
"cobimetinib|0.05",True,False,False,-69.9705,278.397
"cobimetinib|0.5",True,False,False,747.363,1220.16
"cobimetinib|5.0",True,False,False,259.48,735.035
"cp21r7|0.05",True,False,False,377.92,1701.17
"cp21r7|0.5",True,False,False,84.6339,713.319
"cp21r7|5.0",True,False,False,-112.265,301.109
"crizotinib|0.05",False,False,False,63.2667,892.039
"crizotinib|0.5",False,False,False,36.9335,387.411
"crizotinib|5.0",True,False,False,432.703,831.983
"cyclosporin a|0.05",True,False,False,271.4,1520.21
"cyclosporin a|0.5",True,False,False,173.74,744.796
"cyclosporin a|5.0",False,False,False,89.0159,463.102
"cysteamine|0.05",True,False,False,246.832,771.359
"cysteamine|0.5",True,False,False,10.7842,497.792
"cysteamine|5.0",True,False,False,329.882,916.39
"cytarabine|0.05",False,False,False,246.017,733.668
"cytarabine|0.5",False,False,False,529.14,2016.46
"cytarabine|5.0",True,False,False,172.016,759.503
"dabrafenib|0.05",False,False,False,185.911,933.078
"dabrafenib|0.5",True,False,False,240.486,869.878
"dabrafenib|5.0",True,False,False,81.1557,610.427
"daidzin|0.05",False,False,False,291.449,1153.98
"daidzin|0.5",True,False,False,226.572,1074.59
"daidzin|5.0",False,False,False,293.553,689.9
"dapagliflozin ((2s)-1,2-propanediol, hydrate)|0.05",True,False,False,-70.4453,198.858
"dapagliflozin ((2s)-1,2-propanediol, hydrate)|0.5",True,False,False,237.178,682.856
"dapagliflozin ((2s)-1,2-propanediol, hydrate)|5.0",True,False,False,57.2975,501.053
"dapagliflozin|0.05",True,False,False,356.398,1103.12
"dapagliflozin|0.5",True,False,False,341.171,2289.14
"dapagliflozin|5.0",True,False,False,81.0831,590.959
"daptomycin|0.05",True,False,False,797.038,1586.51
"daptomycin|0.5",True,False,False,232.702,458.079
"daptomycin|5.0",True,False,False,243.87,616.362
"darinaparsin|0.05",True,False,False,641.545,1383.73
"darinaparsin|0.5",True,False,False,78.657,732.274
"darinaparsin|5.0",True,False,False,121.322,673.85
"darolutamide|0.05",False,False,False,11.5355,318.042
"darolutamide|0.5",True,False,False,296.208,1358.92
"darolutamide|5.0",True,False,False,288.037,1456.94
"decitabine|0.05",True,False,False,-134.002,107.063
"decitabine|0.5",True,False,False,-19.5704,210.817
"decitabine|5.0",True,False,False,90.0906,791.051
"delamanid|0.05",False,False,False,434.396,1615.29
"delamanid|0.5",True,False,False,15.4937,751.468
"delamanid|5.0",False,False,False,240.008,846.652
"demeclocycline|0.05",True,False,False,155.934,1036.68
"demeclocycline|0.5",True,False,False,38.9959,669.011
"demeclocycline|5.0",True,False,False,579.038,2443.01
"dexamethasone|0.05",True,False,False,213.751,666.242
"dexamethasone|0.5",False,False,False,158.209,790.216
"dexamethasone|5.0",True,False,False,512.265,1621.78
"dexmedetomidine|0.05",True,False,False,306.968,1168.57
"dexmedetomidine|0.5",True,False,False,367.913,1237.86
"dexmedetomidine|5.0",True,False,False,136.671,1098.87
"diammonium glycyrrhizinate|0.05",True,False,False,271.792,809.823
"diammonium glycyrrhizinate|0.5",True,False,False,-141.162,121.44
"diammonium glycyrrhizinate|5.0",True,False,False,488.433,1331.51
"digitoxin|0.05",True,False,False,468.055,1378.39
"digitoxin|0.5",True,False,False,237.08,636.842
"digitoxin|5.0",True,False,False,146.892,342.658
"dihydroartemisinin|0.05",True,False,False,45.5155,408.305
"dihydroartemisinin|0.5",True,False,False,105.072,1005.29
"dihydroartemisinin|5.0",False,False,False,377.115,727.796
"dimethyl fumarate|0.05",True,False,False,-26.7928,431.205
"dimethyl fumarate|0.5",True,False,False,216.351,629.955
"dimethyl fumarate|5.0",True,False,False,213.56,659.96
"dinaciclib|0.05",True,False,False,243.098,515.307
"dinaciclib|0.5",True,False,False,-54.8419,378.483
"dinaciclib|5.0",True,False,False,-35.4358,484.468
"diphenhydramine|0.05",True,False,False,144.917,792.021
"diphenhydramine|0.5",True,False,False,409.269,1151.08
"diphenhydramine|5.0",True,False,False,551.554,2107.63
"docetaxel|0.05",True,False,False,20.3876,352.605
"docetaxel|0.5",True,False,False,277.632,1347.84
"docetaxel|5.0",True,False,False,476.956,2042.62
"dorzolamide|0.05",True,False,False,-64.041,288.467
"dorzolamide|0.5",True,False,False,286.815,1140.65
"dorzolamide|5.0",True,False,False,1037.67,2843.29
"doxorubicin|0.05",True,False,False,-13.7356,452.817
"doxorubicin|0.5",True,False,False,821.696,1285.9
"doxorubicin|5.0",True,False,False,162.212,217.359
"doxycycline|0.05",True,False,False,-101.587,285.48
"doxycycline|0.5",True,False,False,285.677,944.896
"doxycycline|5.0",True,False,False,499.96,1507.95
"drospirenone|0.05",True,False,False,267.508,1200.09
"drospirenone|0.5",True,False,False,231.944,1875.64
"drospirenone|5.0",True,False,False,376.806,570.46
"dt-061|0.05",False,False,False,221.46,679.177
"dt-061|0.5",True,False,False,446.446,912.937
"dt-061|5.0",True,False,False,-169.597,78.9848
"dtp3|0.05",True,False,False,959.39,1923.7
"dtp3|0.5",True,False,False,81.9482,810.676
"dtp3|5.0",True,False,False,-172.154,141.422
"econazole|0.05",False,False,False,106.903,408.269
"econazole|0.5",True,False,False,610.735,1133.19
"econazole|5.0",True,False,False,931.105,1448.5
"edoxaban|0.05",True,False,False,850.997,4810.56
"edoxaban|0.5",True,False,False,212.971,405.671
"edoxaban|5.0",True,False,False,213.198,578.915
"elagolix sodium|0.05",True,False,False,63.7137,297.393
"elagolix sodium|0.5",True,False,False,-67.4868,225.031
"elagolix sodium|5.0",True,False,False,50.7729,383.027
"elimusertib hydrochloride|0.05",False,False,False,73.5224,880.272
"elimusertib hydrochloride|0.5",True,False,False,63.1487,350.52
"elimusertib hydrochloride|5.0",True,False,False,-76.4234,150.763
"encorafenib|0.05",True,False,False,43.7637,581.557
"encorafenib|5.0",True,False,False,142.436,685.18
"entecavir|0.05",True,False,False,219.6,1096.42
"entecavir|0.5",True,False,False,122.847,753.621
"entecavir|5.0",True,False,False,14.8633,415.093
"entrectinib|0.05",True,False,False,262.491,706.816
"entrectinib|0.5",True,False,False,197.292,587.034
"entrectinib|5.0",True,False,False,11.6884,307.848
"epirubicin|0.05",False,False,False,515.56,1301.35
"epirubicin|0.5",True,False,False,2058.23,4218.28
"epirubicin|5.0",True,False,False,852.668,2424.83
"eplerenone|0.05",True,False,False,-124.074,146.829
"eplerenone|0.5",True,False,False,393.285,2102.24
"eplerenone|5.0",True,False,False,50.4956,651.824
"erdafitinib|0.05",True,False,False,74.2837,618.428
"erdafitinib|5.0",True,False,False,-62.686,388.533
"erk5-in-2|0.05",True,False,False,213.147,818.943
"erk5-in-2|0.5",True,False,False,407.793,2003.88
"erk5-in-2|5.0",True,False,False,295.174,810.488
"erlotinib|0.05",True,False,False,93.2651,755.639
"erlotinib|0.5",True,False,False,0.944061,622.103
"erlotinib|5.0",True,False,False,472.558,1257.37
"erythromycin|0.05",True,False,False,1041.9,1598.92
"erythromycin|0.5",False,False,False,593.482,1919.46
"erythromycin|5.0",False,False,False,248.629,809.367
"esmolol|0.05",True,False,False,-5.94682,343.569
"esmolol|0.5",True,False,False,191.867,1754.44
"esmolol|5.0",True,False,False,761.206,2073.83
"estrone sulfate|0.05",True,False,False,272.782,1216.51
"estrone sulfate|0.5",True,False,False,38.0311,370.681
"estrone sulfate|5.0",False,False,False,192.131,928.127
"etc-206|0.05",True,False,False,113.772,425.786
"etc-206|0.5",True,False,False,336.86,1053.76
"etc-206|5.0",True,False,False,39.6533,346.889
"everolimus|0.05",True,False,False,531.626,2477.65
"everolimus|0.5",False,False,False,337.095,1032.34
"everolimus|5.0",True,False,False,136.784,777.598
"ex229|0.05",False,False,False,103.475,471.622
"ex229|0.5",True,False,False,206.975,2006.62
"ex229|5.0",True,False,False,-31.1346,243.553
"fedratinib|0.05",True,False,False,-49.7975,233.204
"fedratinib|0.5",True,False,False,-14.963,420.902
"fedratinib|5.0",True,False,False,73.5993,460.122
"fenofibrate|0.05",False,False,False,22.7645,562.368
"fenofibrate|0.5",False,False,False,108.117,610.929
"fenofibrate|5.0",True,False,False,29.3822,635.227
"ferulic acid|0.05",True,False,False,-26.2028,516.648
"ferulic acid|0.5",True,False,False,438.064,846.61
"ferulic acid|5.0",False,False,False,143.412,446.301
"filgotinib|0.05",True,False,False,596.782,2693.93
"filgotinib|0.5",True,False,False,120.403,736.771
"filgotinib|5.0",True,False,False,419.407,1459.46
"finasteride|0.05",True,False,False,-40.4725,306.952
"finasteride|0.5",True,True,True,615.469,546.203
"finasteride|5.0",False,False,False,573.545,3148.11
"fingolimod|0.05",True,False,False,50.4269,624.281
"fingolimod|0.5",True,False,False,212.987,1270.14
"fingolimod|5.0",True,False,False,18.0898,297.856
"flumatinib|0.05",True,False,False,158.111,563.016
"flumatinib|0.5",False,False,False,248.043,691.673
"flumatinib|5.0",True,False,False,126.343,681.404
"flutamide|0.05",False,False,False,41.2971,646.677
"flutamide|0.5",True,False,False,-57.2917,152.763
"flutamide|5.0",True,False,False,74.2559,734.027
"fluvoxamine|0.05",False,False,False,86.8184,698.669
"fluvoxamine|0.5",False,False,False,827.322,2210.41
"fluvoxamine|5.0",True,False,False,464.4,1966.94
"folic acid|0.05",True,False,False,206.467,752.013
"folic acid|0.5",True,False,False,199.528,639.164
"folic acid|5.0",True,False,False,863.856,1284.72
"fostamatinib|0.05",True,False,False,61.4372,354.816
"fostamatinib|0.5",True,False,False,97.5042,531.367
"fostamatinib|5.0",False,False,False,151.518,909.421
"fulvestrant|0.05",True,False,False,255.844,1013.02
"fulvestrant|0.5",True,False,False,362.217,2576.42
"fulvestrant|5.0",True,False,False,315.124,1057.66
"fumaric acid|0.05",True,False,False,497.715,1291.7
"fumaric acid|0.5",False,False,False,8.63792,413.05
"fumaric acid|5.0",True,False,False,207.993,617.036
"furosemide|0.05",True,False,False,159.074,728.116
"furosemide|0.5",True,False,False,-2.99935,324.804
"furosemide|5.0",True,False,False,236.098,980.281
"fusidic acid|0.05",False,False,False,282.905,949.993
"fusidic acid|0.5",True,False,False,-72.2074,295.678
"fusidic acid|5.0",False,False,False,245.124,774.603
"futibatinib|0.05",True,False,False,178.844,828.914
"futibatinib|0.5",True,False,False,47.1369,547.205
"futibatinib|5.0",True,False,False,85.9961,791.705
"gallic acid|0.05",True,False,False,53.9148,544.994
"gallic acid|0.5",True,False,False,-4.49087,378.452
"gallic acid|5.0",True,False,False,72.8114,450.795
"gefitinib|0.05",True,False,False,101.016,460.614
"gefitinib|0.5",False,False,False,287.119,1172.29
"gefitinib|5.0",True,False,False,678.547,1432.27
"gemcitabine|0.05",False,False,False,316.359,1224.22
"gemcitabine|0.5",True,False,False,740.048,1689.3
"gemcitabine|5.0",True,False,False,-61.8074,248.162
"gemfibrozil|0.05",True,False,False,-61.7248,223.327
"gemfibrozil|0.5",True,False,False,36.5305,477.73
"gemfibrozil|5.0",True,False,False,-79.0974,268.682
"glasdegib|0.05",True,False,False,661.094,1918.14
"glasdegib|0.5",True,False,False,263.953,1215.65
"glasdegib|5.0",False,False,False,193.232,340.042
"glycyrrhizic acid|0.05",True,False,False,-51.201,293.719
"glycyrrhizic acid|0.5",True,False,False,51.7372,490.916
"glycyrrhizic acid|5.0",True,False,False,-61.8692,223.065
"goserelin|0.05",True,False,False,325.333,1511.95
"goserelin|0.5",True,False,False,120.454,682.881
"goserelin|5.0",True,False,False,308.114,584.341
"gsk1059615|0.05",True,False,False,-51.5162,196.851
"gsk1059615|0.5",True,False,False,-120.452,240.272
"gsk1059615|5.0",True,False,False,401.254,1113.64
"harringtonine|0.05",True,False,False,435.947,822.839
"harringtonine|0.5",True,False,False,713.257,1420.88
"harringtonine|5.0",True,False,False,621.978,992.203
"hesperidin|0.05",True,False,False,86.2572,806.31
"hesperidin|0.5",True,False,False,190.142,1082.52
"hesperidin|5.0",True,False,False,27.5217,661.287
"hexylresorcinol|0.05",True,False,False,1287.65,2723.89
"hexylresorcinol|0.5",True,False,False,175.692,522.478
"hexylresorcinol|5.0",True,False,False,690.778,2640.56
"hi-topk-032|0.05",True,False,False,1099.06,1932.17
"hi-topk-032|0.5",True,False,False,268.612,1017.65
"hi-topk-032|5.0",True,False,False,108.801,724.406
"homoharringtonine|0.05",True,False,False,240.783,346.054
"homoharringtonine|0.5",True,False,False,198.828,359.154
"homoharringtonine|5.0",True,False,False,351.895,930.328
"hydroxyfasudil|0.05",False,False,False,523.34,1634.4
"hydroxyfasudil|0.5",True,False,False,194.086,795.428
"hydroxyfasudil|5.0",True,False,False,-63.9028,249.135
"hydroxyurea|0.05",True,False,False,-28.1841,435.847
"hydroxyurea|0.5",True,False,False,493.027,2128.8
"hydroxyurea|5.0",True,False,False,343.988,1062.33
"idarubicin|0.05",True,False,False,296.491,1054.33
"idarubicin|0.5",True,False,False,471.579,1412.14
"idarubicin|5.0",True,False,False,220.143,426.485
"idoxuridine|0.05",True,False,False,-80.2426,170.948
"idoxuridine|0.5",True,False,False,-86.5228,279.065
"idoxuridine|5.0",True,False,False,404.98,1154.51
"imiquimod|0.05",True,False,False,48.2719,551.881
"imiquimod|0.5",True,False,False,179.958,1209.05
"imiquimod|5.0",True,False,False,97.9128,1012.72
"indacaterol|0.05",False,False,False,383.096,1093.58
"indacaterol|0.5",True,False,False,40.0944,385.928
"indacaterol|5.0",True,False,False,89.4221,446.626
"infigratinib|0.05",True,False,False,-15.7524,381.631
