perturbation,detectable,identifiable,jointly_evaluable,separation,spread
"Tacedinaline (CI994) | 10000.0",False,False,False,6766.12,14718.9
"Tanespimycin (17-AAG) | 10.0",False,False,False,-188.83,6783.22
"Tazemetostat (EPZ-6438) | 10.0",True,False,False,928.226,16209.7
"Tazemetostat (EPZ-6438) | 100.0",False,False,False,-403.003,9268.24
"Tazemetostat (EPZ-6438) | 10000.0",True,False,False,-589.235,4674.87
"Temsirolimus (CCI-779, NSC 683864) | 1000.0",True,False,False,688.675,7307.8
"Thalidomide | 10.0",False,False,False,153.094,8327.8
"Thalidomide | 100.0",False,False,False,-1098.73,3632.17
"Thalidomide | 10000.0",False,False,False,7499.84,22491.1
"Thiotepa | 10.0",False,False,False,613.029,10833
"Thiotepa | 100.0",False,False,False,-703.778,7502.3
"Tie2 kinase inhibitor | 10.0",False,False,False,-500.97,6783.79
"Tie2 kinase inhibitor | 100.0",False,False,False,857.449,9898.68
"Tie2 kinase inhibitor | 1000.0",False,False,False,-1051.81,6807.04
"Tie2 kinase inhibitor | 10000.0",True,False,False,2279.31,9260.46
"Tofacitinib (CP-690550) Citrate | 10.0",False,False,False,3803.81,14088.9
"Tofacitinib (CP-690550) Citrate | 100.0",False,False,False,-1554.01,2913.56
"Tofacitinib (CP-690550) Citrate | 1000.0",False,False,False,1666.59,7263.74
"Tofacitinib (CP-690550) Citrate | 10000.0",False,False,False,1643.57,9672.33
"Toremifene Citrate | 10.0",False,False,False,-132.332,5047.22
"Toremifene Citrate | 100.0",False,False,False,-1007.67,7211.93
"Toremifene Citrate | 1000.0",True,False,False,2311.84,5338.54
"Trametinib (GSK1120212) | 1000.0",False,False,False,-518.384,4005.48
"Tranylcypromine (2-PCPA) HCl | 10.0",False,False,False,-1092.2,4106.67
"Tranylcypromine (2-PCPA) HCl | 100.0",False,False,False,664.168,11321
"Tranylcypromine (2-PCPA) HCl | 1000.0",False,False,False,835.067,6322.3
"Tranylcypromine (2-PCPA) HCl | 10000.0",False,False,False,172.055,9408.52
"Triamcinolone Acetonide | 10.0",False,False,False,697.737,8671.03
"Triamcinolone Acetonide | 100.0",False,False,False,-745.898,4314.47
"Triamcinolone Acetonide | 1000.0",False,False,False,-399.255,6064.68
"Triamcinolone Acetonide | 10000.0",False,False,False,560.392,13225.4
"Trichostatin A (TSA) | 10.0",False,False,False,2258.82,20475.2
"Trichostatin A (TSA) | 100.0",False,False,False,1103.97,9451.29
"Trichostatin A (TSA) | 1000.0",False,False,False,-1014.2,5228.17
"Tubastatin A HCl | 10.0",False,False,False,232.277,13983.6
"Tubastatin A HCl | 100.0",False,False,False,-842.529,6309.91
"Tubastatin A HCl | 1000.0",False,False,False,-367.494,7038.27
"Tubastatin A HCl | 10000.0",False,False,False,2272.13,11467.5
"Tucidinostat (Chidamide) | 10.0",False,False,False,-1148.98,6074.73
"Tucidinostat (Chidamide) | 1000.0",False,False,False,-718.009,9680.82
"UNC0379 | 10.0",False,False,False,340.485,8987.66
"UNC0379 | 100.0",False,False,False,1651.14,10918.4
"UNC0379 | 1000.0",False,False,False,233.836,8527.78
"UNC0631 | 10.0",False,False,False,2190.81,21040.9
"UNC0631 | 100.0",False,False,False,-343.703,6023.4
"UNC0631 | 1000.0",False,False,False,2071.82,13275.8
"UNC0631 | 10000.0",False,False,False,6182.14,16850.8
"UNC1999 | 10.0",False,False,False,-240.063,4595.85
"UNC1999 | 1000.0",False,False,False,1770.06,8581.87
"Valproic acid sodium salt (Sodium valproate) | 10.0",False,False,False,354.359,10952
"Valproic acid sodium salt (Sodium valproate) | 100.0",False,False,False,892.836,10451
"Valproic acid sodium salt (Sodium valproate) | 1000.0",False,False,False,-759.186,4039.45
"Valproic acid sodium salt (Sodium valproate) | 10000.0",False,False,False,1008.29,10479.2
"Vandetanib (ZD6474) | 10.0",False,False,False,-950.115,3588.85
"Vandetanib (ZD6474) | 100.0",False,False,False,917.245,17895.5
"Vandetanib (ZD6474) | 1000.0",False,False,False,4164.98,21608.8
"Veliparib (ABT-888) | 10.0",False,False,False,1325.9,9272.99
"Veliparib (ABT-888) | 100.0",False,False,False,728.576,10921.7
"Veliparib (ABT-888) | 1000.0",False,False,False,467.215,5532.65
"Veliparib (ABT-888) | 10000.0",False,False,False,-648.356,8337.18
"WHI-P154 | 10.0",False,False,False,-2027.21,2459.2
"WHI-P154 | 100.0",False,False,False,-1534.33,3372.04
"WHI-P154 | 1000.0",False,False,False,-661.187,6346.49
"WHI-P154 | 10000.0",False,False,False,-774.889,3858.84
"WP1066 | 10.0",True,False,False,2519,14684.4
"WP1066 | 100.0",False,False,False,7269.72,16790.9
"WP1066 | 1000.0",False,False,False,1015.06,9620.53
"WP1066 | 10000.0",False,False,False,1267.76,12690.1
"XAV-939 | 10.0",False,False,False,753.479,11377.1
"XAV-939 | 100.0",False,False,False,1737.02,8114.56
"XAV-939 | 1000.0",False,False,False,-1880.62,1799.55
"ZM 447439 | 10.0",False,False,False,-252.555,7246.55
"ZM 447439 | 100.0",False,False,False,-1074.67,4158.29
"Zileuton | 10.0",False,False,False,-108.679,7193.5
"Zileuton | 100.0",False,False,False,7048.07,22069.6
"Zileuton | 1000.0",False,False,False,-481.325,7773.82
"Zileuton | 10000.0",False,False,False,4679.43,13127.3
