perturbation,detectable,identifiable,jointly_evaluable,separation,spread
"Roscovitine (Seliciclib,CYC202) | 10000.0",False,False,False,601.616,3940.7
"Roxadustat (FG-4592) | 10.0",False,False,False,-892.903,1358.39
"Roxadustat (FG-4592) | 1000.0",False,False,False,532.311,4420.32
"Roxadustat (FG-4592) | 10000.0",False,False,False,230.516,5108.57
"Rucaparib (AG-014699,PF-01367338) phosphate | 10.0",False,False,False,-672.82,1471.32
"Rucaparib (AG-014699,PF-01367338) phosphate | 100.0",False,False,False,-305.92,3170.58
"Rucaparib (AG-014699,PF-01367338) phosphate | 1000.0",False,False,False,-108.34,2300.2
"Rucaparib (AG-014699,PF-01367338) phosphate | 10000.0",False,False,False,-114.469,3085.34
"Ruxolitinib (INCB018424) | 10.0",False,False,False,-825.853,1348.24
"Ruxolitinib (INCB018424) | 100.0",False,False,False,-170.098,3880.94
"Ruxolitinib (INCB018424) | 1000.0",False,False,False,283.027,4102.36
"Ruxolitinib (INCB018424) | 10000.0",False,False,False,-103.423,4915.01
"S-Ruxolitinib (INCB018424) | 10.0",False,False,False,347.932,4988.49
"S-Ruxolitinib (INCB018424) | 100.0",False,False,False,425.599,3965.52
"S-Ruxolitinib (INCB018424) | 1000.0",False,False,False,-118.578,3056.22
"S-Ruxolitinib (INCB018424) | 10000.0",False,False,False,-794.841,1565.82
"S3I-201 | 10.0",False,False,False,225.816,3327.1
"S3I-201 | 100.0",False,False,False,54.0578,3104.38
"S3I-201 | 1000.0",False,False,False,-228.203,3124.09
"S3I-201 | 10000.0",False,False,False,1659.08,5667.79
"SB431542 | 10.0",False,False,False,523.697,5072.76
"SB431542 | 100.0",False,False,False,302.678,3764.96
"SB431542 | 1000.0",False,False,False,4108.2,18657.1
"SB431542 | 10000.0",False,False,False,-197.455,2611.47
"SGI-1776 free base | 10.0",False,False,False,639.397,6300.02
"SGI-1776 free base | 100.0",False,False,False,835.464,5294.55
"SGI-1776 free base | 1000.0",False,False,False,462.135,3068.37
"SL-327 | 10.0",False,False,False,-4.39067,4055.5
"SL-327 | 100.0",False,False,False,-535.56,1821.21
"SL-327 | 1000.0",False,False,False,-553.694,1483.62
"SL-327 | 10000.0",False,False,False,-516.813,2096.17
"SNS-314 | 1000.0",False,False,False,4490.52,9528
"SRT1720 HCl | 10.0",False,False,False,-525.846,1469.08
"SRT1720 HCl | 100.0",False,False,False,1605.73,7372.89
"SRT1720 HCl | 1000.0",False,False,False,-187.604,3702.09
"SRT2104 (GSK2245840) | 10.0",False,False,False,116.739,3263.82
"SRT2104 (GSK2245840) | 100.0",False,False,False,508.567,3448.65
"SRT2104 (GSK2245840) | 1000.0",False,False,False,77.2775,4516.83
"SRT2104 (GSK2245840) | 10000.0",False,False,False,-413.527,2328.22
"SRT3025 HCl | 10.0",False,False,False,1236.08,8836.36
"SRT3025 HCl | 100.0",False,False,False,-469.755,2041.08
"SRT3025 HCl | 1000.0",False,False,False,-613.343,1423.6
"SRT3025 HCl | 10000.0",False,False,False,-640.082,1761.24
"Selisistat (EX 527) | 10.0",False,False,False,2788.04,7903.65
"Selisistat (EX 527) | 100.0",False,False,False,603.624,6095.52
"Selisistat (EX 527) | 1000.0",False,False,False,690.82,10790.7
"Selisistat (EX 527) | 10000.0",False,False,False,97.9147,3418.01
"Sirtinol | 10.0",False,False,False,-798.465,1203.79
"Sirtinol | 100.0",False,False,False,369.588,3330.13
"Sirtinol | 1000.0",False,False,False,15.391,2534.97
"Sirtinol | 10000.0",False,False,False,1616.82,5102.24
"Sodium Phenylbutyrate | 10.0",False,False,False,415.195,5703.45
"Sodium Phenylbutyrate | 100.0",False,False,False,-707.474,524.713
"Sodium Phenylbutyrate | 1000.0",False,False,False,687.468,6733.93
"Sodium Phenylbutyrate | 10000.0",False,False,False,194.013,3662.18
"Sorafenib Tosylate | 10.0",False,False,False,-748.215,830.024
"Sorafenib Tosylate | 100.0",False,False,False,207.166,4424.89
"Sorafenib Tosylate | 1000.0",False,False,False,902.736,4342.53
"Streptozotocin (STZ) | 10.0",False,False,False,-604.743,1638.58
"Streptozotocin (STZ) | 100.0",False,False,False,640.33,6967.47
"Streptozotocin (STZ) | 1000.0",False,False,False,-283.921,1717.91
"Streptozotocin (STZ) | 10000.0",False,False,False,-62.0896,2179.15
"TAK-901 | 10.0",False,False,False,-540.201,1674.06
"TAK-901 | 100.0",True,False,False,5993.32,12913.5
"TG101209 | 10.0",True,False,False,178.359,4553.29
"TG101209 | 100.0",False,False,False,-378.29,1434.34
"TGX-221 | 10.0",False,False,False,-384.75,2694.61
"TGX-221 | 100.0",False,False,False,160.166,3669.97
"TGX-221 | 1000.0",False,False,False,-134.888,3118.96
"TGX-221 | 10000.0",False,False,False,-147.556,3059.86
"TMP195 | 10.0",False,False,False,6144.29,21529.8
"TMP195 | 100.0",False,False,False,-465.581,2295.42
"TMP195 | 1000.0",False,False,False,1732.95,15002.3
"TMP195 | 10000.0",False,False,False,503.159,2881.67
"Tacedinaline (CI994) | 10.0",False,False,False,-105.421,2616.14
"Tacedinaline (CI994) | 100.0",False,False,False,762.571,6030.95
"Tacedinaline (CI994) | 1000.0",False,False,False,918.591,7657.34
"Tanespimycin (17-AAG) | 10.0",False,False,False,31.8776,3629.27
"Tazemetostat (EPZ-6438) | 10.0",False,False,False,1005.78,4962.85
"Tazemetostat (EPZ-6438) | 100.0",False,False,False,-26.729,3050.7
"Tazemetostat (EPZ-6438) | 1000.0",False,False,False,92.5937,5532.49
"Tazemetostat (EPZ-6438) | 10000.0",False,False,False,-739.568,1019.59
"Temsirolimus (CCI-779, NSC 683864) | 10.0",True,False,False,209.397,4420.96
"Temsirolimus (CCI-779, NSC 683864) | 100.0",False,False,False,554.207,6248.76
"Temsirolimus (CCI-779, NSC 683864) | 1000.0",False,False,False,35.8743,3181.04
"Thalidomide | 10.0",False,False,False,-117.879,3879.96
"Thalidomide | 100.0",True,False,False,671.343,4706.39
"Thalidomide | 1000.0",False,False,False,-32.1336,1597.37
"Thalidomide | 10000.0",False,False,False,486.691,4926.19
"Thiotepa | 10.0",False,False,False,-418.51,2956.74
"Thiotepa | 100.0",False,False,False,-291.375,2547.36
"Thiotepa | 1000.0",True,False,False,632.027,4854.22
"Thiotepa | 10000.0",False,False,False,1540.91,10423.9
"Tie2 kinase inhibitor | 10.0",False,False,False,2198.67,7985.49
"Tie2 kinase inhibitor | 100.0",False,False,False,3278.24,15518.2
"Tie2 kinase inhibitor | 1000.0",False,False,False,-399.422,1503.56
"Tie2 kinase inhibitor | 10000.0",False,False,False,-134.345,2411.68
"Tofacitinib (CP-690550) Citrate | 10.0",False,False,False,-148.742,4708.26
"Tofacitinib (CP-690550) Citrate | 100.0",False,False,False,-960.196,815.45
"Tofacitinib (CP-690550) Citrate | 1000.0",False,False,False,-426.284,2743.72
"Tofacitinib (CP-690550) Citrate | 10000.0",False,False,False,-441.608,1191.33
"Toremifene Citrate | 10.0",False,False,False,645.538,6551.11
"Toremifene Citrate | 100.0",True,False,False,1009.6,8330.42
"Toremifene Citrate | 1000.0",True,False,False,2629.32,9134.17
"Tozasertib (VX-680, MK-0457) | 10.0",False,False,False,-353.78,2405.74
"Tranylcypromine (2-PCPA) HCl | 10.0",False,False,False,735.115,3655.71
"Tranylcypromine (2-PCPA) HCl | 100.0",False,False,False,286.597,2937.95
"Tranylcypromine (2-PCPA) HCl | 1000.0",False,False,False,-304.541,2622.15
"Tranylcypromine (2-PCPA) HCl | 10000.0",False,False,False,98.6643,4116.56
"Triamcinolone Acetonide | 10.0",False,False,False,1874.9,6622.85
"Triamcinolone Acetonide | 100.0",False,False,False,1404.73,15176.8
"Triamcinolone Acetonide | 1000.0",False,False,False,-0.550781,2698.88
"Triamcinolone Acetonide | 10000.0",False,False,False,-558.831,1138.07
"Trichostatin A (TSA) | 10.0",False,False,False,-59.2134,3978.01
"Trichostatin A (TSA) | 100.0",False,False,False,651.955,8045.04
"Trichostatin A (TSA) | 1000.0",False,False,False,-600.441,2143
"Tubastatin A HCl | 10.0",False,False,False,-351.524,1710.84
"Tubastatin A HCl | 100.0",False,False,False,6289.7,24782.2
"Tubastatin A HCl | 1000.0",False,False,False,-655.312,1252.05
"Tubastatin A HCl | 10000.0",False,False,False,-833.185,1289.93
"Tucidinostat (Chidamide) | 10.0",False,False,False,-637.542,1467.85
"Tucidinostat (Chidamide) | 100.0",False,False,False,23.293,4925.87
"Tucidinostat (Chidamide) | 1000.0",True,False,False,574.851,3940.82
"UNC0379 | 10.0",False,False,False,-143.904,1990.61
"UNC0379 | 100.0",False,False,False,31.7508,4064.65
"UNC0379 | 1000.0",False,False,False,-441.304,2540.45
"UNC0631 | 10.0",False,False,False,522.57,4962.02
"UNC0631 | 100.0",False,False,False,15.1185,2562.04
"UNC0631 | 1000.0",False,False,False,1567.29,8229.85
"UNC0631 | 10000.0",False,False,False,1313.97,5405.22
"UNC1999 | 10.0",False,False,False,-317.272,2206.02
"UNC1999 | 100.0",False,False,False,106.652,3665.23
"UNC1999 | 1000.0",False,False,False,-497.843,2247.87
"UNC1999 | 10000.0",False,False,False,-491.087,2171.65
"Valproic acid sodium salt (Sodium valproate) | 10.0",False,False,False,-364.33,2945.85
"Valproic acid sodium salt (Sodium valproate) | 100.0",False,False,False,1617.86,6672.22
"Valproic acid sodium salt (Sodium valproate) | 1000.0",False,False,False,1308.45,5408.67
"Valproic acid sodium salt (Sodium valproate) | 10000.0",False,False,False,-584.145,1459.43
"Vandetanib (ZD6474) | 10.0",False,False,False,932.887,5346.87
"Vandetanib (ZD6474) | 100.0",False,False,False,335.986,3245.41
"Vandetanib (ZD6474) | 1000.0",False,False,False,12.0995,2201.71
"Veliparib (ABT-888) | 10.0",False,False,False,-776.618,1282.27
"Veliparib (ABT-888) | 100.0",False,False,False,-30.0634,2720.66
"Veliparib (ABT-888) | 1000.0",False,False,False,-717.825,1638.53
"Veliparib (ABT-888) | 10000.0",True,False,False,43.399,2993.23
"WHI-P154 | 10.0",False,False,False,235.64,2889.67
"WHI-P154 | 100.0",False,False,False,1324.96,5163.78
"WHI-P154 | 1000.0",False,False,False,1449.16,12352.9
"WHI-P154 | 10000.0",False,False,False,-639.341,1600.04
"WP1066 | 10.0",False,False,False,-807.577,956.349
"WP1066 | 100.0",False,False,False,22.1646,5017.46
"WP1066 | 1000.0",False,False,False,-451.206,2371.5
"WP1066 | 10000.0",False,False,False,854.632,3496.11
"XAV-939 | 10.0",False,False,False,-193.492,2650.59
"XAV-939 | 100.0",False,False,False,712.552,4329.86
"XAV-939 | 1000.0",False,False,False,-383.722,1892.1
"XAV-939 | 10000.0",False,False,False,19.8743,3330.25
"YM155 (Sepantronium Bromide) | 10.0",False,False,False,249.613,5539.3
"ZM 447439 | 10.0",False,False,False,-97.2404,2833.32
"ZM 447439 | 100.0",True,False,False,252.021,3075.02
"ZM 447439 | 1000.0",False,False,False,-92.5694,2133.22
"ZM 447439 | 10000.0",False,False,False,4992.03,8515.97
"Zileuton | 10.0",False,False,False,-368.812,2431.94
"Zileuton | 100.0",False,False,False,530.873,3384.58
"Zileuton | 1000.0",False,False,False,226.213,2783.86
"Zileuton | 10000.0",False,False,False,835.199,8406.23
