dataset,depth,n_perturbations,n_pool,tau,pds_P,pds_P_lo,pds_P_hi,frac_P_above_065,pds_X,pds_X_lo,pds_X_hi,frac_X_above_065,delta_PX,delta_PX_lo,delta_PX_hi,delta_PX_signflip_p,frac_perturbations_delta_gt0,verdict_flip_frac,verdict
Replogle,30,400,400,0.05,0.7639502923976608,0.745905545112782,0.7817550334168756,0.6875,0.7442159565580618,0.7260442878028405,0.7621107873851295,0.6425,0.01973433583959899,0.01205843776106933,0.027563074352548036,9.999000099990002e-05,0.63,0.145,CONCORDANT
Replogle,50,367,367,0.05,0.7885980454926717,0.7688072566916316,0.8080905709166532,0.7329700272479565,0.7836676047110673,0.7625036603584421,0.8035941493823301,0.7302452316076294,0.0049304407816044005,-0.004737260711821837,0.014980494632301482,0.3281671832816718,0.5040871934604905,0.1335149863760218,CONCORDANT
