dataset,depth,n_perturbations,n_pool,tau,pds_P,pds_P_lo,pds_P_hi,frac_P_above_065,pds_X,pds_X_lo,pds_X_hi,frac_X_above_065,delta_PX,delta_PX_lo,delta_PX_hi,delta_PX_signflip_p,frac_perturbations_delta_gt0,verdict_flip_frac,verdict
TP53,30,98,98,0.05,0.4907567150571569,0.4765691843747809,0.5050643453257591,0.01020408163265306,0.49455782312925173,0.47687723543025456,0.5124843958201838,0.05102040816326531,-0.003801108072094822,-0.026362297496318104,0.0186354232414615,0.7374262573742626,0.5306122448979592,0.061224489795918366,NOT_INFORMATIVE
TP53,50,98,98,0.05,0.49684409846412786,0.481303036678589,0.5122801388596676,0.02040816326530612,0.4916333543726769,0.46968739042008567,0.5129325338382776,0.05102040816326531,0.005210744091451005,-0.019166841994529775,0.029518725015779495,0.6796320367963203,0.5204081632653061,0.07142857142857142,NOT_INFORMATIVE
