dataset,depth,n_perturbations,n_pool,tau,n_perturbations_W,pds_W,W_comparable,pds_P,pds_P_lo,pds_P_hi,frac_P_above_065,pds_X,pds_X_lo,pds_X_hi,frac_X_above_065,delta_PX,delta_PX_lo,delta_PX_hi,delta_PX_signflip_p,frac_perturbations_delta_gt0,verdict_flip_frac,verdict
sciPlex,30,188,188,0.05,188,0.6574524974399818,True,0.646992452687071,0.6282887226457314,0.6658704535972996,0.4521276595744681,0.6288675237986878,0.6104019228581181,0.6479482876322675,0.3670212765957447,0.018124928888383216,0.0038816513065574494,0.03225499677627337,0.014498550144985502,0.5797872340425532,0.30851063829787234,CONCORDANT
sciPlex,50,188,188,0.05,188,0.6924811317176774,True,0.6790173322713998,0.6597164542799712,0.6991852505025221,0.5531914893617021,0.6385500815413206,0.6181437023552167,0.6599769124284142,0.44680851063829785,0.04046725073007926,0.024545501953199073,0.05634002730686085,9.999000099990002e-05,0.6329787234042553,0.3191489361702128,OVERSTATING
sciPlex,100,188,188,0.05,186,,False,0.7235199302158001,0.7022110497970948,0.7448091838282701,0.648936170212766,0.703510069404938,0.6819831133613986,0.7243338263738764,0.6329787234042553,0.02000986081086206,0.0011867106610535904,0.03893157166154662,0.0375962403759624,0.5531914893617021,0.30319148936170215,CONCORDANT
