dataset,depth,n_perturbations,n_pool,tau,pds_W,n_perturbations_W,pds_P,pds_P_lo,pds_P_hi,frac_P_above_065,pds_X,pds_X_lo,pds_X_hi,frac_X_above_065,delta_PX,delta_PX_lo,delta_PX_hi,delta_PX_signflip_p,frac_perturbations_delta_gt0,verdict_flip_frac,verdict
sciPlex,30,188,188,0.05,0.5883775173512344,188,0.5760477111540941,0.5600730553343194,0.5922390677741116,0.2393617021276596,0.5751981643721319,0.5606875545189062,0.589938275116623,0.2074468085106383,0.0008495467819622911,-0.014603671255736344,0.016335570978875093,0.9175082491750824,0.48404255319148937,0.20212765957446807,CONCORDANT
sciPlex,50,188,188,0.05,0.6403003754693367,188,0.6189308605453787,0.602436663253309,0.635884912959381,0.324468085106383,0.581363067470702,0.5623563071263321,0.6009105605491712,0.2978723404255319,0.037567793074676684,0.021317413812720447,0.05394290211248911,9.999000099990002e-05,0.648936170212766,0.2393617021276596,INCONCLUSIVE
sciPlex,100,188,188,0.05,0.6576212690105054,188,0.6342264952402624,0.615154454431676,0.6533738195471612,0.4148936170212766,0.6110972048393826,0.5867682140554482,0.6344652406417113,0.3882978723404255,0.023129290400879896,0.003869562331702511,0.04329469602154208,0.0235976402359764,0.5691489361702128,0.31382978723404253,CONCORDANT
