dataset,depth,n_perturbations,n_pool,tau,pds_P,pds_P_lo,pds_P_hi,frac_P_above_065,pds_X,pds_X_lo,pds_X_hi,frac_X_above_065,delta_PX,delta_PX_lo,delta_PX_hi,delta_PX_signflip_p,frac_perturbations_delta_gt0,verdict_flip_frac,verdict
KRAS,30,97,97,0.05,0.497057560137457,0.4815863044100802,0.5127935280641466,0.030927835051546393,0.49644186712485683,0.4803620776059565,0.5123140392325317,0.020618556701030927,0.0006156930126002367,-0.020755118843069867,0.0226734321305842,0.9572042795720428,0.5051546391752577,0.05154639175257732,NOT_INFORMATIVE
KRAS,50,97,97,0.05,0.4961411798396335,0.4781999928407789,0.5136674899770904,0.05154639175257732,0.5057202176403206,0.4857665735967926,0.5257447379725085,0.07216494845360824,-0.009579037800687293,-0.03570321449026347,0.01590886311569297,0.46625337466253375,0.5360824742268041,0.10309278350515463,NOT_INFORMATIVE
