dataset,depth,n_perturbations,n_pool,tau,n_perturbations_W,pds_W,W_comparable,pds_P,pds_P_lo,pds_P_hi,frac_P_above_065,pds_X,pds_X_lo,pds_X_hi,frac_X_above_065,delta_PX,delta_PX_lo,delta_PX_hi,delta_PX_signflip_p,frac_perturbations_delta_gt0,verdict_flip_frac,verdict
VCC,30,139,139,0.05,139,0.7126472734855593,True,0.7192472109269107,0.6900391860424705,0.749210544607792,0.5683453237410072,0.6953949883571404,0.6660373440378132,0.7244294998783581,0.5251798561151079,0.023852222569770286,0.010141365168734593,0.037677770826816816,0.0012998700129987,0.5683453237410072,0.18705035971223022,CONCORDANT
VCC,50,139,139,0.05,132,,False,0.7371459354255727,0.7095953671845133,0.7645892850936642,0.6474820143884892,0.7537795850276301,0.7248336982587842,0.7824595975393598,0.6690647482014388,-0.016633649602057494,-0.03048005074201511,-0.0027069648628923024,0.020397960203979604,0.34532374100719426,0.1510791366906475,CONCORDANT
VCC,100,132,132,0.05,108,,False,0.7917765440666203,0.7578362826740689,0.824235484617164,0.7424242424242424,0.7739224304109799,0.7390119708535738,0.8080270259850411,0.7045454545454546,0.01785411365564037,0.004934748245816909,0.031066485465340413,0.008599140085991401,0.5227272727272727,0.05303030303030303,CONCORDANT
