perturbation,detectable,identifiable,jointly_evaluable,separation,spread
"S3I-201 | 10.0",False,False,False,14188.7,75390.8
"S3I-201 | 100.0",False,False,False,46952.8,210617
"S3I-201 | 10000.0",False,False,False,8689.25,91033.9
"SB431542 | 10.0",False,False,False,13882.8,117974
"SB431542 | 100.0",False,False,False,-8165.83,50952.9
"SB431542 | 1000.0",False,False,False,-14490.4,28676.2
"SB431542 | 10000.0",False,False,False,-12746,46868.5
"SGI-1776 free base | 10.0",False,False,False,-3175.66,57587.9
"SGI-1776 free base | 100.0",False,False,False,-8899.22,61977.9
"SGI-1776 free base | 1000.0",False,False,False,15809.5,154733
"SL-327 | 10.0",False,False,False,-11587.2,59301.8
"SL-327 | 100.0",False,False,False,-12914,62040.7
"SL-327 | 1000.0",False,False,False,-11271.7,41954.4
"SRT1720 HCl | 1000.0",False,False,False,-6882.58,55067.8
"SRT1720 HCl | 10000.0",False,False,False,11588.4,99155.5
"SRT2104 (GSK2245840) | 10.0",False,False,False,-11309.9,43617.2
"SRT2104 (GSK2245840) | 100.0",False,False,False,-4936.82,77491.9
"SRT2104 (GSK2245840) | 1000.0",False,False,False,20380.4,128258
"SRT2104 (GSK2245840) | 10000.0",False,False,False,-9191.12,56293.9
"SRT3025 HCl | 10.0",False,False,False,21615.3,159901
"SRT3025 HCl | 100.0",False,False,False,-4263.6,64058.1
"SRT3025 HCl | 1000.0",False,False,False,4748.29,129399
"SRT3025 HCl | 10000.0",False,False,False,7541.77,67335.9
"Selisistat (EX 527) | 10.0",False,False,False,26715.7,135663
"Selisistat (EX 527) | 100.0",False,False,False,2786.88,72340
"Selisistat (EX 527) | 1000.0",False,False,False,-12206.1,85170.3
"Selisistat (EX 527) | 10000.0",False,False,False,-1031.25,54725.6
"Sirtinol | 10.0",False,False,False,1884.52,116268
"Sirtinol | 100.0",False,False,False,-18077,28307.6
"Sirtinol | 1000.0",False,False,False,15563.5,149107
"Sirtinol | 10000.0",False,False,False,-4178.59,47817.3
"Sodium Phenylbutyrate | 10.0",False,False,False,-18212.6,34573.2
"Sodium Phenylbutyrate | 100.0",False,False,False,-11424,66431
"Sodium Phenylbutyrate | 1000.0",False,False,False,-13128.8,81086.5
"Sodium Phenylbutyrate | 10000.0",False,False,False,7306.9,69195.3
"Sorafenib Tosylate | 10.0",False,False,False,24964.2,88411.5
"Sorafenib Tosylate | 100.0",False,False,False,6788.85,108731
"Streptozotocin (STZ) | 10.0",False,False,False,-4542.42,60935.6
"Streptozotocin (STZ) | 100.0",False,False,False,-5663.46,113438
"Streptozotocin (STZ) | 10000.0",False,False,False,7100.59,64837.9
"TAK-901 | 10.0",False,False,False,15221.7,140695
"TAK-901 | 100.0",False,False,False,36365.8,91122.7
"TG101209 | 10.0",False,False,False,-10649.5,72672.3
"TG101209 | 100.0",False,False,False,20562.1,182500
"TG101209 | 1000.0",False,False,False,44908.3,136032
"TGX-221 | 10.0",False,False,False,-18703.2,27667.8
"TGX-221 | 100.0",False,False,False,-10669.1,104596
"TGX-221 | 1000.0",False,False,False,8965.64,84115.5
"TGX-221 | 10000.0",False,False,False,14.806,83000.6
"TMP195 | 10.0",False,False,False,3815.35,80156.8
"TMP195 | 1000.0",False,False,False,28312,201074
"TMP195 | 10000.0",False,False,False,43896.1,213861
"Tacedinaline (CI994) | 10.0",False,False,False,28475.3,188252
"Tacedinaline (CI994) | 100.0",False,False,False,-1388.52,50871.5
"Tacedinaline (CI994) | 1000.0",False,False,False,-4356.8,76666.4
"Tacedinaline (CI994) | 10000.0",False,False,False,-16262.5,43048.4
"Tanespimycin (17-AAG) | 10.0",False,False,False,28063.5,117233
"Tazemetostat (EPZ-6438) | 10.0",False,False,False,-9581.58,98055.7
"Tazemetostat (EPZ-6438) | 100.0",False,False,False,-5496.55,52136.9
"Tazemetostat (EPZ-6438) | 1000.0",False,False,False,-1733.1,72624.2
"Tazemetostat (EPZ-6438) | 10000.0",False,False,False,-4219.24,61247.1
"Temsirolimus (CCI-779, NSC 683864) | 100.0",False,False,False,-2277.61,69749.5
"Thalidomide | 10.0",False,False,False,-5144.72,94829.4
"Thalidomide | 100.0",False,False,False,-7126.44,74997.4
"Thalidomide | 1000.0",False,False,False,-1253.18,90663.5
"Thalidomide | 10000.0",False,False,False,2474.9,111696
"Thiotepa | 10.0",False,False,False,-7352.75,90538.7
"Thiotepa | 10000.0",False,False,False,-5744.62,61283
"Tie2 kinase inhibitor | 10.0",False,False,False,1230.09,126693
"Tie2 kinase inhibitor | 100.0",False,False,False,51197.2,327659
"Tofacitinib (CP-690550) Citrate | 10.0",False,False,False,25023.9,183568
"Tofacitinib (CP-690550) Citrate | 100.0",False,False,False,-10955.6,68631.6
"Tofacitinib (CP-690550) Citrate | 1000.0",False,False,False,15219.7,119471
"Tofacitinib (CP-690550) Citrate | 10000.0",False,False,False,12803.6,61384.7
"Toremifene Citrate | 10.0",False,False,False,-6898.04,64311.2
"Toremifene Citrate | 1000.0",False,False,False,-10970.7,44692.5
"Tozasertib (VX-680, MK-0457) | 10.0",False,False,False,28390,267374
"Tozasertib (VX-680, MK-0457) | 10000.0",False,False,False,19786.4,106017
"Trametinib (GSK1120212) | 10.0",False,False,False,4349.59,107750
"Trametinib (GSK1120212) | 100.0",False,False,False,-16517.3,39625.6
"Trametinib (GSK1120212) | 1000.0",False,False,False,17633.4,160256
"Trametinib (GSK1120212) | 10000.0",False,False,False,9206.83,129361
"Tranylcypromine (2-PCPA) HCl | 10.0",False,False,False,13919.1,75179.1
"Tranylcypromine (2-PCPA) HCl | 100.0",False,False,False,18579.3,160154
"Tranylcypromine (2-PCPA) HCl | 1000.0",False,False,False,5920.65,69866.8
"Tranylcypromine (2-PCPA) HCl | 10000.0",False,False,False,14709.2,113689
"Triamcinolone Acetonide | 10.0",False,False,False,16994.5,90161.5
"Triamcinolone Acetonide | 100.0",False,False,False,540.6,70714.4
"Triamcinolone Acetonide | 1000.0",True,False,False,-6231.78,66903.5
"Triamcinolone Acetonide | 10000.0",False,False,False,2806.51,94402.5
"Trichostatin A (TSA) | 10.0",False,False,False,1628.39,86130
"Trichostatin A (TSA) | 100.0",False,False,False,-9683.36,53595.5
"Trichostatin A (TSA) | 1000.0",False,False,False,2291.19,100735
"Trichostatin A (TSA) | 10000.0",False,False,False,-19936.6,29451.8
"Tubastatin A HCl | 10.0",False,False,False,932.876,83290.5
"Tubastatin A HCl | 100.0",False,False,False,-15557.2,46108.3
"Tubastatin A HCl | 1000.0",False,False,False,-4625.96,49652.4
"Tubastatin A HCl | 10000.0",False,False,False,-214.118,63143.1
"Tucidinostat (Chidamide) | 10.0",False,False,False,-11309.7,55371.3
"Tucidinostat (Chidamide) | 10000.0",False,False,False,6514.38,63789.5
"UNC0379 | 10.0",False,False,False,-1608.91,166961
"UNC0379 | 100.0",False,False,False,-5886.28,60455.1
"UNC0379 | 1000.0",False,False,False,-5015.29,51007.2
"UNC0631 | 10.0",False,False,False,5752.04,136846
"UNC0631 | 100.0",False,False,False,-56.8409,93584.5
"UNC0631 | 1000.0",False,False,False,16635.8,205606
"UNC0631 | 10000.0",False,False,False,27775,130855
"UNC1999 | 10.0",False,False,False,6760.03,86951.3
"UNC1999 | 100.0",False,False,False,-10393.1,22899.9
"UNC1999 | 1000.0",False,False,False,-19599.2,37197.6
"UNC1999 | 10000.0",False,False,False,15531.1,151185
"Valproic acid sodium salt (Sodium valproate) | 10.0",False,False,False,-4384.5,23539.4
"Valproic acid sodium salt (Sodium valproate) | 100.0",False,False,False,-17472.6,29401.7
"Valproic acid sodium salt (Sodium valproate) | 1000.0",False,False,False,-13551.2,58207.6
"Valproic acid sodium salt (Sodium valproate) | 10000.0",False,False,False,10476.6,84464.6
"Vandetanib (ZD6474) | 10.0",False,False,False,9525.12,111171
"Vandetanib (ZD6474) | 100.0",False,False,False,16722.1,152119
"Vandetanib (ZD6474) | 1000.0",False,False,False,-18721.1,42255.2
"Veliparib (ABT-888) | 100.0",False,False,False,-9738.97,67087.6
"WHI-P154 | 10.0",False,False,False,43241,154247
"WHI-P154 | 100.0",False,False,False,-9670.51,38178
"WHI-P154 | 1000.0",False,False,False,17722.5,133882
"WHI-P154 | 10000.0",False,False,False,-2316.31,90814.5
"WP1066 | 10.0",True,False,False,-8714.37,25341.3
"WP1066 | 100.0",False,False,False,-10990.7,41218.4
"WP1066 | 1000.0",False,False,False,-12699.4,68894.8
"WP1066 | 10000.0",False,False,False,-3985.34,86291
"XAV-939 | 10.0",False,False,False,27.3688,120912
"XAV-939 | 100.0",False,False,False,-3187.81,142364
"XAV-939 | 1000.0",False,False,False,-298.229,102526
"ZM 447439 | 10.0",False,False,False,-11689.8,49230.9
"ZM 447439 | 100.0",False,False,False,-8170.68,64301.4
"Zileuton | 10.0",False,False,False,105093,308860
"Zileuton | 100.0",False,False,False,494.93,97114.2
"Zileuton | 1000.0",False,False,False,10707.1,80022.2
"Zileuton | 10000.0",False,False,False,4166.95,95825.2
