perturbation,detectable,identifiable,jointly_evaluable,separation,spread
"(+)-JQ1 | 10.0",False,False,False,18811.4,75981.7
"Ruxolitinib (INCB018424) | 1000.0",False,False,False,12692.8,60069
"Ruxolitinib (INCB018424) | 10000.0",False,False,False,-2748.17,74649.7
"S-Ruxolitinib (INCB018424) | 10.0",False,False,False,10238.7,60094.7
"S-Ruxolitinib (INCB018424) | 100.0",False,False,False,2750.32,46140.5
"S-Ruxolitinib (INCB018424) | 1000.0",False,False,False,-8870.92,27643.7
"S-Ruxolitinib (INCB018424) | 10000.0",False,False,False,5038.87,38475.4
"S3I-201 | 10.0",False,False,False,6191.41,63034.6
"S3I-201 | 100.0",False,False,False,-409.76,37912.6
"S3I-201 | 10000.0",False,False,False,9663.83,59099.6
"SB431542 | 10.0",False,False,False,-8865.32,23828.3
"SB431542 | 100.0",False,False,False,-1070.44,37740.3
"SB431542 | 1000.0",False,False,False,-5700.73,28674.9
"SB431542 | 10000.0",False,False,False,13396.7,79299.9
"SGI-1776 free base | 10.0",True,False,False,-6471.09,30265.2
"SGI-1776 free base | 100.0",False,False,False,-5401.89,24971.4
"SGI-1776 free base | 1000.0",False,False,False,7747.71,58624.7
"SL-327 | 10.0",False,False,False,8469.4,88768.9
"SL-327 | 100.0",False,False,False,-3079.51,32547.8
"SL-327 | 1000.0",False,False,False,-4589.26,34021.1
"SRT1720 HCl | 1000.0",False,False,False,18302.9,80352
"SRT1720 HCl | 10000.0",False,False,False,5881.66,58622.4
"SRT2104 (GSK2245840) | 10.0",False,False,False,8625.38,72004
"SRT2104 (GSK2245840) | 100.0",False,False,False,1866.37,48632.5
"SRT2104 (GSK2245840) | 1000.0",True,False,False,-5387.44,32780.9
"SRT2104 (GSK2245840) | 10000.0",False,False,False,-7543.31,17978.3
"SRT3025 HCl | 10.0",False,False,False,-10664.1,15369.3
"SRT3025 HCl | 100.0",True,False,False,107.322,38070.7
"SRT3025 HCl | 1000.0",False,False,False,4266.67,64455.6
"SRT3025 HCl | 10000.0",False,False,False,3286.34,85387.9
"Selisistat (EX 527) | 10.0",False,False,False,-10506.2,15702.9
"Selisistat (EX 527) | 100.0",True,False,False,9597.13,58922.6
"Selisistat (EX 527) | 1000.0",False,False,False,-905.118,43043.8
"Selisistat (EX 527) | 10000.0",False,False,False,-4615.5,28667.4
"Sirtinol | 10.0",False,False,False,6931.19,64419.9
"Sirtinol | 100.0",False,False,False,-4930.4,37630.6
"Sirtinol | 1000.0",False,False,False,3328.65,76002.4
"Sirtinol | 10000.0",False,False,False,-6117.36,37204
"Sodium Phenylbutyrate | 10.0",False,False,False,6436.34,83943.6
"Sodium Phenylbutyrate | 100.0",False,False,False,-9789.18,14590
"Sodium Phenylbutyrate | 1000.0",False,False,False,5752.92,67347.3
"Sodium Phenylbutyrate | 10000.0",False,False,False,-2206.91,23406.7
"Sorafenib Tosylate | 10.0",False,False,False,-1662.67,38973.1
"Sorafenib Tosylate | 100.0",False,False,False,-8260.35,32781.4
"Streptozotocin (STZ) | 10.0",False,False,False,5721.84,63584.1
"Streptozotocin (STZ) | 100.0",False,False,False,-11656.2,15199.3
"Streptozotocin (STZ) | 10000.0",False,False,False,-2880.27,49397
"TAK-901 | 10.0",False,False,False,13870.4,60728.3
"TAK-901 | 100.0",False,False,False,3770.82,58060.3
"TG101209 | 10.0",False,False,False,-3447.19,37883.2
"TG101209 | 100.0",False,False,False,219.955,53314.1
"TG101209 | 1000.0",False,False,False,9166.65,43192.7
"TGX-221 | 10.0",False,False,False,-1363.75,39604.4
"TGX-221 | 100.0",False,False,False,-5144.64,24183.7
"TGX-221 | 1000.0",False,False,False,9269.19,28689
"TGX-221 | 10000.0",False,False,False,24232.8,161522
"TMP195 | 10.0",False,False,False,-1608,59516.6
"TMP195 | 1000.0",False,False,False,3455.64,60136.6
"TMP195 | 10000.0",False,False,False,15061.5,125199
"Tacedinaline (CI994) | 10.0",False,False,False,-2791.49,26958.1
"Tacedinaline (CI994) | 100.0",False,False,False,8560.99,74196.2
"Tacedinaline (CI994) | 1000.0",False,False,False,-4456.34,32270.1
"Tacedinaline (CI994) | 10000.0",False,False,False,7736.47,43142.2
"Tanespimycin (17-AAG) | 10.0",False,False,False,25063.7,116218
"Tazemetostat (EPZ-6438) | 10.0",False,False,False,-1839.39,31872
"Tazemetostat (EPZ-6438) | 100.0",False,False,False,974.542,49788.8
"Tazemetostat (EPZ-6438) | 1000.0",False,False,False,1320.13,52412.1
"Tazemetostat (EPZ-6438) | 10000.0",False,False,False,-3665,33974.1
"Temsirolimus (CCI-779, NSC 683864) | 100.0",False,False,False,-7281.13,26455.2
"Thalidomide | 10.0",False,False,False,13859,86956
"Thalidomide | 100.0",False,False,False,-2893.26,28596
"Thalidomide | 1000.0",False,False,False,4393.31,60919.1
"Thalidomide | 10000.0",False,False,False,24954.6,157545
"Thiotepa | 10.0",False,False,False,8911.4,38979.7
"Thiotepa | 10000.0",False,False,False,5246.58,80485.4
"Tie2 kinase inhibitor | 10.0",False,False,False,4491.89,40081.2
"Tie2 kinase inhibitor | 100.0",False,False,False,2628.81,45127.4
"Tofacitinib (CP-690550) Citrate | 10.0",False,False,False,-5224.63,13335.8
"Tofacitinib (CP-690550) Citrate | 100.0",False,False,False,-145.695,38422.9
"Tofacitinib (CP-690550) Citrate | 1000.0",False,False,False,-4973.38,26276.1
"Tofacitinib (CP-690550) Citrate | 10000.0",False,False,False,22402.1,146171
"Toremifene Citrate | 10.0",False,False,False,2679.47,63028
"Toremifene Citrate | 1000.0",False,False,False,-4535.03,32595.4
"Tozasertib (VX-680, MK-0457) | 10.0",False,False,False,-6359.23,19683.8
"Tozasertib (VX-680, MK-0457) | 10000.0",False,False,False,43073.8,127058
"Trametinib (GSK1120212) | 10.0",False,False,False,-5437.19,32997.7
"Trametinib (GSK1120212) | 100.0",False,False,False,-4238.44,23574.9
"Trametinib (GSK1120212) | 1000.0",False,False,False,4799.26,45150.9
"Trametinib (GSK1120212) | 10000.0",False,False,False,6800.71,38871.4
"Tranylcypromine (2-PCPA) HCl | 10.0",False,False,False,-1584.34,55979.5
"Tranylcypromine (2-PCPA) HCl | 100.0",False,False,False,-8151.36,21790.8
"Tranylcypromine (2-PCPA) HCl | 1000.0",False,False,False,-3539.58,37934.6
"Tranylcypromine (2-PCPA) HCl | 10000.0",False,False,False,1972.09,40919.6
"Triamcinolone Acetonide | 10.0",False,False,False,18117.4,111992
"Triamcinolone Acetonide | 100.0",False,False,False,17874.6,81784.2
"Triamcinolone Acetonide | 1000.0",False,False,False,-7197.4,25924.7
"Triamcinolone Acetonide | 10000.0",False,False,False,-1431.41,39247.1
"Trichostatin A (TSA) | 10.0",False,False,False,166.916,58527.6
"Trichostatin A (TSA) | 100.0",False,False,False,1436.5,51383.3
"Trichostatin A (TSA) | 1000.0",False,False,False,33.0988,38318.1
"Trichostatin A (TSA) | 10000.0",False,False,False,9367.71,59590.5
"Tubastatin A HCl | 10.0",False,False,False,31022.5,132603
"Tubastatin A HCl | 100.0",False,False,False,5885.65,69060.3
"Tubastatin A HCl | 1000.0",False,False,False,15681.4,64347
"Tubastatin A HCl | 10000.0",False,False,False,20335.7,102582
"Tucidinostat (Chidamide) | 10.0",False,False,False,183.813,46432.1
"Tucidinostat (Chidamide) | 10000.0",False,False,False,-4686.3,37335.7
"UNC0379 | 10.0",False,False,False,4449.54,61651.5
"UNC0379 | 100.0",False,False,False,12813.8,107355
"UNC0379 | 1000.0",False,False,False,6518.2,61417.7
"UNC0631 | 10.0",False,False,False,-9986.95,14175
"UNC0631 | 100.0",False,False,False,14331.1,94130.7
"UNC0631 | 1000.0",False,False,False,15720.6,95881.1
"UNC0631 | 10000.0",False,False,False,6335.35,42036.1
"UNC1999 | 10.0",False,False,False,5219.87,43315.9
"UNC1999 | 100.0",False,False,False,-6253.68,31147.1
"UNC1999 | 1000.0",False,False,False,205.812,29719.3
"UNC1999 | 10000.0",False,False,False,773.602,27803.4
"Valproic acid sodium salt (Sodium valproate) | 10.0",False,False,False,422.726,40254.3
"Valproic acid sodium salt (Sodium valproate) | 100.0",False,False,False,-6485.01,39925.7
"Valproic acid sodium salt (Sodium valproate) | 1000.0",False,False,False,-4318.53,25459.3
"Valproic acid sodium salt (Sodium valproate) | 10000.0",False,False,False,14509,54244.1
"Vandetanib (ZD6474) | 10.0",False,False,False,4083.6,40562.8
"Vandetanib (ZD6474) | 100.0",False,False,False,4871.24,45196.1
"Vandetanib (ZD6474) | 1000.0",False,False,False,7635.06,49367.3
"Veliparib (ABT-888) | 100.0",False,False,False,-150.131,40722.4
"WHI-P154 | 10.0",False,False,False,2563.98,53674.7
"WHI-P154 | 100.0",False,False,False,9554.44,53549.2
"WHI-P154 | 1000.0",False,False,False,-1292.22,37095.5
"WHI-P154 | 10000.0",False,False,False,4623.01,37564.9
"WP1066 | 10.0",False,False,False,-3991.4,29461.5
"WP1066 | 100.0",False,False,False,2039.29,57987.1
"WP1066 | 1000.0",False,False,False,1272.98,54339.6
"WP1066 | 10000.0",False,False,False,-1769.71,73586.9
"XAV-939 | 10.0",False,False,False,57266.9,224985
"XAV-939 | 100.0",False,False,False,3540.01,68277.1
"XAV-939 | 1000.0",False,False,False,1503.27,62286
"ZM 447439 | 10.0",False,False,False,-55.7437,37502
"ZM 447439 | 100.0",False,False,False,11175.6,44361.3
"Zileuton | 10.0",False,False,False,-4850.05,25252.5
"Zileuton | 100.0",False,False,False,-10711.6,16975.8
"Zileuton | 1000.0",False,False,False,4223.85,84695.4
"Zileuton | 10000.0",False,False,False,12149.8,57199.2
