perturbation,detectable,identifiable,jointly_evaluable,separation,spread
"Ruxolitinib (INCB018424) | 10.0",False,False,False,-3199.73,11054.3
"Ruxolitinib (INCB018424) | 100.0",False,False,False,-2397.8,13519.6
"Ruxolitinib (INCB018424) | 1000.0",False,False,False,1440.59,12664.4
"Ruxolitinib (INCB018424) | 10000.0",False,False,False,12068.8,73322.5
"S-Ruxolitinib (INCB018424) | 10.0",False,False,False,7520.61,57777.2
"S-Ruxolitinib (INCB018424) | 100.0",False,False,False,3203.58,17503.3
"S-Ruxolitinib (INCB018424) | 1000.0",False,False,False,13306.2,66427.2
"S-Ruxolitinib (INCB018424) | 10000.0",False,False,False,1247.69,17508.1
"S3I-201 | 10.0",False,False,False,8950.73,30460.9
"S3I-201 | 100.0",False,False,False,-3635.71,9476.58
"S3I-201 | 10000.0",False,False,False,6194.28,34460.8
"SB431542 | 10.0",False,False,False,4128.11,34014.2
"SB431542 | 100.0",False,False,False,7094.08,63543.4
"SB431542 | 1000.0",False,False,False,4255.38,36447.3
"SB431542 | 10000.0",False,False,False,1638.95,13557.3
"SGI-1776 free base | 10.0",True,False,False,1939.74,32303.5
"SGI-1776 free base | 100.0",False,False,False,-5493.83,9343.39
"SGI-1776 free base | 1000.0",True,False,False,3745.37,21784.1
"SL-327 | 10.0",False,False,False,-2645.03,10073.8
"SL-327 | 100.0",False,False,False,3803.87,48342.9
"SL-327 | 1000.0",False,False,False,1055.79,23178.1
"SRT1720 HCl | 1000.0",False,False,False,-3617.98,8991.41
"SRT1720 HCl | 10000.0",False,False,False,6511.26,28343.7
"SRT2104 (GSK2245840) | 10.0",False,False,False,912.967,38398.2
"SRT2104 (GSK2245840) | 100.0",True,False,False,16689.9,87996
"SRT2104 (GSK2245840) | 1000.0",False,False,False,-2775.7,12428.5
"SRT2104 (GSK2245840) | 10000.0",True,False,False,-1508.61,13291.4
"SRT3025 HCl | 10.0",False,False,False,632.423,34461.1
"SRT3025 HCl | 100.0",False,False,False,-136.032,19697
"SRT3025 HCl | 1000.0",False,False,False,-263.533,22241.7
"SRT3025 HCl | 10000.0",False,False,False,608.398,15859.6
"Selisistat (EX 527) | 10.0",False,False,False,-1642.2,19962.7
"Selisistat (EX 527) | 100.0",True,False,False,-3196.54,12859.2
"Selisistat (EX 527) | 1000.0",False,False,False,5456.25,53943.5
"Selisistat (EX 527) | 10000.0",False,False,False,-808.354,16758.4
"Sirtinol | 10.0",False,False,False,2769.49,43167.1
"Sirtinol | 100.0",False,False,False,-392.989,18194.3
"Sirtinol | 1000.0",False,False,False,-762.536,19847.9
"Sirtinol | 10000.0",False,False,False,-4929.32,6126.13
"Sodium Phenylbutyrate | 10.0",False,False,False,-1545.48,15208.8
"Sodium Phenylbutyrate | 100.0",False,False,False,-281.84,20023.5
"Sodium Phenylbutyrate | 1000.0",False,False,False,945.361,19698.5
"Sodium Phenylbutyrate | 10000.0",False,False,False,2129.14,17324.3
"Sorafenib Tosylate | 10.0",False,False,False,1254.27,12282.2
"Sorafenib Tosylate | 100.0",False,False,False,5264.3,38278.3
"Streptozotocin (STZ) | 10.0",False,False,False,2483.62,24023.1
"Streptozotocin (STZ) | 100.0",False,False,False,3492.34,20064.3
"Streptozotocin (STZ) | 10000.0",False,False,False,6273.36,26115.4
"TAK-901 | 10.0",False,False,False,5582.77,22803.3
"TAK-901 | 100.0",False,False,False,5756.06,26968.6
"TG101209 | 10.0",False,False,False,1940.82,22123.3
"TG101209 | 100.0",False,False,False,-929.299,23521.3
"TG101209 | 1000.0",False,False,False,-1295.78,23591.2
"TGX-221 | 10.0",False,False,False,158.47,13428.7
"TGX-221 | 100.0",False,False,False,-2339.5,14348.1
"TGX-221 | 1000.0",False,False,False,-1506.04,26150.3
"TGX-221 | 10000.0",False,False,False,-1021.03,24447
"TMP195 | 10.0",False,False,False,691.573,11779
"TMP195 | 1000.0",False,False,False,278.341,13749.1
"TMP195 | 10000.0",False,False,False,-4838.59,6623.98
"Tacedinaline (CI994) | 10.0",False,False,False,476.436,21063.9
"Tacedinaline (CI994) | 100.0",False,False,False,-1412.27,12400.9
"Tacedinaline (CI994) | 1000.0",False,False,False,235.298,14158.6
"Tacedinaline (CI994) | 10000.0",False,False,False,6589.73,37412.6
"Tanespimycin (17-AAG) | 10.0",False,False,False,17371.9,50935.2
"Tazemetostat (EPZ-6438) | 10.0",False,False,False,-2406.97,10713.1
"Tazemetostat (EPZ-6438) | 100.0",False,False,False,4359.16,37611
"Tazemetostat (EPZ-6438) | 1000.0",False,False,False,3044.56,27262.1
"Tazemetostat (EPZ-6438) | 10000.0",False,False,False,-1718.16,14983.3
"Temsirolimus (CCI-779, NSC 683864) | 100.0",False,False,False,9384.12,52417
"Thalidomide | 10.0",False,False,False,15791.8,40734.7
"Thalidomide | 100.0",False,False,False,-1668.35,13777
"Thalidomide | 1000.0",False,False,False,-1615.68,10369.2
"Thalidomide | 10000.0",False,False,False,315.607,18809.9
"Thiotepa | 10.0",False,False,False,-2005.95,12931.5
"Thiotepa | 10000.0",False,False,False,10038.1,34052.1
"Tie2 kinase inhibitor | 10.0",False,False,False,6493.02,39098.4
"Tie2 kinase inhibitor | 100.0",False,False,False,3829.29,18762
"Tofacitinib (CP-690550) Citrate | 10.0",False,False,False,529.821,38284.7
"Tofacitinib (CP-690550) Citrate | 100.0",False,False,False,1285.34,37530.3
"Tofacitinib (CP-690550) Citrate | 1000.0",False,False,False,-755.883,17378.3
"Tofacitinib (CP-690550) Citrate | 10000.0",False,False,False,-658.44,13014.9
"Toremifene Citrate | 10.0",False,False,False,-1141.15,17278.4
"Toremifene Citrate | 1000.0",True,False,False,3123.41,18426.4
"Tozasertib (VX-680, MK-0457) | 10.0",False,False,False,-3069.03,8172.68
"Tozasertib (VX-680, MK-0457) | 10000.0",False,False,False,14296.6,25995.5
"Trametinib (GSK1120212) | 10.0",False,False,False,116.464,19116.2
"Trametinib (GSK1120212) | 100.0",False,False,False,1627.5,16475
"Trametinib (GSK1120212) | 1000.0",False,False,False,1610.86,38929.9
"Trametinib (GSK1120212) | 10000.0",False,False,False,4282.12,30057.5
"Tranylcypromine (2-PCPA) HCl | 10.0",False,False,False,716.095,17890
"Tranylcypromine (2-PCPA) HCl | 100.0",False,False,False,-2397.87,17413.7
"Tranylcypromine (2-PCPA) HCl | 1000.0",False,False,False,-787.437,13122.7
"Tranylcypromine (2-PCPA) HCl | 10000.0",False,False,False,-1674.89,17797.8
"Triamcinolone Acetonide | 10.0",False,False,False,11196.1,84689.7
"Triamcinolone Acetonide | 100.0",False,False,False,4794.73,19188.1
"Triamcinolone Acetonide | 1000.0",False,False,False,716.334,22340.4
"Triamcinolone Acetonide | 10000.0",False,False,False,-908.068,28302.7
"Trichostatin A (TSA) | 10.0",False,False,False,330.064,24069.5
"Trichostatin A (TSA) | 100.0",False,False,False,3106.17,32546
"Trichostatin A (TSA) | 1000.0",False,False,False,-1350.04,12937
"Trichostatin A (TSA) | 10000.0",True,False,False,1959.08,22908.3
"Tubastatin A HCl | 10.0",False,False,False,3099.89,31652.9
"Tubastatin A HCl | 100.0",False,False,False,4360.84,38493.2
"Tubastatin A HCl | 1000.0",False,False,False,721.742,18306.2
"Tubastatin A HCl | 10000.0",False,False,False,12189.4,53585.6
"Tucidinostat (Chidamide) | 10.0",False,False,False,7324.21,27600.7
"Tucidinostat (Chidamide) | 10000.0",False,False,False,97.9611,11922.1
"UNC0379 | 10.0",False,False,False,1284.87,26153.1
"UNC0379 | 100.0",False,False,False,639.535,18746.5
"UNC0379 | 1000.0",False,False,False,12041.4,32091.1
"UNC0631 | 10.0",False,False,False,-2101.02,17538.9
"UNC0631 | 100.0",False,False,False,-1272.51,16503
"UNC0631 | 1000.0",False,False,False,-764.743,15193
"UNC0631 | 10000.0",False,False,False,7464.08,29851.1
"UNC1999 | 10.0",False,False,False,4485.9,33855.3
"UNC1999 | 100.0",False,False,False,-4859.58,5542.67
"UNC1999 | 1000.0",False,False,False,718.983,16732.8
"UNC1999 | 10000.0",False,False,False,-1049.45,23974.7
"Valproic acid sodium salt (Sodium valproate) | 10.0",False,False,False,1230.41,22473.1
"Valproic acid sodium salt (Sodium valproate) | 100.0",False,False,False,-1062.62,21195.6
"Valproic acid sodium salt (Sodium valproate) | 1000.0",False,False,False,3065.83,23713.3
"Valproic acid sodium salt (Sodium valproate) | 10000.0",False,False,False,432.839,22071.5
"Vandetanib (ZD6474) | 10.0",False,False,False,477.645,14513.1
"Vandetanib (ZD6474) | 100.0",False,False,False,-236.529,12157.1
"Vandetanib (ZD6474) | 1000.0",False,False,False,1663.79,25921.4
"Veliparib (ABT-888) | 100.0",False,False,False,-640.355,17095.7
"WHI-P154 | 10.0",False,False,False,-2629.39,8292.4
"WHI-P154 | 100.0",False,False,False,1849.75,22006.2
"WHI-P154 | 1000.0",False,False,False,4475.48,44314.9
"WHI-P154 | 10000.0",False,False,False,5239.26,31481.5
"WP1066 | 10.0",False,False,False,813.997,20415.5
"WP1066 | 100.0",False,False,False,563.43,20075.7
"WP1066 | 1000.0",False,False,False,-3481.22,7286.87
"WP1066 | 10000.0",False,False,False,-1346.28,10496.1
"XAV-939 | 10.0",False,False,False,848.555,22373.5
"XAV-939 | 100.0",False,False,False,1050.09,18695.2
"XAV-939 | 1000.0",False,False,False,2634.13,22430.1
"ZM 447439 | 10.0",False,False,False,499.767,16954.2
"ZM 447439 | 100.0",False,False,False,239.297,16306.4
"Zileuton | 10.0",False,False,False,2162.23,16636.3
"Zileuton | 100.0",False,False,False,1155.96,15914.2
"Zileuton | 1000.0",False,False,False,-609.025,13001.9
"Zileuton | 10000.0",False,False,False,2203.13,48348.6
